Temperature,Simulations,Return,Discounted Return,Map
1,10,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'HHFG']"
1,79,0,1.0,0.884100203995605,"['SFFF', 'FFHF', 'HFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,30,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'FFHF', 'FFFG']"
1,35,0,1.0,0.9762504936564125,"['SHHF', 'FFFH', 'FFFH', 'HFFG']"
1,40,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FFHH', 'FFFG']"
1,33,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'HHFF', 'FHFG']"
1,10,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'HHFG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFFF', 'HHHG']"
1,40,0,1.0,0.9193151828650342,"['SFFF', 'FHHF', 'FHHH', 'FFFG']"
1,67,0,1.0,0.8867604854519608,"['SFHF', 'HFFH', 'FFFF', 'HFHG']"
1,44,0,1.0,0.9110661429076764,"['SFFH', 'HHFF', 'HHHF', 'HHFG']"
1,28,0,1.0,0.9304302024748964,"['SHFF', 'FFFF', 'FHHF', 'FFFG']"
1,57,0,1.0,0.9416796087056153,"['SFFF', 'HFFH', 'FFFH', 'HHFG']"
1,21,0,1.0,0.8054737627981655,"['SFFH', 'FHHH', 'FHHF', 'FFFG']"
1,41,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HFHG']"
1,78,0,1.0,0.9332298921513504,"['SFHH', 'FHHH', 'FHFF', 'FFFG']"
1,45,0,1.0,0.9733217421754432,"['SHHF', 'FFHF', 'HFFH', 'FFFG']"
1,79,0,1.0,0.9473552137914398,"['SFFF', 'HFHH', 'FFHF', 'FFFG']"
1,91,0,1.0,0.9674905716180701,"['SHFF', 'FHFH', 'FFFF', 'FHFG']"
1,46,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FHFF', 'HHFG']"
1,81,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'HHFF', 'HFFG']"
1,7,0,1.0,0.8103284404851119,"['SFFH', 'HHFF', 'HHFF', 'FHFG']"
1,50,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFHF', 'HFHG']"
1,50,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHFF', 'FHHG']"
1,52,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'FHHF', 'HHFG']"
1,52,0,1.0,0.9220814271464737,"['SFFF', 'HFHF', 'HFFF', 'FHHG']"
1,77,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FFFH', 'FFFG']"
1,88,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'FHFF', 'HHFG']"
1,16,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'FFHG']"
1,46,0,1.0,0.9645880999032158,"['SFHH', 'FFHF', 'FFFF', 'FFHG']"
1,46,0,0.0,0.0,"['SFHH', 'FFFH', 'FHHH', 'FFFG']"
1,24,0,1.0,0.78398512608332,"['SFHF', 'HFFF', 'FHHF', 'HHHG']"
1,49,0,1.0,0.9588092525966956,"['SFHH', 'FFHH', 'FFFF', 'FFHG']"
1,61,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FFHF', 'HHFG']"
1,89,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFF', 'FFHG']"
1,41,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'HFHF', 'HFHG']"
1,63,0,1.0,0.9821344612135428,"['SFFH', 'HFHH', 'FFFF', 'FFFG']"
1,7,0,1.0,0.9388545698794984,"['SFFF', 'HHFF', 'HFHF', 'FHHG']"
1,46,0,1.0,0.8974819010978248,"['SFFF', 'FHHH', 'FFFF', 'HFFG']"
1,27,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FHHG']"
1,75,0,1.0,0.8947894553945313,"['SFFH', 'FHFH', 'HFFH', 'FFFG']"
1,96,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'FFFH', 'HHFG']"
1,26,0,1.0,0.8974819010978248,"['SHHF', 'FHHF', 'FHHH', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FHFH', 'FFFG']"
1,100,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FFFF', 'HFHG']"
1,52,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFH', 'FHFG']"
1,40,0,1.0,0.9304302024748964,"['SFFF', 'FHFF', 'HHFH', 'HHFG']"
1,79,0,1.0,0.9473552137914398,"['SFHF', 'FHFH', 'FFFH', 'HFFG']"
1,92,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHHG']"
1,53,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FHFF', 'HHHG']"
1,70,0,1.0,0.9165572373164391,"['SHFH', 'FFFF', 'FHHF', 'HHHG']"
1,98,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFF', 'FFHG']"
1,8,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HFFF', 'HHFG']"
1,81,0,1.0,0.9445131481500655,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,70,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'FFHG']"
1,74,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FHFF', 'HFHG']"
1,35,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'HFHG']"
1,98,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FHFH', 'HHFG']"
1,71,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'HFFF', 'FFHG']"
1,12,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HFFG']"
1,38,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFFF', 'HFHG']"
1,92,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'HHFF', 'FHHG']"
1,52,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'HFFH', 'HFFG']"
1,39,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'FFFF', 'HHHG']"
1,68,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHHF', 'FHHG']"
1,13,0,1.0,0.9220814271464737,"['SFFF', 'FHFF', 'FHFF', 'FHHG']"
1,43,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FHHF', 'FFFG']"
1,41,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'HFFF', 'FHFG']"
1,91,0,1.0,0.8921050870283477,"['SFHF', 'HFFH', 'FHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HFFG']"
1,61,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FHFF', 'HFFG']"
1,16,0,1.0,0.8709180316048211,"['SHFH', 'FFHF', 'HFFF', 'HFFG']"
1,63,0,1.0,0.9559328248389055,"['SFFH', 'HFHF', 'HFHF', 'FFFG']"
1,29,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HHFG']"
1,73,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HHFF', 'HHFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,68,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HHFH', 'HFFG']"
1,32,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'HFFF', 'FFFG']"
1,96,0,1.0,0.9645880999032158,"['SHHH', 'FHFH', 'FFFH', 'HFFG']"
1,65,0,1.0,0.9304302024748964,"['SHFF', 'FFFH', 'HHFF', 'FHFG']"
1,50,0,1.0,0.9276389118674717,"['SFFF', 'FFFF', 'FHFH', 'HHFG']"
1,37,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHFH', 'FFFG']"
1,14,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'FHFG']"
1,24,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'HHFF', 'HFFG']"
1,39,0,1.0,0.9821344612135428,"['SFHH', 'FFHH', 'FHFH', 'FFFG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHHF', 'FHHG']"
1,63,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFHF', 'FFFG']"
1,41,0,1.0,0.8400771692771434,"['SFFF', 'FFFH', 'HFFH', 'FHFG']"
1,77,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'FFHG']"
1,32,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'FHFF', 'HHFG']"
1,90,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FFHG']"
1,41,0,0.0,0.0,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,56,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'FFFH', 'HFFG']"
1,19,0,1.0,0.8709180316048211,"['SFFH', 'FHFF', 'HHHF', 'FFHG']"
1,88,0,1.0,0.985089730404757,"['SFHH', 'HFHF', 'HFFH', 'HFFG']"
1,66,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHHG']"
1,59,0,0.0,0.0,"['SHFH', 'FHFF', 'FFHH', 'HFFG']"
1,60,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'FFHH', 'FFFG']"
1,98,0,1.0,0.9791880578299021,"['SFHF', 'FHHF', 'FHFH', 'FFFG']"
1,71,0,1.0,0.9588092525966956,"['SFHH', 'HFHH', 'FFFH', 'FFFG']"
1,38,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'FHFG']"
1,88,0,1.0,0.9138075656044898,"['SFFH', 'FFHH', 'HFHF', 'FFFG']"
1,89,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'HFHF', 'FFHG']"
1,54,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHFF', 'FFFG']"
1,3,0,1.0,0.8894287717672626,"['SFFF', 'HHFF', 'HFFF', 'FHHG']"
1,12,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HHFG']"
1,6,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,58,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHF', 'FFFG']"
1,84,0,1.0,0.9791880578299021,"['SFFF', 'HFHH', 'HFFH', 'HFFG']"
1,50,0,1.0,0.8631032605924442,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,20,0,1.0,0.9276389118674717,"['SFFF', 'FHHF', 'FFFF', 'FFHG']"
1,15,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,88,0,1.0,0.9502058312852957,"['SFFH', 'HFHH', 'HFHH', 'FFFG']"
1,33,0,1.0,0.9248559951318693,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,49,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,23,0,1.0,0.7887102894272789,"['SFHH', 'HFHF', 'FFFF', 'FHHG']"
1,94,0,1.0,0.8325391341551359,"['SFHF', 'FFFH', 'HHFF', 'FHHG']"
1,13,0,1.0,0.7494371162085136,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,94,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,96,0,1.0,0.8476834558136123,"['SHHF', 'FFFH', 'FHFH', 'HFFG']"
1,23,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFFF', 'FFFG']"
1,84,0,1.0,0.9559328248389055,"['SHFF', 'FHHH', 'FFFF', 'FFHG']"
1,11,0,1.0,0.9276389118674717,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,64,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'FFFF', 'HHFG']"
1,87,0,1.0,0.9821344612135428,"['SHHH', 'FHFH', 'FFHH', 'FFFG']"
1,26,0,1.0,0.884100203995605,"['SFFF', 'FFFH', 'HFFF', 'FFHG']"
1,33,0,1.0,0.9704017769489168,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,89,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HHFH', 'FFFG']"
1,94,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'HHFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFFF', 'HFFH', 'HFHH', 'FFFG']"
1,97,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHHG']"
1,82,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FHHF', 'HFFG']"
1,51,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFFF', 'FFHG']"
1,22,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'HHFF', 'FFFG']"
1,42,0,1.0,0.9083329444789534,"['SFFH', 'HHFF', 'FHHF', 'HFFG']"
1,28,0,1.0,0.9138075656044898,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,93,0,1.0,0.9559328248389055,"['SFHF', 'HFFH', 'HHFH', 'HFFG']"
1,63,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HHFF', 'FFFG']"
1,34,0,1.0,0.9704017769489168,"['SFHH', 'FFFH', 'FFFF', 'HFFG']"
1,72,0,1.0,0.9821344612135428,"['SFHH', 'FHHH', 'FFFF', 'FFFG']"
1,36,0,1.0,0.9588092525966956,"['SFHF', 'FHHF', 'FHHH', 'FFFG']"
1,40,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHH', 'FFFG']"
1,51,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFFF', 'FFFG']"
1,30,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,89,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,52,0,1.0,0.7958514863018556,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,19,0,1.0,0.860513950810667,"['SFFF', 'HFHF', 'HFHF', 'FFHG']"
1,79,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FHFF', 'HHFG']"
1,99,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFF', 'FFFG']"
1,86,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHFF', 'HFHG']"
1,2,0,0.0,0.0,"['SFFF', 'FFHH', 'FHHH', 'FFFG']"
1,22,0,1.0,0.837556937769312,"['SFHH', 'HFHF', 'FFFF', 'FHFG']"
1,72,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFFF', 'FHFG']"
1,80,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,14,0,1.0,0.9220814271464737,"['SFFF', 'FFHF', 'HFFF', 'HHHG']"
1,29,0,1.0,0.803057341509771,"['SFFH', 'FHFH', 'FFFF', 'HHHG']"
1,63,0,1.0,0.9588092525966956,"['SHHF', 'FFFH', 'FFFF', 'HHFG']"
1,24,0,1.0,0.9001824484431542,"['SFHH', 'HFFF', 'FHFF', 'FHFG']"
1,37,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HFFG']"
1,36,0,1.0,0.9502058312852957,"['SFFH', 'HHFH', 'HFFH', 'FHFG']"
1,83,0,1.0,0.9473552137914398,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,14,0,1.0,0.8225935318117279,"['SFFH', 'HFFH', 'HHFH', 'FFFG']"
1,40,0,1.0,0.9559328248389055,"['SFHH', 'HFHF', 'HFFF', 'HFFG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHFF', 'FHHG']"
1,97,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,100,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FHHF', 'FHHG']"
1,50,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'FHHF', 'FFFG']"
1,65,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'HFFF', 'HHFG']"
1,82,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'FFFF', 'HHHG']"
1,91,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,88,0,1.0,0.9645880999032158,"['SHHH', 'FHFH', 'FFHF', 'FFFG']"
1,38,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'HFHG']"
1,37,0,1.0,0.93603800616986,"['SFFH', 'HFFF', 'FHHF', 'FFHG']"
1,4,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHH', 'HFFG']"
1,52,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HHHF', 'HHFG']"
1,89,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'HFFF', 'FHHG']"
1,83,0,1.0,0.8300415167526705,"['SFFF', 'FFHH', 'HFFF', 'FHHG']"
1,93,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,96,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HFFF', 'FFFG']"
1,21,0,0.0,0.0,"['SHFH', 'FHFF', 'FFHF', 'HFFG']"
1,34,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHFG']"
1,83,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FHFF', 'FHHG']"
1,34,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFHF', 'FHFG']"
1,47,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'HFFG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HHHG']"
1,41,0,1.0,0.9473552137914398,"['SFFF', 'FFFF', 'FHHF', 'FFHG']"
1,90,0,1.0,0.9220814271464737,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,63,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'HFFF', 'FFFG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HFFG']"
1,86,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'FFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'FHHG']"
1,18,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FHFF', 'FHHG']"
1,10,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,40,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'FFHG']"
1,40,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFHG']"
1,82,0,1.0,0.9791880578299021,"['SHFF', 'FFHF', 'FHHF', 'FFFG']"
1,56,0,1.0,0.9304302024748964,"['SFFF', 'FFHF', 'FHHH', 'FFFG']"
1,69,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FHFG']"
1,63,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HFFF', 'HFFG']"
1,35,0,1.0,0.9791880578299021,"['SFHH', 'FHHF', 'FFFH', 'FFFG']"
1,71,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFH', 'HFFG']"
1,44,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FFHF', 'FFHG']"
1,19,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HFHG']"
1,95,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HFHF', 'FFFG']"
1,44,0,1.0,0.9220814271464737,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,99,0,1.0,0.9733217421754432,"['SFHH', 'FFHH', 'FHHH', 'FFFG']"
1,98,0,1.0,0.9388545698794984,"['SFFF', 'HFHH', 'HFFF', 'FFFG']"
1,40,0,1.0,0.8947894553945313,"['SFFF', 'FFFH', 'FFFF', 'FFHG']"
1,67,0,1.0,0.8631032605924442,"['SFFH', 'HHFF', 'FHHF', 'FHHG']"
1,17,0,1.0,0.7792882711929549,"['SFFF', 'FFHF', 'HFFF', 'HFHG']"
1,32,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'FHHF', 'HHHG']"
1,29,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHFF', 'HFFG']"
1,34,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHFF', 'FHHG']"
1,9,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHF', 'HFFG']"
1,12,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFFF', 'FFHG']"
1,35,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HHFF', 'FHHG']"
1,29,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFF', 'HHHG']"
1,57,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FFHH', 'FFFG']"
1,19,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FFFG']"
1,31,0,1.0,0.9530650263643888,"['SFFF', 'FHFH', 'FHFF', 'HFHG']"
1,8,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'HFFG']"
1,100,0,1.0,0.9674905716180701,"['SFHF', 'FHFF', 'FHHF', 'FFFG']"
1,75,0,1.0,0.9530650263643888,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,85,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'HHHG']"
1,38,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,68,0,1.0,0.9704017769489168,"['SHFH', 'FHFH', 'FFFF', 'HHFG']"
1,36,0,0.0,0.0,"['SFFH', 'HFFF', 'FHFH', 'HHFG']"
1,69,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'HHHF', 'HFHG']"
1,47,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HHHG']"
1,99,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FHFF', 'FFHG']"
1,18,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,78,0,1.0,0.9304302024748964,"['SHHH', 'FHHH', 'FHFH', 'FFFG']"
1,27,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FFHG']"
1,20,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFH', 'FHFG']"
1,68,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFHH', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SFFH', 'FHHH', 'FFFF', 'FFFG']"
1,7,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,49,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,47,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HHFF', 'FFFG']"
1,13,0,1.0,0.9733217421754432,"['SFFH', 'HFHF', 'FFFF', 'FFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,65,0,1.0,0.9056079456455165,"['SHHF', 'FFFF', 'HFHH', 'FFFG']"
1,44,0,1.0,0.8631032605924442,"['SHHF', 'FFHH', 'FHFH', 'FFFG']"
1,51,0,1.0,0.857932408958235,"['SFFH', 'HFHH', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFHF', 'HHFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'FFFG']"
1,22,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,57,0,1.0,0.7910835400474212,"['SFFH', 'HHFF', 'HHFH', 'HHFG']"
1,74,0,1.0,0.9388545698794984,"['SHHH', 'FFHF', 'FFHF', 'HFFG']"
1,53,0,1.0,0.9791880578299021,"['SFFF', 'HFHH', 'HFHH', 'HFFG']"
1,93,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HHFF', 'HHFG']"
1,15,0,1.0,0.9674905716180701,"['SHFF', 'FFHF', 'FHFF', 'FFFG']"
1,92,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,53,0,1.0,0.93603800616986,"['SFFF', 'FFFH', 'HFHF', 'HFFG']"
1,91,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHFG']"
1,91,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,43,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HFFH', 'FFFG']"
1,49,0,1.0,0.9645880999032158,"['SFHF', 'FHHH', 'FFHH', 'FFFG']"
1,6,0,1.0,0.9388545698794984,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,15,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'FHFG']"
1,25,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'FHFG']"
1,18,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'HFFG']"
1,9,0,1.0,0.8127667407072335,"['SFFF', 'FHHF', 'FFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FHHG']"
1,22,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFH', 'HHFG']"
1,40,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'HHHG']"
1,65,0,1.0,0.9588092525966956,"['SFFF', 'FFFH', 'FFFF', 'FFFG']"
1,26,0,1.0,0.8300415167526705,"['SFHH', 'FFFF', 'HFHH', 'HFFG']"
1,30,0,1.0,0.9416796087056153,"['SFFF', 'HHHF', 'FFFF', 'HHFG']"
1,93,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,81,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFH', 'FFFG']"
1,68,0,1.0,0.9304302024748964,"['SFFF', 'HFFF', 'FHFH', 'FHFG']"
1,80,0,1.0,0.9416796087056153,"['SFFH', 'FFFH', 'HFHH', 'FFFG']"
1,19,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'HFFF', 'HFHG']"
1,86,0,1.0,0.9733217421754432,"['SHHF', 'FHFH', 'FFHH', 'FFFG']"
1,37,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'FHFG']"
1,13,0,1.0,0.9248559951318693,"['SFFF', 'FHHF', 'FFHF', 'FFFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HHFF', 'HFFG']"
1,71,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'FFHF', 'FFFG']"
1,99,0,1.0,0.7958514863018556,"['SHHF', 'FFHH', 'HFFF', 'HFHG']"
1,8,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,77,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FFFF', 'FFFG']"
1,6,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHH', 'HFFG']"
1,72,0,1.0,0.9616943356035061,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,35,0,1.0,0.8127667407072335,"['SFFH', 'FFHH', 'FFHH', 'HFFG']"
1,96,0,1.0,0.9473552137914398,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
