Temperature,Simulations,Return,Discounted Return,Map
1,2,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HHHG']"
1,3,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,45,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'HFFF', 'HFHG']"
1,83,0,1.0,0.9165572373164391,"['SFFH', 'FFFH', 'FHFH', 'HFFG']"
1,54,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFHH', 'FFFG']"
1,34,0,1.0,0.9645880999032158,"['SFHH', 'FFHH', 'FFHF', 'FFFG']"
1,32,0,1.0,0.8867604854519608,"['SFHF', 'FHFF', 'FFHH', 'FFFG']"
1,68,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'FFHF', 'HHFG']"
1,92,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HHHG']"
1,98,0,1.0,0.985089730404757,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,21,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFH', 'HFFG']"
1,35,0,1.0,0.9704017769489168,"['SHFH', 'FHFH', 'FFFH', 'FFFG']"
1,42,0,0.0,0.0,"['SFHF', 'HFFH', 'FFHF', 'FFFG']"
1,24,0,1.0,0.798246224976786,"['SFFF', 'HFHF', 'FFHH', 'HFFG']"
1,94,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FFFF', 'HFFG']"
1,22,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,17,0,1.0,0.9220814271464737,"['SFFF', 'HHFF', 'FFHF', 'FHHG']"
1,50,0,1.0,0.7516921927868743,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,19,0,1.0,0.7653658663581259,"['SFFF', 'FFFH', 'FHFF', 'HFHG']"
1,32,0,1.0,0.9083329444789534,"['SFHF', 'FHHH', 'FFFF', 'HFFG']"
1,61,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FHHF', 'HFFG']"
1,63,0,1.0,0.9388545698794984,"['SFHH', 'FHFH', 'FHFH', 'FFFG']"
1,22,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'HHHG']"
1,27,0,0.0,0.0,"['SHHF', 'FFHF', 'FHHF', 'FFFG']"
1,90,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HHFF', 'FHFG']"
1,30,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'HHFF', 'FHHG']"
1,65,0,1.0,0.9502058312852957,"['SHFH', 'FFFH', 'FHFF', 'FHFG']"
1,93,0,1.0,0.9388545698794984,"['SFFF', 'HHFF', 'FFFH', 'FHFG']"
1,65,0,1.0,0.767668872977057,"['SHFF', 'FFHH', 'HFFF', 'FFHG']"
1,78,0,1.0,0.9733217421754432,"['SHFH', 'FFHH', 'FFFH', 'HFFG']"
1,81,0,1.0,0.9388545698794984,"['SFHF', 'FHHH', 'FFFH', 'HFFG']"
1,19,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'FHFG']"
1,72,0,1.0,0.985089730404757,"['SFFH', 'FHFH', 'FFFF', 'HFFG']"
1,79,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHHF', 'FHFG']"
1,74,0,1.0,0.9821344612135428,"['SHHH', 'FHHF', 'FFFF', 'FFFG']"
1,26,0,1.0,0.884100203995605,"['SFHH', 'FFFF', 'FHFF', 'HHHG']"
1,82,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFH', 'HFFG']"
1,56,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FHHF', 'HFFG']"
1,93,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFHF', 'FFFG']"
1,17,0,1.0,0.8814479033836181,"['SFHF', 'HFHF', 'HFFF', 'FFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'FFHG']"
1,31,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHHF', 'HFFG']"
1,27,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHH', 'HFFG']"
1,23,0,1.0,0.8921050870283477,"['SFFH', 'HFHH', 'FFFH', 'HFFG']"
1,43,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HFHF', 'HHHG']"
1,64,0,1.0,0.9502058312852957,"['SFFH', 'FHFH', 'HFFF', 'FFHG']"
1,83,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFHG']"
1,99,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'HHFF', 'HHFG']"
1,84,0,1.0,0.9733217421754432,"['SHFH', 'FFFH', 'FHFF', 'FFFG']"
1,7,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFH', 'FFFG']"
1,97,0,1.0,0.8275513922024125,"['SHFH', 'FHFF', 'FFFH', 'HHFG']"
1,68,0,1.0,0.9248559951318693,"['SFHF', 'FFHF', 'FHHH', 'FFFG']"
1,63,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'FFFH', 'HFFG']"
1,15,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'HFHG']"
1,18,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,58,0,1.0,0.9674905716180701,"['SFHH', 'HFHF', 'HFFF', 'FFFG']"
1,46,0,1.0,0.8103284404851119,"['SHFH', 'FFHH', 'FFFF', 'FHHG']"
1,72,0,1.0,0.9530650263643888,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,33,0,1.0,0.8553586117313603,"['SHHH', 'FFFH', 'HFFH', 'HFFG']"
1,92,0,1.0,0.8814479033836181,"['SHFH', 'FHHH', 'FFFF', 'HFHG']"
1,29,0,1.0,0.8657003616774767,"['SFFF', 'FFFH', 'FFFF', 'HHHG']"
1,36,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'FFFF', 'FFHG']"
1,22,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,44,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'FFFF', 'HHFG']"
1,75,0,1.0,0.8735386475474635,"['SFFH', 'HFHF', 'HFHH', 'HFFG']"
1,50,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'HHFG']"
1,28,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFHG']"
1,42,0,1.0,0.9674905716180701,"['SFFH', 'HFHF', 'HFFF', 'HFFG']"
1,54,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HFFG']"
1,51,0,1.0,0.9388545698794984,"['SFFF', 'HFHF', 'FFHF', 'HHFG']"
1,58,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHHF', 'FHHG']"
1,52,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'HFFG']"
1,58,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HFHG']"
1,87,0,1.0,0.9304302024748964,"['SFFF', 'HHHF', 'HHHF', 'HFFG']"
1,27,0,1.0,0.9616943356035061,"['SFHH', 'FHFH', 'FFHH', 'FFFG']"
1,45,0,1.0,0.9304302024748964,"['SHFH', 'FFFH', 'HFFH', 'FFFG']"
1,58,0,1.0,0.9616943356035061,"['SFHF', 'FHHH', 'FFFF', 'FHFG']"
1,23,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'HHHG']"
1,65,0,1.0,0.9791880578299021,"['SHHH', 'FFHH', 'FFFF', 'FHFG']"
1,53,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FFFF', 'FHHG']"
1,50,0,1.0,0.857932408958235,"['SFHH', 'HFHH', 'HFHH', 'HFFG']"
1,17,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,54,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HHFF', 'FFFG']"
1,18,0,1.0,0.8502341582884777,"['SFHH', 'FFFF', 'FHFF', 'FHHG']"
1,48,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,93,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,64,0,1.0,0.9645880999032158,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,20,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'HFFF', 'HHFG']"
1,19,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'FFHH', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'FFFG']"
1,6,0,1.0,0.837556937769312,"['SHHH', 'FFFF', 'FFFH', 'FFFG']"
1,61,0,1.0,0.8788035596734672,"['SFHF', 'FHHF', 'FHFF', 'FFFG']"
1,68,0,1.0,0.9416796087056153,"['SFFH', 'HFHH', 'FFFH', 'HFFG']"
1,42,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FFHG']"
1,82,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FHFG']"
1,61,0,1.0,0.9138075656044898,"['SFFH', 'FFHF', 'FFFF', 'HFHG']"
1,75,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'FFFG']"
1,14,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'HFHG']"
1,76,0,1.0,0.8735386475474635,"['SHHH', 'FHHF', 'FFFH', 'HHFG']"
1,86,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'HFFG']"
1,12,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HFFG']"
1,89,0,1.0,0.9559328248389055,"['SHHH', 'FFFH', 'HFFF', 'HFFG']"
1,75,0,1.0,0.9388545698794984,"['SFFH', 'FHFH', 'HFFF', 'FHFG']"
1,100,0,1.0,0.7792882711929549,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,41,0,1.0,0.9762504936564125,"['SHHF', 'FFFH', 'FFHF', 'FFFG']"
1,57,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FHFF', 'FFFG']"
1,16,0,1.0,0.9220814271464737,"['SFFF', 'FHHF', 'HFFF', 'HFFG']"
1,85,0,1.0,0.8974819010978248,"['SFFF', 'FFHH', 'HFHF', 'HFFG']"
1,60,0,1.0,0.857932408958235,"['SHHF', 'FFFH', 'FHFF', 'HFFG']"
1,94,0,1.0,0.9616943356035061,"['SHHF', 'FHHH', 'FFHF', 'FFFG']"
1,19,0,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'FFHF', 'FFFG']"
1,58,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFH', 'FHFG']"
1,53,0,1.0,0.9530650263643888,"['SFHF', 'FHHF', 'FFHH', 'FFFG']"
1,43,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,26,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'FFFH', 'FFFG']"
1,59,0,1.0,0.9530650263643888,"['SHFH', 'FFFH', 'FFFF', 'HHFG']"
1,4,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,17,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'FHFF', 'FFFG']"
1,86,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'FHFF', 'FFFG']"
1,15,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'HFFF', 'HHFG']"
1,83,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'HFFF', 'FHHG']"
1,36,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,58,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FFFH', 'FFFG']"
1,49,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'FFFH', 'HHFG']"
1,98,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFFF', 'FHFG']"
1,65,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,94,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HFFF', 'FHHG']"
1,18,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,68,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FHFF', 'FFHG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHFG']"
1,79,0,1.0,0.9473552137914398,"['SFHF', 'HFFF', 'FFFH', 'HHFG']"
1,96,0,1.0,0.9138075656044898,"['SFFF', 'FHFH', 'FHFF', 'HFHG']"
1,82,0,1.0,0.9445131481500655,"['SFHH', 'HFFF', 'HFHF', 'FHHG']"
1,20,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,66,0,1.0,0.9791880578299021,"['SFFH', 'FFHF', 'FFFF', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFHF', 'HFHG']"
1,85,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,49,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'HHHF', 'FHHG']"
1,29,0,1.0,0.9445131481500655,"['SFHF', 'FFHH', 'FHFF', 'FFFG']"
1,40,0,1.0,0.8788035596734672,"['SFFF', 'HHFH', 'FFFF', 'HFFG']"
1,15,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'FHFG']"
1,95,0,1.0,0.884100203995605,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,84,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,79,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FFFF', 'FFHG']"
1,83,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,13,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'HHFG']"
1,28,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,18,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,12,0,1.0,0.7816331707050701,"['SFHF', 'HFFF', 'HFHF', 'FFHG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HHHG']"
1,44,0,1.0,0.767668872977057,"['SFHH', 'FFFF', 'HHFH', 'HFFG']"
1,50,0,1.0,0.8054737627981655,"['SFHF', 'HFHF', 'FFFF', 'HFHG']"
1,68,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FHFF', 'HFHG']"
1,74,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,50,0,1.0,0.93603800616986,"['SFHF', 'HFFF', 'FFHF', 'FHHG']"
1,17,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFF', 'HHFG']"
1,70,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'FHFH', 'FFFG']"
1,40,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FFFH', 'FHFG']"
1,80,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'HFHG']"
1,32,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHH', 'HFFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,32,0,1.0,0.9473552137914398,"['SHHF', 'FFFH', 'FFFH', 'FHFG']"
1,83,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFHF', 'FFHG']"
1,61,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HFHG']"
1,40,0,1.0,0.7910835400474212,"['SFFF', 'HHFH', 'HHFH', 'HFFG']"
1,75,0,1.0,0.9502058312852957,"['SFHF', 'HFHF', 'HFFF', 'HFHG']"
1,40,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'FHHG']"
1,33,0,1.0,0.9416796087056153,"['SFHH', 'FFHH', 'HFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SFFH', 'HFFF', 'FHHF', 'FFFG']"
1,20,0,1.0,0.9588092525966956,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
1,49,0,1.0,0.9001824484431542,"['SFFH', 'HFFH', 'HHFF', 'HHHG']"
1,91,0,1.0,0.8553586117313603,"['SHHF', 'FFFF', 'FHFF', 'HHHG']"
1,69,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'FHHG']"
1,77,0,1.0,0.9165572373164391,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,54,0,1.0,0.747188804859888,"['SFHF', 'FFFH', 'HHFF', 'FHHG']"
1,88,0,1.0,0.9674905716180701,"['SHFF', 'FFFH', 'FHHH', 'FFFG']"
1,83,0,1.0,0.9083329444789534,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,71,0,1.0,0.8921050870283477,"['SFFF', 'FFFF', 'FHFH', 'HHFG']"
1,76,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,79,0,1.0,0.9110661429076764,"['SFHF', 'FFHH', 'HFFF', 'HFHG']"
1,55,0,1.0,0.9110661429076764,"['SFFF', 'FFHH', 'HFHH', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFF', 'HHFG']"
1,40,0,1.0,0.9276389118674717,"['SFFF', 'FFHF', 'HHHF', 'HFFG']"
1,41,0,1.0,0.9248559951318693,"['SFHH', 'FFHH', 'HFFF', 'HHFG']"
1,47,0,1.0,0.9083329444789534,"['SHFH', 'FFFH', 'FHHH', 'FFFG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FFFF', 'FHFG']"
1,22,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HHFG']"
1,52,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,62,0,1.0,0.9645880999032158,"['SHFF', 'FFFF', 'FHFH', 'FFFG']"
1,58,0,1.0,0.7494371162085136,"['SFFH', 'FHFF', 'FHHH', 'FFFG']"
1,43,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'HHFF', 'FFHG']"
1,80,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'HHFF', 'HFFG']"
1,93,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,97,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,38,0,1.0,0.9502058312852957,"['SFFF', 'HHFF', 'FHFF', 'FHHG']"
1,69,0,1.0,0.9645880999032158,"['SFFF', 'FFFH', 'HHFF', 'FHFG']"
1,60,0,1.0,0.9791880578299021,"['SHHF', 'FHFH', 'FFFF', 'FFFG']"
1,75,0,1.0,0.884100203995605,"['SFFH', 'FHFF', 'FHHF', 'HHHG']"
1,52,0,1.0,0.8127667407072335,"['SFHF', 'FHFF', 'FFFF', 'FHHG']"
1,79,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHHF', 'HFFG']"
1,27,0,1.0,0.9220814271464737,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,90,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FFHG']"
1,30,0,1.0,0.9645880999032158,"['SHFH', 'FHHF', 'FFFF', 'HFFG']"
1,29,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHHF', 'HFFG']"
1,40,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,63,0,1.0,0.9388545698794984,"['SFFH', 'HFHF', 'HFHH', 'HFFG']"
1,100,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'HHFH', 'HFFG']"
1,68,0,1.0,0.9083329444789534,"['SFFH', 'FFHH', 'HFFF', 'HFHG']"
1,70,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FHHH', 'FFFG']"
1,97,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'FHFF', 'HHFG']"
1,69,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHHF', 'FHHG']"
1,53,0,1.0,0.9332298921513504,"['SFFF', 'FHFF', 'FFFF', 'HFHG']"
1,87,0,1.0,0.7516921927868743,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,32,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'FFFF', 'HFFG']"
1,32,0,1.0,0.9674905716180701,"['SHFF', 'FHHH', 'FFFH', 'FFFG']"
1,18,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'HHFG']"
1,67,0,1.0,0.9304302024748964,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,52,0,1.0,0.803057341509771,"['SFFH', 'HHFF', 'HHHF', 'HFHG']"
1,37,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFH', 'FHFG']"
1,49,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'FHFF', 'FFFG']"
1,46,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,43,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFH', 'HHFG']"
1,8,0,0.0,0.0,"['SHHF', 'FHHF', 'FFHF', 'FFFG']"
1,56,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFFF', 'FFFG']"
1,36,0,1.0,0.7722956964947572,"['SHHH', 'FHHF', 'FHFH', 'FFFG']"
1,87,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'FFFF', 'HFHG']"
1,32,0,0.0,0.0,"['SFHF', 'HFFH', 'FFHH', 'HFFG']"
1,74,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'HHFF', 'FFHG']"
1,11,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFH', 'FHFG']"
1,60,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FFFF', 'HFHG']"
1,90,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFFF', 'HFFG']"
1,40,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'HFHG']"
1,96,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'FHFF', 'HHHG']"
1,16,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FFHG']"
1,54,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFF', 'HFFG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHF', 'HHFG']"
1,59,0,1.0,0.9248559951318693,"['SFFF', 'FFFF', 'HFHH', 'HFFG']"
1,53,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,26,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHHG']"
1,87,0,1.0,0.9616943356035061,"['SFFH', 'FHHF', 'FFFF', 'HFHG']"
1,89,0,1.0,0.7746195551602378,"['SFFH', 'HFFF', 'HFHH', 'HFFG']"
1,31,0,1.0,0.8867604854519608,"['SFFF', 'FHFH', 'FHFF', 'FHHG']"
1,68,0,1.0,0.9193151828650342,"['SHHF', 'FHHH', 'FFHF', 'HFFG']"
1,33,0,1.0,0.9502058312852957,"['SHHF', 'FFHH', 'FFFF', 'FHFG']"
1,89,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HFFH', 'HFFG']"
1,51,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'HHHG']"
1,20,0,0.0,0.0,"['SHHH', 'FHHH', 'FHHH', 'FFFG']"
1,71,0,1.0,0.9388545698794984,"['SHHH', 'FFFF', 'FFHF', 'FHFG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,45,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFH', 'FHFG']"
1,97,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HHFF', 'FFFG']"
1,56,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FFHG']"
1,45,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FFFF', 'FFFG']"
1,99,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,86,0,1.0,0.9616943356035061,"['SFFH', 'HHFH', 'HFFF', 'FHHG']"
1,15,0,1.0,0.8814479033836181,"['SFFH', 'FFFH', 'HHFH', 'FHFG']"
1,61,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHHF', 'HFFG']"
1,26,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HFFG']"
1,39,0,1.0,0.8683052775100066,"['SFFH', 'FHHF', 'FFFF', 'FHHG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HFFG']"
1,45,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'FFFF', 'HFHG']"
1,93,0,1.0,0.93603800616986,"['SFHH', 'HFFF', 'FHFF', 'HHFG']"
1,16,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HHFG']"
1,41,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'FFFF', 'FFHG']"
1,24,0,1.0,0.93603800616986,"['SHFF', 'FFHF', 'FFHF', 'FFFG']"
1,20,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'HFFG']"
1,61,0,1.0,0.8527925358961662,"['SHHF', 'FFFH', 'FHFF', 'HHFG']"
1,93,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HFHF', 'FFHG']"
1,51,0,1.0,0.9821344612135428,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,39,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,17,0,0.0,0.0,"['SFFH', 'FHHH', 'FFHH', 'HFFG']"
1,97,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,87,0,1.0,0.8947894553945313,"['SFHF', 'FHFF', 'FFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFH', 'FFFG']"
1,51,0,1.0,0.93603800616986,"['SFHH', 'FFHH', 'HFFF', 'FHFG']"
1,76,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHH', 'HFFG']"
1,85,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FFFF', 'HHHG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFFF', 'FFFG']"
1,30,0,1.0,0.9332298921513504,"['SFHF', 'FHFF', 'FFFH', 'HFFG']"
1,97,0,1.0,0.9165572373164391,"['SHFH', 'FFFF', 'HFHH', 'FFFG']"
1,33,0,1.0,0.9276389118674717,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,77,0,1.0,0.9559328248389055,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,100,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFFF', 'FHFG']"
1,89,0,1.0,0.9616943356035061,"['SHFH', 'FFHF', 'FFFF', 'HFHG']"
1,78,0,1.0,0.8631032605924442,"['SHHH', 'FHFF', 'FFFH', 'HHFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FHHG']"
1,97,0,1.0,0.9220814271464737,"['SFHF', 'HFHH', 'FFFH', 'HHFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFHF', 'FHHG']"
1,38,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'FHHG']"
