Temperature,Simulations,Return,Discounted Return,Map
1,89,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHHF', 'FFHG']"
1,80,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,10,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'HHFG']"
1,48,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'FFHF', 'FFFG']"
1,56,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FHFF', 'HHHG']"
1,87,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,41,0,1.0,0.9530650263643888,"['SHFH', 'FFFH', 'FFHH', 'HFFG']"
1,59,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,100,0,1.0,0.9276389118674717,"['SFHF', 'HFFF', 'HFHF', 'HFFG']"
1,45,0,1.0,0.860513950810667,"['SFFF', 'HFHH', 'HFFH', 'FFFG']"
1,93,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFF', 'FHFG']"
1,96,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FHHH', 'FFFG']"
1,43,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FFFF', 'FHFG']"
1,49,0,1.0,0.9502058312852957,"['SFFH', 'HFFF', 'HHFH', 'HFFG']"
1,11,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFH', 'FFFG']"
1,64,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHHG']"
1,77,0,1.0,0.9588092525966956,"['SHHH', 'FFFF', 'FHFF', 'HFHG']"
1,79,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HHFF', 'HFHG']"
1,82,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,50,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFFF', 'FFFG']"
1,77,0,1.0,0.8974819010978248,"['SFFH', 'HFHF', 'FFFF', 'HFHG']"
1,7,0,1.0,0.8761671489944468,"['SFFF', 'FFHF', 'HFFF', 'FHHG']"
1,94,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFFF', 'HHFG']"
1,22,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFFF', 'HFFF', 'HFHH', 'HFFG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FFHG']"
1,5,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'HFFG']"
1,60,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'FHFF', 'FHHG']"
1,53,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHH', 'HFFG']"
1,56,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,70,0,1.0,0.9674905716180701,"['SHFH', 'FHFH', 'FFFF', 'FFFG']"
1,3,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHFG']"
1,80,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,19,0,1.0,0.9165572373164391,"['SFFH', 'FFFF', 'FHFH', 'HFFG']"
1,23,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFH', 'HHFG']"
1,97,0,1.0,0.9559328248389055,"['SHHF', 'FHFH', 'FFHH', 'HFFG']"
1,27,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FFFF', 'HHHG']"
1,80,0,1.0,0.9762504936564125,"['SHHH', 'FFHF', 'FFFF', 'HHFG']"
1,79,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HHHF', 'HHHG']"
1,80,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,6,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'HHFG']"
1,18,0,1.0,0.8947894553945313,"['SFHF', 'HFFF', 'FFFF', 'FHHG']"
1,62,0,1.0,0.9388545698794984,"['SFFH', 'FHFF', 'HFFH', 'HHFG']"
1,32,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFFF', 'HHHG']"
1,97,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'HFFG']"
1,89,0,1.0,0.9559328248389055,"['SFHH', 'HFFH', 'FFFF', 'FFHG']"
1,34,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,25,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFHG']"
1,86,0,1.0,0.9588092525966956,"['SFFH', 'HFHF', 'HFHH', 'HFFG']"
1,80,0,1.0,0.9332298921513504,"['SHFH', 'FFHF', 'FFFH', 'HHFG']"
1,25,0,1.0,0.8451404054461714,"['SFFF', 'FHFH', 'HHFH', 'HFFG']"
1,92,0,1.0,0.8054737627981655,"['SHHH', 'FFFF', 'HHFH', 'HFFG']"
1,16,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFF', 'FFHG']"
1,53,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'FFHF', 'FFFG']"
1,58,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HFFH', 'HFFG']"
1,12,0,1.0,0.9056079456455165,"['SFHH', 'FFFF', 'HFFF', 'HFFG']"
1,49,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FFFF', 'FHFG']"
1,43,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FHHF', 'FFFG']"
1,24,0,0.0,0.0,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,98,0,1.0,0.9332298921513504,"['SFHF', 'HFHF', 'FFFF', 'FFHG']"
1,15,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FHFG']"
1,54,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'HFHF', 'FFHG']"
1,64,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'HFHF', 'FFFG']"
1,8,0,1.0,0.9416796087056153,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,63,0,1.0,0.9821344612135428,"['SFHH', 'FFHH', 'HFHF', 'FFFG']"
1,13,0,1.0,0.93603800616986,"['SFFF', 'HHHF', 'HHHF', 'HHHG']"
1,23,0,0.0,0.0,"['SFHF', 'FFHF', 'HFHF', 'HFFG']"
1,61,0,1.0,0.9332298921513504,"['SFFH', 'FFFF', 'FHHF', 'HFFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFHF', 'FHFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,70,0,1.0,0.8426049842298329,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFFH', 'HFHH', 'FFFG']"
1,64,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'FHHG']"
1,81,0,1.0,0.9388545698794984,"['SFFH', 'HHFF', 'HHHF', 'HHFG']"
1,78,0,1.0,0.9588092525966956,"['SHFF', 'FFHH', 'HFFH', 'HHFG']"
1,30,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HHHG']"
1,78,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FFHF', 'FFFG']"
1,87,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'FHHH', 'FFFG']"
1,47,0,1.0,0.8867604854519608,"['SFFH', 'HFFH', 'HFHF', 'HFFG']"
1,73,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFHH', 'HFFG']"
1,5,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HFFF', 'HFFG']"
1,69,0,1.0,0.8974819010978248,"['SFHF', 'HFFF', 'FHFF', 'HHHG']"
1,38,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'HHHG']"
1,76,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFHF', 'FFHG']"
1,23,0,1.0,0.8947894553945313,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHFG']"
1,13,0,1.0,0.7630697687590515,"['SHHF', 'FFFF', 'FHFF', 'FFFG']"
1,42,0,1.0,0.93603800616986,"['SHHH', 'FHFH', 'FFFF', 'HHFG']"
1,56,0,1.0,0.7516921927868743,"['SHFH', 'FHHH', 'FFHF', 'HFFG']"
1,22,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFHF', 'HFHG']"
1,99,0,1.0,0.9645880999032158,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,85,0,1.0,0.9276389118674717,"['SFFH', 'HHFF', 'HFHF', 'FFFG']"
1,100,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFHF', 'FFFG']"
1,91,0,1.0,0.9220814271464737,"['SFFH', 'HFFF', 'FHHF', 'FHFG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,61,0,1.0,0.8867604854519608,"['SFHF', 'FFHH', 'HFFF', 'FHHG']"
1,90,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'HFFF', 'FHHG']"
1,47,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,13,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,80,0,1.0,0.9193151828650342,"['SFFH', 'FHFF', 'HHHF', 'HFFG']"
1,75,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,17,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FFHH', 'FFFG']"
1,90,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFFF', 'HFHG']"
1,54,0,1.0,0.9276389118674717,"['SFFH', 'FFFF', 'FHHF', 'FFHG']"
1,7,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'FFHG']"
1,66,0,1.0,0.9445131481500655,"['SFFF', 'FHFH', 'HHFH', 'HFFG']"
1,81,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'FHFG']"
1,64,0,1.0,0.9332298921513504,"['SFFH', 'FHFF', 'FHFF', 'FFHG']"
1,7,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFH', 'FFFG']"
1,99,0,1.0,0.9791880578299021,"['SHFH', 'FHHF', 'FFFH', 'FFFG']"
1,38,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHHF', 'FFFG']"
1,29,0,1.0,0.93603800616986,"['SFFF', 'HFFH', 'HFFH', 'FHFG']"
1,2,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,87,0,1.0,0.9821344612135428,"['SFFH', 'FHHH', 'FHHH', 'FFFG']"
1,93,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'HFFG']"
1,99,0,1.0,0.9645880999032158,"['SHFF', 'FFFH', 'HFFH', 'HFFG']"
1,45,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'HHFF', 'FHHG']"
1,31,0,0.0,0.0,"['SFHF', 'FHHH', 'FHHH', 'FFFG']"
1,43,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'HFFH', 'FHFG']"
1,39,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'HFFF', 'HFFG']"
1,92,0,1.0,0.9502058312852957,"['SFHF', 'FFFF', 'HHHF', 'HFHG']"
1,100,0,1.0,0.9388545698794984,"['SHFH', 'FFHH', 'HFFF', 'HFHG']"
1,25,0,0.0,0.0,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,54,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,35,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'FHFG']"
1,6,0,0.0,0.0,"['SHFH', 'FHFF', 'FHFH', 'FFFG']"
1,66,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,57,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHF', 'HFFG']"
1,45,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'HHFF', 'FFFG']"
1,28,0,1.0,0.837556937769312,"['SHFH', 'FFFF', 'HHFF', 'FFFG']"
1,90,0,1.0,0.9733217421754432,"['SFHF', 'HFFH', 'HHFF', 'HFHG']"
1,70,0,1.0,0.9588092525966956,"['SHFH', 'FFFF', 'HHHF', 'FHFG']"
1,84,0,1.0,0.9193151828650342,"['SHHH', 'FHHF', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9704017769489168,"['SHFF', 'FFHF', 'FFFF', 'HFFG']"
1,36,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HHHF', 'HHHG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'HHHG']"
1,36,0,1.0,0.9530650263643888,"['SFHF', 'HFFH', 'HFFH', 'FHFG']"
1,28,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFF', 'HHFG']"
1,33,0,1.0,0.8709180316048211,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,41,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'FFHG']"
1,61,0,1.0,0.8103284404851119,"['SFHH', 'HFFH', 'HHFF', 'HHFG']"
1,20,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'HHFG']"
1,85,0,1.0,0.9220814271464737,"['SFHH', 'FFFF', 'FFHF', 'HFFG']"
1,7,0,0.0,0.0,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,95,0,1.0,0.9791880578299021,"['SHFH', 'FHFH', 'FFFH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFHH', 'FHHF', 'FFFG']"
1,23,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHH', 'HFFG']"
1,86,0,1.0,0.9704017769489168,"['SHFH', 'FHHH', 'FHHH', 'FFFG']"
1,38,0,1.0,0.9193151828650342,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,76,0,1.0,0.9056079456455165,"['SHFH', 'FFFF', 'HFHH', 'HFFG']"
1,68,0,1.0,0.7722956964947572,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,66,0,1.0,0.9674905716180701,"['SHFF', 'FHFH', 'FFFH', 'HFFG']"
1,26,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'HFHG']"
1,6,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHHG']"
1,83,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFFH', 'FHFG']"
1,38,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,45,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,13,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'FFHG']"
1,30,0,1.0,0.9416796087056153,"['SHHF', 'FHFF', 'FFHF', 'FFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'FHHG']"
1,10,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'HHHG']"
1,71,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FFFF', 'FHFG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FHFG']"
1,50,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HHHF', 'HHHG']"
1,19,0,1.0,0.8921050870283477,"['SFFH', 'HFFF', 'HHHF', 'FFHG']"
1,25,0,0.0,0.0,"['SFHF', 'FFHF', 'HFHF', 'FFFG']"
1,78,0,1.0,0.9704017769489168,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,53,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HFHG']"
1,100,0,1.0,0.9220814271464737,"['SFFH', 'HHFH', 'HHFH', 'HFFG']"
1,87,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'HFFG']"
1,15,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'HHFG']"
1,44,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHH', 'HFFG']"
1,19,0,1.0,0.8867604854519608,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,42,0,1.0,0.8078974551636565,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,52,0,1.0,0.9445131481500655,"['SFFH', 'FHFH', 'FFFH', 'HHFG']"
1,14,0,1.0,0.7449472384453084,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,88,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FFFF', 'FFFG']"
1,88,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,56,0,1.0,0.93603800616986,"['SFHH', 'HFHF', 'HFFF', 'HFFG']"
1,25,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'FFFG']"
1,92,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFF', 'FFFG']"
1,59,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,50,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'HFFF', 'FFHG']"
1,60,0,1.0,0.8761671489944468,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,32,0,1.0,0.8225935318117279,"['SFFF', 'HFFF', 'HFHH', 'HFFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,65,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,42,0,1.0,0.7653658663581259,"['SFHH', 'FFHF', 'HFHH', 'HFFG']"
1,73,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,43,0,1.0,0.9388545698794984,"['SHFH', 'FHFF', 'FFFH', 'FFFG']"
1,73,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'HFHF', 'HHFG']"
1,19,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,58,0,1.0,0.8103284404851119,"['SFFH', 'HHFF', 'FFHF', 'HHFG']"
1,77,0,1.0,0.9559328248389055,"['SHHF', 'FHFH', 'FFFF', 'HFFG']"
1,59,0,1.0,0.9674905716180701,"['SFHF', 'FHFH', 'FHHH', 'FFFG']"
1,28,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,51,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HFFF', 'HFHG']"
1,29,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,66,0,1.0,0.8735386475474635,"['SHHH', 'FFFH', 'HFFF', 'HFHG']"
1,72,0,1.0,0.9616943356035061,"['SHFH', 'FFHF', 'FHFH', 'FFFG']"
1,98,0,1.0,0.9001824484431542,"['SHFH', 'FHFH', 'FFHF', 'HFFG']"
1,86,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FHFH', 'HFFG']"
1,85,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,32,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,42,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FHHG']"
1,32,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHH', 'HFFG']"
1,56,0,1.0,0.8078974551636565,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,5,0,0.0,0.0,"['SFFH', 'HFFF', 'HHHF', 'HHFG']"
1,87,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FHHG']"
1,96,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFFH', 'FFFG']"
1,76,0,1.0,0.9193151828650342,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,30,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'FHHF', 'FHHG']"
1,62,0,1.0,0.9248559951318693,"['SHFH', 'FFHF', 'HFHF', 'HFFG']"
1,96,0,1.0,0.90289112180858,"['SHFH', 'FHHH', 'FFFF', 'FFHG']"
1,40,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FHFH', 'HFFG']"
1,58,0,1.0,0.8761671489944468,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,60,0,1.0,0.9674905716180701,"['SFHF', 'HFHH', 'FFHH', 'FFFG']"
1,35,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FFFF', 'FFFG']"
1,77,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'HFFF', 'FFHG']"
1,88,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HFFF', 'FHFG']"
1,36,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFHG']"
1,7,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'HHFG']"
1,84,0,1.0,0.9502058312852957,"['SFFH', 'FHFF', 'FHHF', 'HHHG']"
1,53,0,1.0,0.8735386475474635,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,84,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHFF', 'HFHG']"
1,53,0,1.0,0.8078974551636565,"['SFFH', 'HHFF', 'HHHF', 'HFHG']"
1,15,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'FHHG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFHF', 'FHFG']"
1,77,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'HHFG']"
1,51,0,1.0,0.9530650263643888,"['SHFH', 'FHFF', 'FFFF', 'HFFG']"
1,16,0,1.0,0.8788035596734672,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'FFHG']"
1,75,0,1.0,0.8400771692771434,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,76,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HHFF', 'FHFG']"
1,33,0,1.0,0.9473552137914398,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,80,0,1.0,0.9588092525966956,"['SFHF', 'FFHF', 'FFFH', 'HHFG']"
1,12,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,100,0,1.0,0.9616943356035061,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,7,0,1.0,0.9193151828650342,"['SFFF', 'HFFF', 'FHFF', 'HHHG']"
1,52,0,1.0,0.9821344612135428,"['SFHH', 'FHFF', 'FFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FHFG']"
1,86,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'FFHH', 'HFFG']"
1,31,0,1.0,0.9473552137914398,"['SFHH', 'FFHH', 'HFFH', 'FFFG']"
1,47,0,1.0,0.9502058312852957,"['SFFF', 'FHFH', 'FHFF', 'FHFG']"
1,63,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFH', 'FFFG']"
1,53,0,0.0,0.0,"['SFFH', 'HFHH', 'FFHF', 'HFFG']"
1,21,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHH', 'FFFG']"
1,34,0,1.0,0.9645880999032158,"['SFFH', 'FFFH', 'FHFF', 'FHFG']"
1,28,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'FHFG']"
1,90,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'HHFF', 'HHFG']"
1,57,0,1.0,0.9473552137914398,"['SHHF', 'FHFH', 'FHHH', 'FFFG']"
1,66,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FFFH', 'HFFG']"
1,55,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FHFH', 'HFFG']"
1,56,0,1.0,0.9733217421754432,"['SHHF', 'FFHF', 'FHFH', 'FFFG']"
1,84,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,98,0,1.0,0.9530650263643888,"['SFHH', 'HFFH', 'HFFF', 'HFHG']"
1,54,0,0.0,0.0,"['SHHF', 'FHFH', 'FFHH', 'HFFG']"
1,26,0,1.0,0.9588092525966956,"['SHHH', 'FFFF', 'FFFF', 'FHHG']"
1,13,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'HFFG']"
1,16,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,10,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'FFHG']"
1,100,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFHF', 'FFFG']"
1,26,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFH', 'FHFG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFF', 'HFFF', 'HHHG']"
1,39,0,1.0,0.9165572373164391,"['SFHH', 'HFHF', 'FFFH', 'HFFG']"
1,20,0,1.0,0.8921050870283477,"['SFFH', 'HHFF', 'FFFF', 'HFFG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FHFF', 'FFHG']"
1,55,0,1.0,0.8476834558136123,"['SFFH', 'FFHF', 'HFFF', 'FHHG']"
1,51,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FFFG']"
1,18,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'HFFF', 'FHFG']"
1,15,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,25,0,1.0,0.8867604854519608,"['SFHH', 'HFHH', 'FFHF', 'FFFG']"
1,68,0,1.0,0.9530650263643888,"['SFHH', 'HFFH', 'FFFF', 'FHFG']"
1,59,0,1.0,0.7722956964947572,"['SHHH', 'FHHF', 'FFHF', 'HFFG']"
1,39,0,1.0,0.9110661429076764,"['SHHH', 'FHHF', 'FHFH', 'FFFG']"
1,83,0,1.0,0.9416796087056153,"['SFFF', 'FHHF', 'FFFF', 'FHHG']"
1,57,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,76,0,1.0,0.9616943356035061,"['SHHF', 'FHHH', 'FHHH', 'FFFG']"
1,10,0,1.0,0.8176653739626438,"['SFFH', 'HFFH', 'FHFF', 'HHFG']"
1,23,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'FHFG']"
1,43,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,56,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'HHFG']"
1,12,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'HHFG']"
1,37,0,1.0,0.9138075656044898,"['SHFH', 'FHHF', 'FFHF', 'HFFG']"
1,36,0,1.0,0.9304302024748964,"['SHHH', 'FHHH', 'FFFH', 'HFFG']"
1,22,0,1.0,0.8709180316048211,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
