Temperature,Simulations,Return,Discounted Return,Map
1,3,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,27,0,1.0,0.9304302024748964,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,92,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,16,0,0.0,0.0,"['SHFF', 'FFFH', 'FFHF', 'HFFG']"
1,96,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'FHHG']"
1,27,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'FFFG']"
1,71,0,1.0,0.837556937769312,"['SFHH', 'FFFH', 'HHFF', 'HHFG']"
1,23,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,64,0,1.0,0.9530650263643888,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,63,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'HFFF', 'FHFG']"
1,26,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'FFHG']"
1,92,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFFF', 'FFHG']"
1,22,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'FHFG']"
1,93,0,1.0,0.9502058312852957,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,33,0,1.0,0.8894287717672626,"['SFFH', 'FFFF', 'HHHF', 'HHFG']"
1,18,0,1.0,0.857932408958235,"['SFFF', 'HHFH', 'HFFF', 'HFHG']"
1,6,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'FFFF', 'HHHG']"
1,99,0,1.0,0.9616943356035061,"['SHFF', 'FFHH', 'FFFF', 'HHHG']"
1,59,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFF', 'HHHG']"
1,10,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'HFFG']"
1,72,0,1.0,0.985089730404757,"['SFHH', 'HFHH', 'FFFH', 'FFFG']"
1,47,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,74,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'HFFF', 'HHFG']"
1,79,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'HHFF', 'HHHG']"
1,26,0,1.0,0.776950406379376,"['SFFH', 'HHFF', 'FHFH', 'FHFG']"
1,30,0,1.0,0.9559328248389055,"['SFFH', 'HHFH', 'FFFF', 'HHHG']"
1,31,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'HFFG']"
1,55,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'FFHF', 'FHHG']"
1,93,0,1.0,0.9502058312852957,"['SFFH', 'FFHH', 'FFHF', 'HFFG']"
1,96,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'HHHF', 'FHFG']"
1,44,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HFHF', 'HFHG']"
1,68,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'HFFF', 'HFFG']"
1,99,0,1.0,0.9559328248389055,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,33,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFH', 'HHFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'HHFG']"
1,6,0,0.0,0.0,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,94,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,63,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FHHF', 'FHHG']"
1,11,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,78,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHHF', 'FFHG']"
1,41,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFFF', 'FHFG']"
1,80,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,70,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FHHF', 'HFFG']"
1,72,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,47,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFH', 'HHFG']"
1,31,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'HHFG']"
1,6,0,1.0,0.93603800616986,"['SFFF', 'FHFF', 'HFFF', 'HHHG']"
1,61,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'HHFF', 'HHHG']"
1,1,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9616943356035061,"['SHHH', 'FHHH', 'FFFF', 'HFHG']"
1,21,0,1.0,0.8788035596734672,"['SFFH', 'HHFH', 'FHFF', 'HFHG']"
1,100,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,38,0,1.0,0.9445131481500655,"['SFHH', 'FFHH', 'HFFF', 'FFFG']"
1,63,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HFFF', 'HHHG']"
1,6,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,89,0,1.0,0.9588092525966956,"['SFHH', 'FFFH', 'FFHF', 'FFFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'FFFG']"
1,88,0,1.0,0.9791880578299021,"['SHFH', 'FHHF', 'FFFF', 'HFFG']"
1,96,0,1.0,0.9762504936564125,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,67,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,74,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'FFHF', 'HFHG']"
1,22,0,1.0,0.9332298921513504,"['SFFF', 'FFFF', 'FHHF', 'FFFG']"
1,4,0,0.0,0.0,"['SFHH', 'FHFF', 'FFHH', 'HFFG']"
1,40,0,1.0,0.9001824484431542,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,31,0,1.0,0.8683052775100066,"['SFFH', 'FFHH', 'HFFH', 'FFFG']"
1,27,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'HHFG']"
1,33,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFHF', 'FFHG']"
1,97,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'HFFG']"
1,31,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HHFF', 'FHHG']"
1,30,0,1.0,0.9388545698794984,"['SFFF', 'FFFF', 'FHFH', 'FHFG']"
1,67,0,1.0,0.9165572373164391,"['SFHF', 'FFHF', 'HFFF', 'FFHG']"
1,72,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'FFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'FHHG']"
1,68,0,1.0,0.9332298921513504,"['SHHF', 'FFHH', 'HFFF', 'FFFG']"
1,81,0,1.0,0.9473552137914398,"['SHHH', 'FFHF', 'FFFF', 'FFHG']"
1,74,0,1.0,0.9733217421754432,"['SHFF', 'FHFF', 'FFFH', 'HFFG']"
1,11,0,1.0,0.8761671489944468,"['SFHF', 'HFFF', 'HFFF', 'HHHG']"
1,51,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'FFFG']"
1,85,0,1.0,0.9248559951318693,"['SFFF', 'FHHH', 'FFFF', 'FHHG']"
1,57,0,1.0,0.9645880999032158,"['SFHH', 'HFHF', 'FFHH', 'HFFG']"
1,36,0,1.0,0.9193151828650342,"['SFFF', 'FHFH', 'FFHF', 'FFFG']"
1,71,0,1.0,0.8814479033836181,"['SFHF', 'FHFH', 'FFFF', 'HHHG']"
1,81,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FHHF', 'HFFG']"
1,34,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'HFFF', 'FFFG']"
1,72,0,1.0,0.9416796087056153,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,38,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FFFH', 'HHFG']"
1,36,0,1.0,0.8894287717672626,"['SHFH', 'FFFH', 'HFFF', 'FFHG']"
1,36,0,1.0,0.9332298921513504,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,76,0,1.0,0.776950406379376,"['SHFF', 'FFHH', 'HFHH', 'HFFG']"
1,60,0,1.0,0.9502058312852957,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'FHHG']"
1,53,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'HFHF', 'HFHG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'FFHG']"
1,21,0,1.0,0.7562227231210928,"['SFFH', 'HFFF', 'FHHF', 'FHFG']"
1,89,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'HHHF', 'HHHG']"
1,36,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'FFFF', 'FFFG']"
1,27,0,1.0,0.9304302024748964,"['SFFF', 'FHFH', 'HHFF', 'HHFG']"
1,85,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,22,0,1.0,0.9416796087056153,"['SFHH', 'HFFF', 'FHFF', 'HHHG']"
1,81,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,28,0,1.0,0.8735386475474635,"['SFFH', 'HFFH', 'FHFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFFH', 'HFFH', 'FFFF', 'FHFG']"
1,25,0,1.0,0.9138075656044898,"['SFFF', 'HFHH', 'HFFH', 'FFFG']"
1,25,0,1.0,0.8867604854519608,"['SFHH', 'FFHF', 'HFFF', 'HHFG']"
1,61,0,1.0,0.9791880578299021,"['SHFH', 'FHFH', 'FFHF', 'FFFG']"
1,96,0,1.0,0.985089730404757,"['SHHH', 'FHFF', 'FFFF', 'FFFG']"
1,13,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
1,84,0,1.0,0.9821344612135428,"['SHHF', 'FHHF', 'FFHH', 'FFFG']"
1,23,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFF', 'HHHG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'HFFG']"
1,52,0,0.0,0.0,"['SHFH', 'FHHH', 'FFHH', 'HFFG']"
1,80,0,1.0,0.985089730404757,"['SHFH', 'FHFF', 'FFHH', 'FFFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFHF', 'HFHH', 'FFFG']"
1,77,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'HFFF', 'FFFG']"
1,75,0,1.0,0.9276389118674717,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,75,0,1.0,0.9791880578299021,"['SHHF', 'FHHH', 'FFFF', 'FFFG']"
1,79,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'HFFF', 'HHFG']"
1,7,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SFHF', 'FHFH', 'FHFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFF', 'HFFG']"
1,28,0,1.0,0.8735386475474635,"['SFHF', 'HFFF', 'HFFH', 'FHFG']"
1,54,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFH', 'HHFG']"
1,63,0,1.0,0.9559328248389055,"['SFFF', 'FHFH', 'HFFF', 'FHFG']"
1,45,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,21,0,1.0,0.835044266956004,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,68,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'HHFG']"
1,40,0,0.0,0.0,"['SHFH', 'FHFF', 'FFHF', 'HFFG']"
1,96,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HHHF', 'HFHG']"
1,52,0,1.0,0.9473552137914398,"['SFHF', 'FHFH', 'FHFF', 'FFFG']"
1,91,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHFG']"
1,69,0,1.0,0.90289112180858,"['SHFF', 'FFFF', 'FHHF', 'HHHG']"
1,7,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFH', 'HFFG']"
1,25,0,1.0,0.9416796087056153,"['SFFH', 'HFFF', 'HFFF', 'HFFG']"
1,24,0,1.0,0.7584982177744161,"['SFFH', 'HHFH', 'HHFH', 'HHFG']"
1,33,0,1.0,0.9165572373164391,"['SHHH', 'FHFF', 'FFHF', 'FFFG']"
1,90,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'FHHH', 'FFFG']"
1,56,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FHFF', 'FFHG']"
1,15,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'FHFF', 'FHFG']"
1,34,0,1.0,0.8867604854519608,"['SFFH', 'FHHH', 'FHFF', 'FFFG']"
1,93,0,1.0,0.8426049842298329,"['SFFF', 'FHHH', 'FFFH', 'HHFG']"
1,18,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,91,0,1.0,0.9588092525966956,"['SFFH', 'FFHH', 'HFHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFF', 'FFHG']"
1,50,0,1.0,0.93603800616986,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,16,0,1.0,0.9530650263643888,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,57,0,1.0,0.9056079456455165,"['SFFH', 'HFHH', 'HFFH', 'HHFG']"
1,39,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHH', 'HFFG']"
1,55,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,93,0,1.0,0.7562227231210928,"['SFHF', 'FFHH', 'HFFF', 'HHHG']"
1,94,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'HHHF', 'HHFG']"
1,10,0,0.0,0.0,"['SHHH', 'FHHF', 'FHHH', 'FFFG']"
1,90,0,1.0,0.9304302024748964,"['SHFF', 'FFFF', 'HHHF', 'FHHG']"
1,53,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'HFFH', 'HFFG']"
1,43,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,62,0,1.0,0.9588092525966956,"['SHHF', 'FFFF', 'FHFF', 'HFHG']"
1,44,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FHHG']"
1,36,0,1.0,0.860513950810667,"['SHFH', 'FFHH', 'HFFF', 'HFFG']"
1,80,0,1.0,0.8451404054461714,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,96,0,1.0,0.9821344612135428,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,41,0,1.0,0.884100203995605,"['SFHH', 'HFHH', 'HFFF', 'FFFG']"
1,34,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'FHHF', 'FFFG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FHFG']"
1,78,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'FFFF', 'FFFG']"
1,74,0,1.0,0.860513950810667,"['SFFF', 'HFFF', 'HFHH', 'HFFG']"
1,85,0,1.0,0.9416796087056153,"['SFFF', 'HFHH', 'FFHF', 'FFFG']"
1,73,0,1.0,0.8426049842298329,"['SHHH', 'FFFF', 'FHHF', 'HFFG']"
1,52,0,1.0,0.93603800616986,"['SHHF', 'FFHF', 'FFHF', 'HFFG']"
1,11,0,0.0,0.0,"['SHHF', 'FHFF', 'FHFH', 'FFFG']"
1,58,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFHF', 'HHFG']"
1,20,0,1.0,0.9138075656044898,"['SHFF', 'FFHH', 'FFFH', 'FFFG']"
1,66,0,1.0,0.93603800616986,"['SFFH', 'HHFF', 'FFFF', 'FHHG']"
1,90,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FFHF', 'FFFG']"
1,79,0,1.0,0.9193151828650342,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,53,0,1.0,0.9220814271464737,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,23,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFFH', 'HFFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFHF', 'FHHH', 'FFFG']"
1,40,0,0.0,0.0,"['SFFH', 'HFFH', 'FFFH', 'HHFG']"
1,72,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HHHG']"
1,23,0,0.0,0.0,"['SHFH', 'FFHF', 'FHFH', 'FFFG']"
1,55,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HFHF', 'HFFG']"
1,3,0,0.0,0.0,"['SHFH', 'FHFF', 'FHHF', 'FFFG']"
1,71,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'HHFH', 'HHFG']"
1,7,0,1.0,0.9473552137914398,"['SFFF', 'FFFH', 'FFFH', 'FFFG']"
1,9,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,72,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,58,0,1.0,0.8867604854519608,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,79,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HHFG']"
1,8,0,1.0,0.9083329444789534,"['SFFF', 'FHFF', 'HHHF', 'FFHG']"
1,84,0,1.0,0.9645880999032158,"['SHFF', 'FFFF', 'HHFF', 'HFHG']"
1,24,0,1.0,0.9304302024748964,"['SHHH', 'FFFF', 'HFFF', 'HHFG']"
1,46,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FHHF', 'HFHG']"
1,9,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFH', 'FHFG']"
1,88,0,1.0,0.9220814271464737,"['SFHF', 'HFFH', 'FHFF', 'FFFG']"
1,69,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHHF', 'FHFG']"
1,32,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,87,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HFFF', 'HFFG']"
1,28,0,1.0,0.985089730404757,"['SFHH', 'FHFH', 'FFFH', 'FFFG']"
1,91,0,1.0,0.9416796087056153,"['SHHF', 'FHHF', 'FHHF', 'FFFG']"
1,62,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HFHF', 'FHHG']"
1,96,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FFHF', 'HFHG']"
1,91,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,49,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'FHFF', 'FFFG']"
1,79,0,1.0,0.9416796087056153,"['SFFF', 'FHHF', 'FHFF', 'FFFG']"
1,29,0,0.0,0.0,"['SFFF', 'HFHF', 'FFFH', 'HFFG']"
1,38,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FHFG']"
1,54,0,1.0,0.9530650263643888,"['SFHF', 'HFFF', 'FHHF', 'FFFG']"
1,99,0,1.0,0.985089730404757,"['SHHF', 'FHHF', 'FFHH', 'FFFG']"
1,76,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'FFHF', 'FFFG']"
1,74,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'FHFF', 'FHHG']"
1,48,0,1.0,0.9332298921513504,"['SHFH', 'FFFH', 'FHFF', 'HHFG']"
1,45,0,1.0,0.8894287717672626,"['SHFF', 'FFFH', 'HHFF', 'HFFG']"
1,12,0,1.0,0.78398512608332,"['SFFH', 'HFFF', 'HHHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHH', 'HFFG']"
1,73,0,1.0,0.9388545698794984,"['SHHH', 'FHFH', 'FFFF', 'FHFG']"
1,60,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'FFFF', 'FFFG']"
1,37,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HFFG']"
1,39,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'FFFH', 'HFFG']"
1,99,0,1.0,0.9445131481500655,"['SFHH', 'HFHF', 'HFHH', 'FFFG']"
1,75,0,1.0,0.9502058312852957,"['SFHH', 'FFFH', 'HFHF', 'FFFG']"
1,68,0,1.0,0.8657003616774767,"['SFHF', 'HFFF', 'FHFH', 'FFFG']"
1,89,0,1.0,0.9704017769489168,"['SHFH', 'FHHH', 'FFFF', 'FHFG']"
1,10,0,1.0,0.8788035596734672,"['SFHH', 'FFFF', 'FFHH', 'FFFG']"
1,63,0,1.0,0.884100203995605,"['SFHF', 'FHFH', 'FFFF', 'FHFG']"
1,36,0,1.0,0.9762504936564125,"['SHHH', 'FHHH', 'FFFH', 'FFFG']"
1,42,0,1.0,0.9473552137914398,"['SHFF', 'FHHF', 'FHHF', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,43,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HHFF', 'FFFG']"
1,80,0,1.0,0.8275513922024125,"['SFHF', 'HFFF', 'HHFH', 'FHFG']"
1,60,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FFFH', 'HFFG']"
1,97,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FHFG']"
1,36,0,1.0,0.9304302024748964,"['SFFF', 'HHFF', 'FFFH', 'HFFG']"
1,70,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'FFHG']"
1,39,0,1.0,0.8947894553945313,"['SFFH', 'HFHF', 'FFFF', 'FHFG']"
1,30,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'FHHG']"
1,16,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFH', 'FFFG']"
1,69,0,1.0,0.9559328248389055,"['SHHH', 'FHFH', 'FHFF', 'FFFG']"
1,99,0,1.0,0.8502341582884777,"['SFHH', 'HFFF', 'HHHF', 'HHFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHHG']"
1,84,0,1.0,0.9821344612135428,"['SHFF', 'FHHF', 'FFFF', 'FFHG']"
1,39,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'FFFG']"
1,9,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HFFG']"
1,83,0,1.0,0.9445131481500655,"['SFHH', 'FFFF', 'HFHF', 'HFHG']"
1,24,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HFFF', 'FFFG']"
1,37,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FFHF', 'HHFG']"
1,27,0,1.0,0.9645880999032158,"['SHHH', 'FFHF', 'FHFH', 'FFFG']"
1,74,0,1.0,0.9762504936564125,"['SFFH', 'HHFH', 'HHFF', 'FHHG']"
1,37,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'HHFG']"
1,28,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,7,0,1.0,0.8176653739626438,"['SFHF', 'HFFF', 'FHFF', 'HHFG']"
1,63,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'FFFG']"
1,42,0,1.0,0.8451404054461714,"['SHHF', 'FFFF', 'HFHF', 'HFHG']"
1,19,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'FFHG']"
1,59,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FHHF', 'FHFG']"
1,55,0,1.0,0.9083329444789534,"['SFFH', 'FHFF', 'FHFF', 'FHHG']"
1,75,0,1.0,0.9733217421754432,"['SFFH', 'HFHF', 'FFFH', 'HFFG']"
1,18,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFH', 'FHFG']"
1,88,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FHFF', 'FHHG']"
1,81,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,41,0,1.0,0.8426049842298329,"['SFHF', 'FFFF', 'FFHH', 'HFFG']"
1,56,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'HFFF', 'HFHG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHFF', 'FHHG']"
1,25,0,1.0,0.93603800616986,"['SFFF', 'HHFH', 'HFFF', 'FFHG']"
1,77,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,5,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'HHHG']"
1,63,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'FHFF', 'FHFG']"
1,63,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHFF', 'FHHG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'FHHG']"
1,92,0,1.0,0.9616943356035061,"['SFHF', 'HFFH', 'HFFF', 'FHHG']"
1,55,0,1.0,0.9616943356035061,"['SFHH', 'FFHH', 'FFFH', 'FFFG']"
1,31,0,1.0,0.8974819010978248,"['SFHH', 'FHFH', 'FFHF', 'FFFG']"
1,71,0,0.0,0.0,"['SFHF', 'HFFH', 'HFHF', 'HFFG']"
1,64,0,1.0,0.9110661429076764,"['SFFH', 'FHFF', 'HFHF', 'FFHG']"
1,7,0,1.0,0.8225935318117279,"['SFFF', 'HFHF', 'HFHF', 'FHFG']"
1,4,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'FHFF', 'HHFG']"
1,64,0,1.0,0.9473552137914398,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,91,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFF', 'HHHG']"
1,48,0,1.0,0.8275513922024125,"['SFFH', 'FFFH', 'FHFF', 'HHHG']"
1,26,0,1.0,0.8300415167526705,"['SFHF', 'FFHH', 'HFFF', 'FFFG']"
1,12,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'HFHG']"
1,60,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHHG']"
1,35,0,1.0,0.8709180316048211,"['SFHH', 'HFFH', 'FHFF', 'HHFG']"
1,58,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'FHFF', 'HHHG']"
1,43,0,1.0,0.90289112180858,"['SHFF', 'FFFH', 'HHFF', 'FHFG']"
1,80,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FHHG']"
1,15,0,1.0,0.8476834558136123,"['SFFF', 'FFHH', 'FFFF', 'HFFG']"
1,9,0,1.0,0.7958514863018556,"['SHFF', 'FFHH', 'FFHH', 'FFFG']"
1,54,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,77,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'HHFG']"
1,40,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'FHFF', 'FFFG']"
