Temperature,Simulations,Return,Discounted Return,Map
1,22,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HHFG']"
1,26,0,1.0,0.9674905716180701,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,22,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HHHG']"
1,46,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'HFFF', 'FFFG']"
1,78,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHFF', 'HFHG']"
1,55,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFHF', 'FFFG']"
1,56,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,83,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHHF', 'FHFG']"
1,30,0,1.0,0.9416796087056153,"['SFFH', 'HFHF', 'FFHH', 'HFFG']"
1,88,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'HHFG']"
1,78,0,1.0,0.9304302024748964,"['SFHF', 'HFFF', 'FHHF', 'HHHG']"
1,23,0,1.0,0.9388545698794984,"['SFFF', 'FHHF', 'FFHF', 'HFHG']"
1,38,0,1.0,0.9704017769489168,"['SFFH', 'FFHH', 'HFFF', 'HFFG']"
1,84,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,14,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'HFFG']"
1,7,0,0.0,0.0,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,37,0,1.0,0.9304302024748964,"['SFFH', 'FFHH', 'FHFF', 'FFFG']"
1,51,0,1.0,0.9220814271464737,"['SFFH', 'FHHF', 'FFFF', 'HFFG']"
1,20,0,1.0,0.8788035596734672,"['SFFF', 'FFHH', 'HFFH', 'FFFG']"
1,22,0,1.0,0.9388545698794984,"['SFHH', 'FFFF', 'HHFF', 'FHFG']"
1,99,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HFFG']"
1,25,0,1.0,0.9645880999032158,"['SHFF', 'FHFF', 'FFFF', 'FHFG']"
1,12,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFH', 'HFFG']"
1,58,0,1.0,0.9193151828650342,"['SFFF', 'HHFH', 'HFFH', 'HHFG']"
1,77,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'FFFG']"
1,91,0,1.0,0.9530650263643888,"['SHFH', 'FFFF', 'FFHF', 'HFHG']"
1,97,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFH', 'HFFG']"
1,100,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FFHF', 'HFFG']"
1,43,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'FFFH', 'FFFG']"
1,45,0,1.0,0.9193151828650342,"['SFHH', 'HFHH', 'FFFF', 'HFHG']"
1,48,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FHFF', 'FFFG']"
1,81,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,48,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HHHG']"
1,44,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,17,0,1.0,0.9248559951318693,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,27,0,1.0,0.8735386475474635,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,30,0,1.0,0.8325391341551359,"['SFFH', 'FHFF', 'HFFH', 'FHFG']"
1,67,0,1.0,0.9762504936564125,"['SHHH', 'FHFF', 'FHHH', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FFFF', 'FFFG']"
1,55,0,1.0,0.9502058312852957,"['SFHH', 'HFHF', 'FFFH', 'HFFG']"
1,87,0,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FFHH', 'FFFG']"
1,5,0,1.0,0.9416796087056153,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,10,0,1.0,0.9704017769489168,"['SHFF', 'FHFF', 'FFFF', 'HFFG']"
1,62,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,77,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFF', 'HHHG']"
1,87,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HHHF', 'HHHG']"
1,83,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFH', 'HHFG']"
1,53,0,1.0,0.93603800616986,"['SFHF', 'FHFF', 'FHHH', 'FFFG']"
1,73,0,1.0,0.9388545698794984,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,45,0,1.0,0.837556937769312,"['SFFH', 'FFFH', 'HFHH', 'FFFG']"
1,49,0,1.0,0.8127667407072335,"['SFHH', 'FHFH', 'FFFH', 'FHFG']"
1,9,0,0.0,0.0,"['SFFH', 'FFFF', 'FHFF', 'HFHG']"
1,88,0,1.0,0.985089730404757,"['SFFF', 'FHHH', 'FFFF', 'FHFG']"
1,96,0,1.0,0.9530650263643888,"['SHHH', 'FFHH', 'FHHH', 'FFFG']"
1,93,0,1.0,0.8921050870283477,"['SFHH', 'HFFH', 'FHFF', 'HFHG']"
1,40,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFFG']"
1,41,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'HFFH', 'FFFG']"
1,43,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'FFFH', 'HFFG']"
1,61,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'HFFG']"
1,40,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFHF', 'FHFH', 'FHHH', 'FFFG']"
1,23,0,1.0,0.9388545698794984,"['SHHH', 'FFFF', 'FHHH', 'FFFG']"
1,59,0,1.0,0.9193151828650342,"['SFFF', 'FFFH', 'FHFH', 'HFFG']"
1,62,0,1.0,0.9248559951318693,"['SFFH', 'HFHF', 'FFHH', 'HFFG']"
1,53,0,1.0,0.9056079456455165,"['SFFH', 'HHFF', 'HHFH', 'HHFG']"
1,75,0,1.0,0.93603800616986,"['SFFH', 'FHFF', 'FFHF', 'FHHG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHH', 'FFFG']"
1,44,0,1.0,0.93603800616986,"['SFFF', 'FHFH', 'FFFH', 'HHFG']"
1,14,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFH', 'FFFG']"
1,2,0,1.0,0.9165572373164391,"['SFFF', 'FFHF', 'HFFF', 'HFFG']"
1,55,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FHFF', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,46,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FFFH', 'HFFG']"
1,15,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'HFFG']"
1,30,0,1.0,0.884100203995605,"['SFFF', 'HHFH', 'HFFF', 'HHHG']"
1,14,0,1.0,0.7910835400474212,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,26,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'HFHG']"
1,95,0,1.0,0.9332298921513504,"['SFFF', 'HHFH', 'HHFF', 'FFHG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'FHHG']"
1,56,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHHF', 'HHHG']"
1,60,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,51,0,1.0,0.8894287717672626,"['SFFF', 'FFHF', 'HFHH', 'HFFG']"
1,84,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FFFF', 'FHHG']"
1,96,0,1.0,0.9791880578299021,"['SFHF', 'FHHF', 'FFFH', 'FFFG']"
1,26,0,0.0,0.0,"['SHHF', 'FFHH', 'FHFH', 'FFFG']"
1,81,0,1.0,0.7607805594527743,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,29,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'FFFF', 'HFFG']"
1,32,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FFHF', 'FHFG']"
1,99,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFH', 'HFFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,34,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FHFF', 'FFHG']"
1,62,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,49,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFHG']"
1,96,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'HFHF', 'FFFG']"
1,87,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFF', 'HHHG']"
1,54,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FHFF', 'FHFG']"
1,65,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FHFG']"
1,57,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FFFF', 'FFFG']"
1,43,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HFHF', 'FHHG']"
1,95,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FFFF', 'HHFG']"
1,27,0,1.0,0.747188804859888,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,29,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HHHF', 'FFHG']"
1,88,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,34,0,1.0,0.8451404054461714,"['SFHH', 'FHFH', 'FHFH', 'FFFG']"
1,70,0,1.0,0.9674905716180701,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,2,0,1.0,0.79346393184295,"['SFFF', 'FFFF', 'HFHF', 'HHFG']"
1,7,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFF', 'HFFG']"
1,21,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HFHG']"
1,68,0,1.0,0.9473552137914398,"['SFFF', 'FFFF', 'HFFF', 'FHHG']"
1,33,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHHF', 'HFFG']"
1,98,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FHFF', 'FFFG']"
1,96,0,1.0,0.8250687380258053,"['SFFF', 'HFHH', 'FFFH', 'HHFG']"
1,64,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHHF', 'HFFG']"
1,86,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,47,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'HFHG']"
1,63,0,1.0,0.9674905716180701,"['SHHH', 'FHHH', 'FFFH', 'FFFG']"
1,24,0,1.0,0.8426049842298329,"['SFFH', 'FFFF', 'FHHF', 'HFFG']"
1,58,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HFFF', 'HHFG']"
1,32,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HHHG']"
1,43,0,1.0,0.93603800616986,"['SFFH', 'HHFF', 'FHFF', 'FFHG']"
1,1,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFH', 'FHFG']"
1,29,0,1.0,0.9332298921513504,"['SFHH', 'FFFF', 'HFHF', 'HFFG']"
1,26,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'FFFF', 'FHFG']"
1,57,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFH', 'HHFG']"
1,74,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'FFFF', 'FFHG']"
1,71,0,1.0,0.9530650263643888,"['SHFF', 'FHFH', 'FHFF', 'FFFG']"
1,24,0,1.0,0.9733217421754432,"['SHFH', 'FFHH', 'FFFF', 'HFFG']"
1,75,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HFHG']"
1,96,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FHFF', 'FHFG']"
1,11,0,1.0,0.93603800616986,"['SHFF', 'FFHF', 'FFHH', 'FFFG']"
1,27,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'FHFF', 'FFFG']"
1,4,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFH', 'HHFG']"
1,15,0,0.0,0.0,"['SFFH', 'HHFF', 'FHFH', 'HFFG']"
1,13,0,1.0,0.803057341509771,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FHHG']"
1,93,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FHHF', 'HFFG']"
1,29,0,1.0,0.9674905716180701,"['SFHH', 'HFHF', 'HFFF', 'FHFG']"
1,7,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'FHHG']"
1,22,0,1.0,0.9416796087056153,"['SHFH', 'FFFF', 'FFFF', 'FHFG']"
1,100,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,16,0,0.0,0.0,"['SFFF', 'HHFH', 'HFFH', 'HFFG']"
1,74,0,1.0,0.9416796087056153,"['SFFH', 'FHFF', 'FHFH', 'FFFG']"
1,4,0,0.0,0.0,"['SHHH', 'FHFH', 'FHFF', 'FFFG']"
1,81,0,1.0,0.93603800616986,"['SFFF', 'FHFH', 'FFFF', 'HFHG']"
1,69,0,1.0,0.9248559951318693,"['SFHF', 'FFFF', 'HFHF', 'FHFG']"
1,31,0,1.0,0.78398512608332,"['SFHH', 'HFFH', 'FFHF', 'HFFG']"
1,71,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'FFFG']"
1,16,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HFFG']"
1,25,0,0.0,0.0,"['SHHF', 'FHHH', 'FHFH', 'FFFG']"
1,66,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'FHHG']"
1,54,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HHFH', 'HFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,44,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'FFFH', 'FHFG']"
1,57,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFHF', 'FHFG']"
1,15,0,0.0,0.0,"['SFHF', 'FHFH', 'FHHH', 'FFFG']"
1,65,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HHFF', 'FHFG']"
1,14,0,1.0,0.9083329444789534,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,72,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'FFFG']"
1,60,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HFFF', 'HHHG']"
1,77,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHHF', 'HFHG']"
1,72,0,1.0,0.9733217421754432,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,77,0,1.0,0.8761671489944468,"['SFFH', 'HHFF', 'FFFH', 'HHFG']"
1,67,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'HHFF', 'FHFG']"
1,91,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FHFF', 'HFFG']"
1,17,0,0.0,0.0,"['SFFH', 'FHFH', 'FFFF', 'FHHG']"
1,53,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHHG']"
1,33,0,0.0,0.0,"['SFHH', 'HFHH', 'FFHF', 'HFFG']"
1,15,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FFHF', 'FHFG']"
1,82,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FHFF', 'HHHG']"
1,15,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHH', 'HFFG']"
1,72,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHFG']"
1,15,0,1.0,0.9616943356035061,"['SHFH', 'FFFF', 'FFFF', 'FFFG']"
1,25,0,1.0,0.8921050870283477,"['SFHF', 'HFFF', 'HFHF', 'HFFG']"
1,38,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'HHFF', 'FFFG']"
1,79,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'FHHF', 'HHHG']"
1,44,0,1.0,0.90289112180858,"['SFHF', 'HFFF', 'FFHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFFH', 'HHFF', 'HFHF', 'HFHG']"
1,40,0,1.0,0.9530650263643888,"['SFHF', 'HFFH', 'HFFF', 'FHFG']"
1,81,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HHFF', 'HFFG']"
1,66,0,1.0,0.9559328248389055,"['SFHH', 'FFHF', 'HFFH', 'FFFG']"
1,18,0,1.0,0.8006481694852418,"['SFHH', 'FHFH', 'FFFH', 'HFFG']"
1,41,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FHHF', 'FFHG']"
1,56,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'FHFG']"
1,64,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HFHG']"
1,90,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'HHFF', 'FHHG']"
1,6,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'FHFG']"
1,79,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FFFF', 'HFHG']"
1,47,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,6,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFFF', 'FFFG']"
1,27,0,1.0,0.9220814271464737,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,42,0,1.0,0.9674905716180701,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,26,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'FHFF', 'FHFG']"
1,27,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHH', 'FFFG']"
1,82,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HHHF', 'FFFG']"
1,93,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFHF', 'FHHG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'HFHG']"
1,68,0,1.0,0.8974819010978248,"['SHFF', 'FHHF', 'FFFH', 'FHFG']"
1,2,0,1.0,0.8761671489944468,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFH', 'FHFG']"
1,46,0,0.0,0.0,"['SHFF', 'FFHH', 'FHFF', 'FFFG']"
1,77,0,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'FFFF', 'HHFG']"
1,87,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,56,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FFFF', 'FHFG']"
1,50,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FFFF', 'FFFG']"
1,49,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'HFFG']"
1,8,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'HFFG']"
1,53,0,1.0,0.90289112180858,"['SFFH', 'FFHF', 'HFFH', 'HFFG']"
1,68,0,1.0,0.9821344612135428,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,35,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'FHFG']"
1,57,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HFHG']"
1,50,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,7,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'FFFG']"
1,22,0,0.0,0.0,"['SFHF', 'HFHH', 'FFHH', 'FFFG']"
1,15,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,36,0,1.0,0.9733217421754432,"['SHFH', 'FFFH', 'FFHF', 'FFFG']"
1,26,0,1.0,0.8814479033836181,"['SFHH', 'FFFH', 'FHFF', 'FFHG']"
1,61,0,1.0,0.9645880999032158,"['SHFF', 'FHHF', 'FHHF', 'FFFG']"
1,36,0,1.0,0.9733217421754432,"['SFFH', 'FFHF', 'FHHF', 'FFFG']"
1,58,0,1.0,0.8127667407072335,"['SHHH', 'FFFH', 'HFHH', 'HFFG']"
1,56,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'FHFG']"
1,32,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'FHFF', 'HFFG']"
1,98,0,1.0,0.9674905716180701,"['SFHH', 'FFHF', 'FHHF', 'FFFG']"
1,79,0,1.0,0.9733217421754432,"['SFHH', 'FHFF', 'FFFF', 'HFFG']"
1,63,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'HFHF', 'FFFG']"
1,9,0,0.0,0.0,"['SFFF', 'HFFH', 'HFHH', 'HFFG']"
1,83,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'HFHG']"
1,6,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'FHFG']"
1,52,0,1.0,0.8683052775100066,"['SHFH', 'FFHF', 'HFHF', 'FFFG']"
1,19,0,1.0,0.9056079456455165,"['SFFH', 'FHFH', 'FHFF', 'HFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HHFF', 'HHHG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHH', 'FFFG']"
1,36,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,21,0,1.0,0.857932408958235,"['SFFF', 'HHFH', 'HHFF', 'HHHG']"
1,9,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHHG']"
1,23,0,1.0,0.9138075656044898,"['SHHF', 'FFFF', 'FHFF', 'FHFG']"
1,94,0,1.0,0.985089730404757,"['SFFH', 'HHFH', 'FFFF', 'FFFG']"
1,37,0,1.0,0.9821344612135428,"['SHFH', 'FHHH', 'FFFF', 'FFFG']"
1,51,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,29,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,30,0,1.0,0.9502058312852957,"['SFFH', 'HFHF', 'FFFF', 'HFHG']"
1,85,0,1.0,0.9733217421754432,"['SHFH', 'FFHH', 'FHHH', 'FFFG']"
1,57,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'FFFF', 'HHHG']"
1,69,0,1.0,0.9821344612135428,"['SHHF', 'FFHF', 'FFFH', 'HFFG']"
1,53,0,1.0,0.9248559951318693,"['SFFF', 'HHFH', 'FFFF', 'HHFG']"
1,16,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,38,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HFHF', 'HHHG']"
1,17,0,1.0,0.9445131481500655,"['SFFF', 'HHFF', 'FHFF', 'FFHG']"
1,23,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFH', 'HHFG']"
1,73,0,1.0,0.8451404054461714,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'FFHG']"
1,18,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFF', 'HHHG']"
1,37,0,1.0,0.7630697687590515,"['SHHH', 'FFFF', 'HHFF', 'HHFG']"
1,52,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'FHFG']"
1,42,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HFFF', 'FHHG']"
1,45,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHHF', 'HHFG']"
1,22,0,1.0,0.9001824484431542,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,7,0,0.0,0.0,"['SFFF', 'FHHF', 'FHHF', 'HHHG']"
1,78,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FHHG']"
1,55,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHFG']"
1,51,0,1.0,0.9276389118674717,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,18,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'FHFG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFFF', 'HFFG']"
1,45,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFFH', 'FFFG']"
1,9,0,1.0,0.9165572373164391,"['SFHH', 'FFFF', 'FFFH', 'HFFG']"
1,85,0,1.0,0.8502341582884777,"['SHHF', 'FFFH', 'HHFH', 'HFFG']"
1,50,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'FFHF', 'FFFG']"
1,9,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'HHHG']"
1,53,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FFFF', 'HFHG']"
1,90,0,1.0,0.9762504936564125,"['SFHF', 'FHFF', 'FFFF', 'FHFG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFF', 'FFFG']"
1,80,0,1.0,0.9165572373164391,"['SFFF', 'HHFH', 'FHFH', 'HFFG']"
1,99,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'HFFF', 'FHFG']"
1,43,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,52,0,1.0,0.8814479033836181,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,31,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HFFG']"
1,28,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFFH', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFHF', 'HHHG']"
1,15,0,1.0,0.9473552137914398,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,14,0,0.0,0.0,"['SHFH', 'FHFF', 'FFHF', 'HFFG']"
1,70,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'HFHG']"
1,37,0,1.0,0.9276389118674717,"['SFFF', 'HHFF', 'FFFH', 'HFFG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'HHHG']"
1,68,0,1.0,0.8631032605924442,"['SFHF', 'HFFF', 'HFHF', 'FFHG']"
1,76,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,60,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,51,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FFHF', 'FFFG']"
1,86,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FFFF', 'HHFG']"
1,82,0,1.0,0.9138075656044898,"['SFHF', 'FHFH', 'FFHH', 'HFFG']"
