Temperature,Simulations,Return,Discounted Return,Map
1,81,0,1.0,0.985089730404757,"['SHFH', 'FFHH', 'HFFF', 'FFHG']"
1,37,0,1.0,0.9416796087056153,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,77,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FFHF', 'HHFG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHFG']"
1,66,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,25,0,1.0,0.7653658663581259,"['SFFH', 'FFHH', 'HFFF', 'HFFG']"
1,91,0,1.0,0.93603800616986,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,21,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'HFFG']"
1,46,0,1.0,0.93603800616986,"['SFFF', 'FFHH', 'HFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SFFH', 'HFFF', 'FFFH', 'HFFG']"
1,71,0,1.0,0.90289112180858,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,68,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'FFHG']"
1,85,0,1.0,0.9110661429076764,"['SHHH', 'FHFH', 'FHHF', 'FFFG']"
1,28,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'FHFG']"
1,79,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HHFF', 'FHFG']"
1,24,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9674905716180701,"['SFFH', 'HHFH', 'FFFF', 'HHFG']"
1,13,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFF', 'FFHG']"
1,96,0,1.0,0.8947894553945313,"['SHFH', 'FHFH', 'FFFF', 'HHHG']"
1,86,0,1.0,0.9733217421754432,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,55,0,1.0,0.9588092525966956,"['SHHH', 'FFFH', 'FFFF', 'HHFG']"
1,80,0,1.0,0.9645880999032158,"['SFHH', 'HFFH', 'HFHF', 'FFFG']"
1,74,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'FFHF', 'HHFG']"
1,78,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'FFFF', 'FFHG']"
1,7,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'FHFF', 'FHFG']"
1,82,0,1.0,0.9791880578299021,"['SHHH', 'FHFH', 'FFFH', 'FFFG']"
1,37,0,1.0,0.9304302024748964,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,73,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,41,0,1.0,0.8683052775100066,"['SFFH', 'HFFF', 'FHHF', 'FFFG']"
1,72,0,0.0,0.0,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,69,0,1.0,0.9791880578299021,"['SHHF', 'FHHF', 'FHHH', 'FFFG']"
1,91,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'FHFF', 'HFHG']"
1,86,0,1.0,0.9110661429076764,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,51,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,94,0,1.0,0.9704017769489168,"['SHHH', 'FFHH', 'FFFF', 'FHHG']"
1,51,0,1.0,0.8201257512162927,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,76,0,1.0,0.9530650263643888,"['SFHF', 'HFFF', 'FHHF', 'HHFG']"
1,48,0,1.0,0.7958514863018556,"['SFHF', 'HFFF', 'HHHF', 'HFHG']"
1,28,0,1.0,0.8709180316048211,"['SFFF', 'FHFF', 'FFFH', 'HFFG']"
1,90,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFH', 'HHFG']"
1,98,0,1.0,0.93603800616986,"['SFHF', 'HFHH', 'FFFF', 'FHFG']"
1,11,0,1.0,0.9416796087056153,"['SFFH', 'HFHF', 'HFFF', 'FFFG']"
1,94,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'FHHF', 'FHFG']"
1,90,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HFFG']"
1,20,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,33,0,1.0,0.9388545698794984,"['SFHF', 'HFHF', 'HFFH', 'FFFG']"
1,6,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHFG']"
1,87,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FHHF', 'HHHG']"
1,94,0,1.0,0.78398512608332,"['SHFH', 'FHHH', 'FFFF', 'FFHG']"
1,36,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HFHG']"
1,37,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'HFFG']"
1,76,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'FFFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFHH', 'FFHH', 'HFHF', 'FFFG']"
1,14,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFH', 'HHFG']"
1,66,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFFF', 'FHFG']"
1,86,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'FHFF', 'HFFG']"
1,16,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FHFG']"
1,57,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,21,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FHHG']"
1,66,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'HFFG']"
1,13,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFH', 'FHFG']"
1,45,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'FFFF', 'FHFG']"
1,25,0,1.0,0.8761671489944468,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,45,0,1.0,0.9473552137914398,"['SFHF', 'FFHF', 'FHFF', 'FFFG']"
1,76,0,1.0,0.9248559951318693,"['SFHF', 'FFHH', 'HFFH', 'FHFG']"
1,53,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,11,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HFFG']"
1,38,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'FHFG']"
1,55,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFFH', 'FFFF', 'FFFG']"
1,79,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,11,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHH', 'HFHH', 'FFFG']"
1,65,0,1.0,0.90289112180858,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,37,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,35,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FFHF', 'FFFG']"
1,80,0,1.0,0.9445131481500655,"['SFFF', 'HHHF', 'HHFF', 'FFFG']"
1,52,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'HFHG']"
1,87,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'FFFF', 'FFFG']"
1,6,0,1.0,0.9445131481500655,"['SFFF', 'FHHF', 'FHFF', 'HFFG']"
1,49,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'FFFG']"
1,21,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'HFHG']"
1,43,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FHFF', 'FFFG']"
1,42,0,1.0,0.8631032605924442,"['SFFH', 'HHFF', 'HHFH', 'HFFG']"
1,72,0,1.0,0.9791880578299021,"['SHHH', 'FHFH', 'FFFF', 'FHFG']"
1,99,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFFF', 'HFHG']"
1,32,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFH', 'HHFG']"
1,2,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFF', 'HHHG']"
1,71,0,1.0,0.9559328248389055,"['SFHF', 'HFHF', 'FFFF', 'FHHG']"
1,73,0,1.0,0.9616943356035061,"['SHFF', 'FFFH', 'HFFH', 'HHFG']"
1,21,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFF', 'FHHG']"
1,92,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'FHHF', 'HFFG']"
1,95,0,1.0,0.9138075656044898,"['SHHF', 'FFFF', 'FHFF', 'HFHG']"
1,50,0,1.0,0.9445131481500655,"['SFHH', 'HFFF', 'HFHF', 'HFHG']"
1,20,0,1.0,0.8553586117313603,"['SFFF', 'FHFH', 'FFFH', 'HFFG']"
1,43,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,86,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FFFF', 'HFFG']"
1,44,0,1.0,0.8947894553945313,"['SFFH', 'FHFF', 'FFHF', 'HHHG']"
1,92,0,1.0,0.9502058312852957,"['SFFF', 'HHFH', 'FHFF', 'HFHG']"
1,93,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HFFH', 'HHFG']"
1,99,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HHFH', 'FHFG']"
1,54,0,1.0,0.9502058312852957,"['SHFF', 'FFHH', 'FHHH', 'FFFG']"
1,93,0,1.0,0.8006481694852418,"['SFHH', 'FFFH', 'HHFH', 'HHFG']"
1,95,0,1.0,0.9559328248389055,"['SFHF', 'HFFH', 'FHFF', 'FHHG']"
1,87,0,1.0,0.9674905716180701,"['SFHF', 'FHHH', 'FFFH', 'HHFG']"
1,7,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'HHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFH', 'HFFG']"
1,80,0,1.0,0.9530650263643888,"['SFFF', 'FFFH', 'HHFH', 'HFFG']"
1,58,0,1.0,0.9165572373164391,"['SFFH', 'FHHH', 'FHFF', 'FFFG']"
1,90,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FFFF', 'FFHG']"
1,71,0,1.0,0.985089730404757,"['SHHF', 'FHHF', 'FFHF', 'FFFG']"
1,64,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,25,0,1.0,0.9616943356035061,"['SFHH', 'HFHF', 'HFFF', 'FFFG']"
1,95,0,1.0,0.9704017769489168,"['SFHH', 'FFFH', 'HHFH', 'FHFG']"
1,85,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,19,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,19,0,1.0,0.8735386475474635,"['SFFF', 'HHFH', 'HHFF', 'FHFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHFF', 'HHFH', 'HHFG']"
1,11,0,1.0,0.9388545698794984,"['SFFH', 'FHHH', 'FHFH', 'FFFG']"
1,74,0,1.0,0.9276389118674717,"['SFFH', 'HHFF', 'FHHF', 'HHHG']"
1,58,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFH', 'FHFG']"
1,2,0,0.0,0.0,"['SHFH', 'FFFH', 'FFHH', 'FFFG']"
1,97,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHF', 'FFFG']"
1,22,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFFF', 'FHHG']"
1,26,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHF', 'FHFG']"
1,96,0,1.0,0.9220814271464737,"['SFHF', 'HFHH', 'HFHH', 'HFFG']"
1,73,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'HFFF', 'HFFG']"
1,66,0,1.0,0.9502058312852957,"['SFFF', 'HFFH', 'HHFF', 'FHHG']"
1,14,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'HFHG']"
1,79,0,1.0,0.8325391341551359,"['SFFH', 'HFHF', 'FFFH', 'FHFG']"
1,95,0,1.0,0.9588092525966956,"['SFHF', 'FHHH', 'FFFF', 'FFHG']"
1,16,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'FFHF', 'FFHG']"
1,59,0,1.0,0.8947894553945313,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,40,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HHHF', 'FFHG']"
1,2,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,36,0,0.0,0.0,"['SFFH', 'HFHH', 'FFHF', 'HFFG']"
1,73,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'HFHG']"
1,53,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FHHG']"
1,42,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'FHFG']"
1,45,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FFFF', 'HFHG']"
1,55,0,1.0,0.93603800616986,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,12,0,0.0,0.0,"['SFFH', 'HHFF', 'FHFH', 'HFFG']"
1,55,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'HHFH', 'FFFG']"
1,95,0,1.0,0.9248559951318693,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,70,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,34,0,1.0,0.9110661429076764,"['SFFF', 'FFHF', 'FHFF', 'FFHG']"
1,56,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HFHG']"
1,34,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FHFG']"
1,20,0,1.0,0.9416796087056153,"['SFHF', 'FFHH', 'FFHH', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFHH', 'FFFG']"
1,67,0,1.0,0.9588092525966956,"['SFHH', 'FFHH', 'HFFF', 'HHFG']"
1,71,0,1.0,0.8400771692771434,"['SFHF', 'FHHH', 'FFFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFHF', 'FFFF', 'FFFH', 'FFFG']"
1,42,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'FHHH', 'FFFG']"
1,67,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHH', 'FFFG']"
1,98,0,1.0,0.9733217421754432,"['SHFF', 'FHHF', 'FHHH', 'FFFG']"
1,23,0,1.0,0.9733217421754432,"['SFFF', 'HFHH', 'FFFF', 'HHFG']"
1,27,0,0.0,0.0,"['SFHH', 'FFHH', 'FFHH', 'HFFG']"
1,63,0,1.0,0.7792882711929549,"['SFFH', 'HHFH', 'HHFF', 'FHHG']"
1,71,0,1.0,0.8974819010978248,"['SFFH', 'HFFF', 'FFHH', 'FFFG']"
1,74,0,1.0,0.8947894553945313,"['SFHH', 'FFHF', 'HFHH', 'HFFG']"
1,43,0,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHFF', 'FHFG']"
1,24,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'HHHG']"
1,36,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'HHFG']"
1,41,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,72,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HHFF', 'HFFG']"
1,62,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFH', 'HFFG']"
1,47,0,1.0,0.8683052775100066,"['SFHH', 'FFFF', 'HHHF', 'HFHG']"
1,14,0,1.0,0.8127667407072335,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,72,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,3,0,1.0,0.9056079456455165,"['SFFF', 'HHFF', 'FHFF', 'FFFG']"
1,7,0,0.0,0.0,"['SFFH', 'FFFF', 'FHFH', 'HFFG']"
1,70,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'FHHF', 'FFFG']"
1,59,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'HFHG']"
1,91,0,1.0,0.9674905716180701,"['SFHF', 'FFHH', 'HFHH', 'HFFG']"
1,85,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HHHF', 'HHFG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFF', 'FFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HHFG']"
1,97,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'HFFF', 'HHFG']"
1,25,0,1.0,0.776950406379376,"['SFFH', 'HHFF', 'FHFH', 'FFFG']"
1,86,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'HHFF', 'HHFG']"
1,58,0,1.0,0.9110661429076764,"['SFHH', 'FFFH', 'FFHH', 'HFFG']"
1,55,0,1.0,0.8974819010978248,"['SFFH', 'HHFF', 'HFHF', 'FFHG']"
1,82,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,50,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHFH', 'HFFG']"
1,76,0,1.0,0.9791880578299021,"['SHHH', 'FHHH', 'FFHF', 'FFFG']"
1,86,0,1.0,0.9704017769489168,"['SFHF', 'HFFH', 'FFFF', 'HFHG']"
1,43,0,1.0,0.9388545698794984,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,95,0,1.0,0.8225935318117279,"['SHHH', 'FHFH', 'FFHF', 'HFFG']"
1,72,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FFFF', 'FFFG']"
1,24,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,12,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFH', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FFFF', 'HFFG']"
1,49,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FHFF', 'HHFG']"
1,38,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,21,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HHFG']"
1,82,0,1.0,0.90289112180858,"['SFHH', 'FFHF', 'HFFH', 'HHFG']"
1,66,0,1.0,0.9791880578299021,"['SFHF', 'FFHF', 'FFHH', 'HFFG']"
1,47,0,1.0,0.8814479033836181,"['SFFF', 'FHFH', 'FHFH', 'HFFG']"
1,15,0,1.0,0.884100203995605,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HHHG']"
1,30,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFH', 'HHFH', 'FHFH', 'HHFG']"
1,38,0,1.0,0.8127667407072335,"['SFFH', 'HFFH', 'FHFH', 'HHFG']"
1,60,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFH', 'HFFG']"
1,56,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HHFF', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,32,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHHG']"
1,74,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHHF', 'FHFG']"
1,83,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FHHF', 'FFFG']"
1,15,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,80,0,1.0,0.7449472384453084,"['SFFF', 'FHHH', 'FFFH', 'HHFG']"
1,42,0,1.0,0.9388545698794984,"['SFFH', 'FFHF', 'FFFF', 'FHFG']"
1,76,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFHF', 'HFHG']"
1,63,0,1.0,0.7887102894272789,"['SHHH', 'FFFF', 'FHHF', 'FHHG']"
1,41,0,1.0,0.8761671489944468,"['SHHF', 'FHHF', 'FFFH', 'HFFG']"
1,90,0,1.0,0.9473552137914398,"['SFFH', 'HHFH', 'HHFF', 'HHHG']"
1,36,0,0.0,0.0,"['SFFF', 'FFFH', 'HFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFH', 'FFFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'FHFG']"
1,56,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FHFF', 'FFHG']"
1,92,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'HFHG']"
1,58,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,80,0,1.0,0.8657003616774767,"['SFFF', 'FHFF', 'FHHH', 'FFFG']"
1,34,0,1.0,0.857932408958235,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,99,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HHHG']"
1,21,0,1.0,0.884100203995605,"['SFFF', 'FFHF', 'FHHF', 'FHFG']"
1,84,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,81,0,1.0,0.985089730404757,"['SFHH', 'FHFF', 'FFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFH', 'FHFG']"
1,21,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'HHFG']"
1,76,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FFFF', 'HHFG']"
1,5,0,1.0,0.8275513922024125,"['SFFH', 'HFFF', 'FFFF', 'HFFG']"
1,23,0,1.0,0.9248559951318693,"['SFFF', 'HHFH', 'HFFH', 'HFFG']"
1,47,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'FFFG']"
1,31,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHHF', 'FFHG']"
1,40,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'FHFF', 'HFHG']"
1,20,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'FFFF', 'FFHG']"
1,69,0,1.0,0.9056079456455165,"['SFFH', 'HFFF', 'HFHF', 'HHHG']"
1,63,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HHHF', 'HFFG']"
1,43,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHH', 'FHFH', 'FFFG']"
1,34,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,47,0,1.0,0.860513950810667,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,32,0,1.0,0.8814479033836181,"['SHFH', 'FHFF', 'FFFH', 'HFFG']"
1,69,0,1.0,0.9791880578299021,"['SFHF', 'HFHF', 'FFFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHF', 'FFFG']"
1,57,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFFF', 'HHFG']"
1,38,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFH', 'HHFG']"
1,77,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'FHFH', 'HHFG']"
1,58,0,1.0,0.9502058312852957,"['SHHH', 'FFFF', 'FHFF', 'HHHG']"
1,60,0,1.0,0.9733217421754432,"['SHHF', 'FFHH', 'FFFF', 'HFHG']"
1,79,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HFFF', 'HFFG']"
1,64,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FFFH', 'FFFG']"
1,82,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FFFF', 'HFHG']"
1,10,0,1.0,0.9138075656044898,"['SHFF', 'FHHH', 'FFHF', 'FFFG']"
1,14,0,1.0,0.9588092525966956,"['SFHF', 'FFHH', 'FFHF', 'FFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,75,0,1.0,0.9791880578299021,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,69,0,1.0,0.9220814271464737,"['SHHH', 'FFFH', 'HFHH', 'HFFG']"
1,60,0,1.0,0.9001824484431542,"['SHHF', 'FFFF', 'HFFH', 'FHFG']"
1,32,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFF', 'HHHG']"
1,32,0,1.0,0.9502058312852957,"['SHHH', 'FFHF', 'FFFF', 'FHFG']"
1,24,0,1.0,0.8814479033836181,"['SFHH', 'HFFF', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9791880578299021,"['SHHH', 'FFHH', 'FFHH', 'FFFG']"
1,49,0,1.0,0.8921050870283477,"['SFHF', 'FFHH', 'HFFF', 'FHHG']"
1,59,0,1.0,0.9502058312852957,"['SFHF', 'HFFH', 'FHFF', 'FFFG']"
1,88,0,1.0,0.9645880999032158,"['SFHH', 'FFHH', 'FHFH', 'FFFG']"
1,37,0,1.0,0.9083329444789534,"['SFHH', 'FFFH', 'FFHF', 'HFFG']"
1,34,0,1.0,0.9416796087056153,"['SHHF', 'FFFF', 'FHHF', 'FFHG']"
1,55,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,39,0,1.0,0.7816331707050701,"['SFFF', 'HHFH', 'HHFF', 'FHHG']"
1,28,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,92,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHHG']"
1,3,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFH', 'HFFG']"
1,69,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'HHFF', 'HFFG']"
1,31,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'FHFG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFHF', 'FFFG']"
1,84,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFHF', 'FFFG']"
1,86,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FFHF', 'FFFG']"
1,19,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'FFFH', 'FFFG']"
1,19,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHF', 'HFFG']"
1,18,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FHFG']"
1,20,0,1.0,0.9220814271464737,"['SFFH', 'HHFF', 'FHFH', 'FHFG']"
1,86,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHFF', 'HHHG']"
1,42,0,1.0,0.9473552137914398,"['SHHH', 'FFFF', 'HFFF', 'FFFG']"
1,12,0,1.0,0.9138075656044898,"['SHHH', 'FHFH', 'FFFF', 'FFFG']"
1,8,0,1.0,0.8761671489944468,"['SFFH', 'HFFF', 'FHHF', 'HFHG']"
1,92,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'HHFH', 'FHFG']"
1,13,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'FHFG']"
1,63,0,1.0,0.8867604854519608,"['SFHF', 'HFHF', 'HFHF', 'HFFG']"
