Temperature,Simulations,Return,Discounted Return,Map
1,37,0,1.0,0.9559328248389055,"['SHFH', 'FHFF', 'FFHH', 'FFFG']"
1,48,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHFG']"
1,20,0,0.0,0.0,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,87,0,1.0,0.9304302024748964,"['SFHF', 'HFFF', 'HHHF', 'FHHG']"
1,42,0,1.0,0.8006481694852418,"['SHFH', 'FHHF', 'FFFF', 'HHFG']"
1,54,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FFFF', 'HFFG']"
1,80,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FHFF', 'FFFG']"
1,64,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFHF', 'FFHG']"
1,99,0,1.0,0.9001824484431542,"['SHFF', 'FHFH', 'FFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFHF', 'FFHH', 'FFHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,41,0,1.0,0.9248559951318693,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,91,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,44,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,21,0,1.0,0.9416796087056153,"['SFHF', 'HFHH', 'HFFH', 'HFFG']"
1,52,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'HHFG']"
1,17,0,1.0,0.8250687380258053,"['SFFH', 'FFFH', 'HHFF', 'FHFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HHFG']"
1,24,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'FHFG']"
1,16,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HFHG']"
1,23,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFH', 'HHFG']"
1,11,0,1.0,0.9473552137914398,"['SFHF', 'FFHH', 'FFHH', 'FFFG']"
1,77,0,1.0,0.9762504936564125,"['SFHH', 'FHHH', 'FFFF', 'HHFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFHH', 'FHHH', 'FFFG']"
1,46,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FHFF', 'FFHG']"
1,64,0,1.0,0.8894287717672626,"['SFFH', 'FFHH', 'HFFH', 'HFFG']"
1,74,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,82,0,1.0,0.9791880578299021,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,54,0,1.0,0.93603800616986,"['SFFH', 'HHFH', 'FFFH', 'HHFG']"
1,29,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFF', 'HFFH', 'HFFG']"
1,94,0,1.0,0.9248559951318693,"['SFHF', 'FFFH', 'FHFF', 'HHHG']"
1,66,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'HFFF', 'HHFG']"
1,10,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFF', 'FHFG']"
1,96,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HFFF', 'HFFG']"
1,15,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,26,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHHG']"
1,26,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFF', 'HFHG']"
1,72,0,1.0,0.9733217421754432,"['SFFH', 'HFHF', 'FFHF', 'HFFG']"
1,69,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFH', 'HHFG']"
1,64,0,1.0,0.884100203995605,"['SHHH', 'FHFF', 'FFFH', 'FHFG']"
1,80,0,1.0,0.8921050870283477,"['SHHF', 'FFFF', 'HHFF', 'HHFG']"
1,64,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HFFF', 'FFHG']"
1,95,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,57,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,86,0,1.0,0.9502058312852957,"['SHHF', 'FFHF', 'HFFF', 'HFFG']"
1,21,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFFF', 'HFFG']"
1,63,0,1.0,0.9645880999032158,"['SFHH', 'HFHH', 'FFHH', 'FFFG']"
1,73,0,1.0,0.93603800616986,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,35,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HHFF', 'HHFG']"
1,14,0,1.0,0.8426049842298329,"['SFFH', 'HHFF', 'FHHF', 'HHHG']"
1,79,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,25,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'HHFG']"
1,56,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,53,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'FFHG']"
1,49,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FHFF', 'FFFG']"
1,70,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'HFHH', 'HFFG']"
1,69,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFFF', 'FFFG']"
1,18,0,1.0,0.9388545698794984,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,31,0,1.0,0.9304302024748964,"['SFFH', 'HHFF', 'HHFF', 'FHFG']"
1,42,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FHFG']"
1,47,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FFHH', 'HFFG']"
1,94,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFF', 'HHFG']"
1,77,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FFFH', 'HFFG']"
1,70,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFF', 'HHHG']"
1,98,0,1.0,0.9616943356035061,"['SFHF', 'HFHH', 'FFHH', 'FFFG']"
1,15,0,1.0,0.9332298921513504,"['SFHH', 'HFFH', 'HFFH', 'HFFG']"
1,57,0,1.0,0.884100203995605,"['SFFF', 'HFFF', 'FHFH', 'HHFG']"
1,71,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FHHF', 'HHHG']"
1,19,0,1.0,0.9083329444789534,"['SFFF', 'FHFF', 'FHHF', 'HFHG']"
1,37,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HFHG']"
1,66,0,1.0,0.8657003616774767,"['SFFF', 'FFHH', 'HFFF', 'FHHG']"
1,18,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'FFHG']"
1,6,0,0.0,0.0,"['SFFH', 'HFFH', 'FFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'HFFG']"
1,63,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,95,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FHHF', 'FHHG']"
1,98,0,1.0,0.8894287717672626,"['SFFF', 'HHFH', 'HFFF', 'HHHG']"
1,94,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'HHFH', 'HFFG']"
1,8,0,1.0,0.8426049842298329,"['SFFH', 'FHFF', 'FFFH', 'FFFG']"
1,55,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'FFHF', 'FFFG']"
1,26,0,1.0,0.9388545698794984,"['SHFF', 'FFFF', 'FHFF', 'HHHG']"
1,23,0,1.0,0.93603800616986,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,74,0,1.0,0.9821344612135428,"['SHHH', 'FHHF', 'FFFH', 'FFFG']"
1,80,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFFH', 'FFFG']"
1,98,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'HFHF', 'HHFG']"
1,54,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FHFF', 'FHHG']"
1,48,0,1.0,0.8657003616774767,"['SFHH', 'HFHF', 'HFFF', 'HHHG']"
1,29,0,1.0,0.803057341509771,"['SFFH', 'HHFF', 'HFHF', 'HHFG']"
1,4,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,65,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'HFFH', 'FHFG']"
1,24,0,1.0,0.9502058312852957,"['SFHF', 'HFFH', 'HFFF', 'HHFG']"
1,12,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'HHFG']"
1,99,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFH', 'HHFG']"
1,59,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HFHG']"
1,36,0,1.0,0.9588092525966956,"['SHFH', 'FHFH', 'FFFF', 'HFFG']"
1,25,0,1.0,0.9416796087056153,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,72,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,74,0,1.0,0.9733217421754432,"['SFHF', 'HFHF', 'FFFH', 'HFFG']"
1,29,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFH', 'FHFG']"
1,69,0,1.0,0.9304302024748964,"['SFFF', 'FHHH', 'FFFF', 'FHFG']"
1,5,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'HHFG']"
1,34,0,1.0,0.8921050870283477,"['SFFF', 'FHHF', 'HHFF', 'FFHG']"
1,39,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,21,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HHHG']"
1,35,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FHFF', 'HHFG']"
1,95,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FHHF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'FFHH', 'HFHH', 'HFFG']"
1,45,0,1.0,0.8761671489944468,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,16,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'HFHG']"
1,86,0,1.0,0.9138075656044898,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,40,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'HFFG']"
1,11,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FFFG']"
1,14,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HFFG']"
1,91,0,1.0,0.9588092525966956,"['SHFH', 'FFFF', 'HFHF', 'FHHG']"
1,1,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'FFFG']"
1,88,0,1.0,0.9165572373164391,"['SHFF', 'FHFH', 'FFFF', 'FHHG']"
1,24,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'HHHF', 'FFHG']"
1,34,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFHF', 'HHHG']"
1,5,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'FFFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHH', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FFFH', 'HFFG']"
1,75,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'HFFF', 'FHFG']"
1,77,0,1.0,0.9276389118674717,"['SFHH', 'HFFH', 'FHFF', 'HFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,96,0,1.0,0.9704017769489168,"['SFFH', 'FFHH', 'HFFF', 'HHFG']"
1,16,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,99,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HFFH', 'HHFG']"
1,59,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'HHFF', 'HFHG']"
1,68,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'FHFF', 'FFHG']"
1,58,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HHHG']"
1,66,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'FFFF', 'HHFG']"
1,17,0,1.0,0.79346393184295,"['SFFF', 'HFHF', 'FHFF', 'FFFG']"
1,58,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'FFFH', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FFFF', 'HFHG']"
1,12,0,1.0,0.9220814271464737,"['SFFF', 'HFFF', 'HFHF', 'FHHG']"
1,62,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'HFHG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'HHFG']"
1,37,0,1.0,0.9248559951318693,"['SFFF', 'FHHF', 'HFFF', 'FFFG']"
1,18,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HHFG']"
1,78,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'FFFF', 'FFHG']"
1,8,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
1,17,0,1.0,0.8867604854519608,"['SFFF', 'HFFH', 'HFFH', 'FHFG']"
1,57,0,1.0,0.9530650263643888,"['SFFF', 'HFFH', 'FFHH', 'HFFG']"
1,57,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,57,0,1.0,0.9248559951318693,"['SFFF', 'HFFH', 'HFFF', 'HHFG']"
1,76,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'HFFF', 'FFFG']"
1,37,0,1.0,0.7516921927868743,"['SFFH', 'FFHH', 'FFFF', 'FFHG']"
1,78,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FFFF', 'HFHG']"
1,16,0,1.0,0.8657003616774767,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,70,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FFHG']"
1,94,0,1.0,0.90289112180858,"['SFHH', 'HFFH', 'FHFF', 'HFFG']"
1,68,0,1.0,0.7516921927868743,"['SFFF', 'FHHH', 'FFFF', 'HHFG']"
1,72,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,23,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FFFG']"
1,90,0,1.0,0.90289112180858,"['SFFF', 'HFHH', 'HFHH', 'FFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,32,0,1.0,0.9733217421754432,"['SFHF', 'FHHF', 'FFHH', 'FFFG']"
1,85,0,1.0,0.985089730404757,"['SHHH', 'FHFF', 'FHHH', 'FFFG']"
1,85,0,1.0,0.9674905716180701,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,12,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'HFHF', 'FFFG']"
1,4,0,0.0,0.0,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,7,0,0.0,0.0,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,60,0,1.0,0.9821344612135428,"['SHFF', 'FHFH', 'FFFF', 'HHFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,33,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'FHHG']"
1,9,0,0.0,0.0,"['SFFH', 'HFFF', 'FHHF', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'HFFF', 'HFFG']"
1,42,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HFHF', 'HHHG']"
1,88,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,99,0,1.0,0.9645880999032158,"['SFHH', 'HFHF', 'HFHF', 'HFFG']"
1,39,0,1.0,0.8761671489944468,"['SHFF', 'FHFH', 'FFFF', 'FHFG']"
1,98,0,1.0,0.9138075656044898,"['SHHH', 'FFFF', 'FHHF', 'HFHG']"
1,32,0,1.0,0.90289112180858,"['SFFF', 'HHHF', 'HFHF', 'FHHG']"
1,50,0,0.0,0.0,"['SFHF', 'FFFH', 'HFHH', 'FFFG']"
1,80,0,1.0,0.9588092525966956,"['SFHF', 'HFFH', 'FHFH', 'FHFG']"
1,65,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HFHF', 'HFFG']"
1,54,0,1.0,0.9110661429076764,"['SFFH', 'HFHF', 'FFFF', 'HFHG']"
1,36,0,1.0,0.8974819010978248,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,45,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HHFG']"
1,55,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'FFHF', 'FHHG']"
1,50,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFFG']"
1,80,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FFFH', 'HFFG']"
1,99,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,78,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'FHHG']"
1,98,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FHFG']"
1,75,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FHHF', 'FFFG']"
1,58,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HFFF', 'FHFG']"
1,55,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHH', 'HFFG']"
1,8,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFF', 'FHHG']"
1,76,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'HFFF', 'FHHG']"
1,82,0,1.0,0.9304302024748964,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,59,0,1.0,0.9588092525966956,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,42,0,1.0,0.857932408958235,"['SFHF', 'HFFF', 'FFHF', 'HHFG']"
1,93,0,1.0,0.9220814271464737,"['SFHF', 'HFHH', 'HFFF', 'FHFG']"
1,47,0,1.0,0.8761671489944468,"['SFFH', 'HFFF', 'FHHF', 'HHFG']"
1,80,0,1.0,0.9502058312852957,"['SFFH', 'FHFF', 'FHFF', 'HHHG']"
1,32,0,1.0,0.8502341582884777,"['SFHH', 'HFFH', 'HFHH', 'HFFG']"
1,31,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HFHG']"
1,31,0,1.0,0.8921050870283477,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,39,0,1.0,0.8006481694852418,"['SHFH', 'FHFF', 'FFFF', 'HHFG']"
1,71,0,1.0,0.9530650263643888,"['SHFH', 'FFFF', 'FHHF', 'HHHG']"
1,88,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FFFG']"
1,56,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'FFFF', 'FHFG']"
1,39,0,1.0,0.8867604854519608,"['SFFH', 'FHFF', 'FHHF', 'FHHG']"
1,19,0,1.0,0.837556937769312,"['SFFH', 'HFFH', 'HHFF', 'HFHG']"
1,98,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,22,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFFF', 'HFFG']"
1,77,0,1.0,0.9416796087056153,"['SFHF', 'FFFH', 'HHFF', 'FHHG']"
1,19,0,1.0,0.8502341582884777,"['SFFH', 'FFFF', 'FHHF', 'FFHG']"
1,70,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFFF', 'FFFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'HHFF', 'FFFG']"
1,24,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'HHFG']"
1,32,0,1.0,0.8894287717672626,"['SHHH', 'FFHF', 'FFFF', 'FHHG']"
1,43,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'HFFF', 'FHHG']"
1,94,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FFFF', 'FHHG']"
1,75,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHFG']"
1,82,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'HHFG']"
1,63,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,56,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'HFHG']"
1,28,0,0.0,0.0,"['SFFH', 'HFHF', 'FFHH', 'HFFG']"
1,76,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'FFHF', 'HFFG']"
1,27,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,20,0,1.0,0.9559328248389055,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,58,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'HFFF', 'FFFG']"
1,13,0,1.0,0.8761671489944468,"['SFFF', 'HHFH', 'HHFF', 'FHHG']"
1,97,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FHFH', 'FFFG']"
1,89,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFFF', 'HHFG']"
1,58,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'HHFG']"
1,100,0,1.0,0.9416796087056153,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,57,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FFHH', 'FFFG']"
1,51,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HFFF', 'HFFG']"
1,80,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,46,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFH', 'HFFG']"
1,67,0,1.0,0.9248559951318693,"['SFFH', 'HFFH', 'HHFF', 'HHHG']"
1,74,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,49,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'HHFG']"
1,90,0,1.0,0.8631032605924442,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,70,0,1.0,0.8921050870283477,"['SFFF', 'HFFH', 'FFHH', 'HFFG']"
1,89,0,1.0,0.9559328248389055,"['SFFF', 'FHFH', 'HHFF', 'FHHG']"
1,76,0,1.0,0.9645880999032158,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,58,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HHHG']"
1,33,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFH', 'HHFG']"
1,73,0,1.0,0.8735386475474635,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,3,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,72,0,1.0,0.8400771692771434,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,82,0,1.0,0.9304302024748964,"['SFFH', 'HHFH', 'FFFH', 'HFFG']"
1,84,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,98,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HFHF', 'HHHG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHHF', 'FHHG']"
1,39,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FHFF', 'FFFG']"
1,93,0,1.0,0.9791880578299021,"['SFFF', 'FFHH', 'HFFF', 'HHFG']"
1,91,0,1.0,0.9304302024748964,"['SHFF', 'FFFF', 'HHHF', 'FFHG']"
1,14,0,1.0,0.9001824484431542,"['SFFF', 'FFFH', 'FFHF', 'FFFG']"
1,100,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'HHFF', 'HFHG']"
1,13,0,0.0,0.0,"['SHFH', 'FFFH', 'FHHF', 'FFFG']"
1,78,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,50,0,1.0,0.93603800616986,"['SFFF', 'FHFF', 'HHFH', 'HFFG']"
1,88,0,1.0,0.9704017769489168,"['SFHH', 'FFFH', 'FHFF', 'FFFG']"
1,76,0,1.0,0.7653658663581259,"['SFHF', 'HFHH', 'HFHF', 'FFFG']"
1,86,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,7,0,0.0,0.0,"['SHHH', 'FHHF', 'FHHH', 'FFFG']"
1,21,0,1.0,0.9304302024748964,"['SHHH', 'FHFF', 'FFHH', 'FFFG']"
1,85,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'HFFH', 'FFFG']"
1,78,0,1.0,0.9821344612135428,"['SFHF', 'FHFF', 'FFHF', 'FFFG']"
1,2,0,1.0,0.9588092525966956,"['SFHH', 'FFFH', 'FFFF', 'FFFG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFH', 'FFHH', 'FFFG']"
1,50,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,8,0,1.0,0.7910835400474212,"['SFHF', 'HFFF', 'FFFF', 'FFHG']"
1,54,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFFF', 'HFFG']"
1,96,0,1.0,0.9445131481500655,"['SFFF', 'FHFH', 'FFFH', 'HFFG']"
1,99,0,1.0,0.985089730404757,"['SFFF', 'HHFH', 'FHFF', 'FFFG']"
1,37,0,1.0,0.9762504936564125,"['SFHF', 'HFHH', 'FFFH', 'HFFG']"
1,58,0,1.0,0.8921050870283477,"['SFFH', 'HHFF', 'HFHF', 'HHFG']"
1,65,0,1.0,0.9616943356035061,"['SHFH', 'FFFH', 'FFFF', 'FHHG']"
1,30,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HHFF', 'HFFG']"
1,27,0,1.0,0.7746195551602378,"['SFHF', 'HFFF', 'HHFH', 'FHFG']"
1,33,0,1.0,0.8894287717672626,"['SFFF', 'HHFH', 'HHFF', 'FFHG']"
1,91,0,1.0,0.9445131481500655,"['SHFH', 'FHHH', 'FHFF', 'FFFG']"
1,27,0,1.0,0.8103284404851119,"['SFFF', 'FHFF', 'FFFH', 'FHFG']"
1,83,0,1.0,0.9248559951318693,"['SHHF', 'FFFF', 'HHFF', 'FHFG']"
1,45,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'FFFF', 'HFFG']"
1,59,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HFFF', 'HHFG']"
