Temperature,Simulations,Return,Discounted Return,Map
1,64,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FFFF', 'HFFG']"
1,61,0,1.0,0.9276389118674717,"['SFHF', 'FFFF', 'FFHH', 'HFFG']"
1,50,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HHHF', 'FFHG']"
1,90,0,1.0,0.9416796087056153,"['SFFH', 'HFFH', 'HFHH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFH', 'FFFG']"
1,69,0,1.0,0.985089730404757,"['SFHF', 'FHFF', 'FHFH', 'FFFG']"
1,18,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'FHHG']"
1,87,0,1.0,0.8657003616774767,"['SFHH', 'HFHH', 'HFHH', 'FFFG']"
1,42,0,1.0,0.79346393184295,"['SHHH', 'FFHH', 'FFFF', 'FHFG']"
1,63,0,1.0,0.9674905716180701,"['SFFH', 'FHHF', 'FHFF', 'FFFG']"
1,39,0,1.0,0.8683052775100066,"['SFHH', 'FFFH', 'FHFF', 'HFHG']"
1,52,0,1.0,0.857932408958235,"['SHHH', 'FFFH', 'HHFF', 'HHFG']"
1,4,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHFG']"
1,97,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHFF', 'FFFG']"
1,53,0,1.0,0.8657003616774767,"['SHHF', 'FHHF', 'FFFF', 'HHFG']"
1,64,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'FHFH', 'HHFG']"
1,7,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'FHHG']"
1,39,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'FFFF', 'FHHG']"
1,93,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FHFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FFHG']"
1,74,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,39,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,17,0,1.0,0.9138075656044898,"['SFFH', 'HFFH', 'HHFF', 'FFFG']"
1,50,0,1.0,0.9165572373164391,"['SFFH', 'HFFF', 'FHHF', 'FHFG']"
1,61,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFFH', 'FFFG']"
1,39,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HHFF', 'FHFG']"
1,2,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FFHF', 'FHHG']"
1,19,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FFFF', 'HHFG']"
1,78,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FHFH', 'FFFG']"
1,81,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
1,44,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'HHFG']"
1,22,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFF', 'HHHG']"
1,66,0,1.0,0.985089730404757,"['SHHH', 'FHFH', 'FFFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'HFFF', 'FHFG']"
1,45,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'HHHG']"
1,18,0,1.0,0.9416796087056153,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,42,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFH', 'FFFG']"
1,64,0,1.0,0.9473552137914398,"['SHFF', 'FFFH', 'HFHF', 'FFFG']"
1,11,0,0.0,0.0,"['SHFF', 'FHFF', 'FHFH', 'FFFG']"
1,75,0,1.0,0.9616943356035061,"['SFHH', 'FHHH', 'FHFF', 'FFFG']"
1,91,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHH', 'HFFG']"
1,67,0,1.0,0.9821344612135428,"['SHHH', 'FFHH', 'FFFF', 'FFFG']"
1,37,0,1.0,0.9388545698794984,"['SFHF', 'HFFF', 'FHHF', 'HFHG']"
1,19,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HFFG']"
1,42,0,1.0,0.9138075656044898,"['SFFF', 'HFFH', 'HFFH', 'HHFG']"
1,84,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'HFFF', 'HHHG']"
1,36,0,1.0,0.93603800616986,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,73,0,1.0,0.9733217421754432,"['SHFH', 'FHFF', 'FFFF', 'HHFG']"
1,99,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFHF', 'FHHG']"
1,24,0,1.0,0.7539540549517295,"['SFFH', 'HFFH', 'FHFH', 'HFFG']"
1,7,0,1.0,0.7910835400474212,"['SFFH', 'HHFF', 'FFFF', 'HHFG']"
1,59,0,1.0,0.90289112180858,"['SFFH', 'FHFH', 'HHFH', 'FHFG']"
1,43,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'FFHF', 'HFFG']"
1,64,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FFFF', 'HHHG']"
1,16,0,1.0,0.8788035596734672,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,21,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'HHHG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,64,0,1.0,0.8894287717672626,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,46,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HHFF', 'FHHG']"
1,20,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9220814271464737,"['SFHF', 'HFHF', 'FFFF', 'HHHG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HHHF', 'FFHG']"
1,45,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'FFFF', 'HFHG']"
1,35,0,1.0,0.90289112180858,"['SFFH', 'FHHH', 'FFFH', 'HFFG']"
1,45,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFF', 'HHFG']"
1,12,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFF', 'HHFG']"
1,93,0,1.0,0.9083329444789534,"['SFFF', 'HFFH', 'HFHH', 'FFFG']"
1,8,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FFHF', 'FFFG']"
1,58,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HHFF', 'HHHG']"
1,16,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'HHFF', 'HFFG']"
1,25,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHH', 'HFFG']"
1,97,0,1.0,0.8176653739626438,"['SHFH', 'FHHF', 'FFFF', 'FFHG']"
1,33,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'FHFG']"
1,92,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FFFH', 'FFFG']"
1,11,0,1.0,0.8006481694852418,"['SFFH', 'FFFF', 'FFHF', 'FFHG']"
1,11,0,1.0,0.8788035596734672,"['SFFH', 'FHFF', 'FFFF', 'FHHG']"
1,89,0,1.0,0.9502058312852957,"['SFHF', 'HFFF', 'FFHH', 'HFFG']"
1,64,0,1.0,0.9138075656044898,"['SFHH', 'FFFH', 'HFFH', 'FHFG']"
1,60,0,1.0,0.8400771692771434,"['SFFH', 'FFHF', 'HFFF', 'FHHG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,10,0,1.0,0.9530650263643888,"['SFHF', 'FFHF', 'FFHF', 'FFFG']"
1,91,0,1.0,0.9276389118674717,"['SHFH', 'FFHF', 'HFHF', 'FFFG']"
1,76,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'HFHF', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HFFF', 'HFFG']"
1,34,0,1.0,0.8225935318117279,"['SFHH', 'FFFH', 'HHFF', 'FFFG']"
1,87,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFFF', 'HHHG']"
1,55,0,1.0,0.9083329444789534,"['SFFH', 'FHFH', 'HFFH', 'HHFG']"
1,78,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HFHG']"
1,93,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,80,0,1.0,0.9762504936564125,"['SHFH', 'FHFF', 'FFFF', 'FHFG']"
1,61,0,1.0,0.9502058312852957,"['SFFF', 'FHFH', 'FFFF', 'FHFG']"
1,56,0,1.0,0.837556937769312,"['SHFH', 'FFFF', 'FFHF', 'HFFG']"
1,89,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFF', 'HHFG']"
1,92,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFFH', 'HHFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'HHHF', 'FFFF', 'FFFG']"
1,51,0,1.0,0.7863441585589971,"['SFFH', 'FHFH', 'HHFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FFHF', 'FHHH', 'FFFG']"
1,60,0,1.0,0.9416796087056153,"['SHHH', 'FFFF', 'HHFF', 'HHHG']"
1,21,0,1.0,0.8974819010978248,"['SFFH', 'FFFH', 'HHFH', 'HFFG']"
1,81,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,44,0,1.0,0.9332298921513504,"['SFFH', 'HFFF', 'FHFF', 'HHHG']"
1,18,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'FFFF', 'FFFG']"
1,88,0,1.0,0.9704017769489168,"['SHHF', 'FFHH', 'FFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFHF', 'FHHF', 'FFFG']"
1,50,0,1.0,0.7494371162085136,"['SFHH', 'FFFF', 'FHHF', 'FHHG']"
1,93,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFHH', 'FFFG']"
1,60,0,1.0,0.9473552137914398,"['SFFH', 'FFHF', 'HFHF', 'HFFG']"
1,43,0,1.0,0.9559328248389055,"['SFHH', 'FHHF', 'FFHH', 'FFFG']"
1,35,0,1.0,0.90289112180858,"['SFFH', 'FFFH', 'FHFF', 'HHFG']"
1,8,0,1.0,0.7427123967299725,"['SFHF', 'FFHF', 'HFFH', 'FFFG']"
1,41,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FFFG']"
1,41,0,1.0,0.8127667407072335,"['SHFH', 'FFFF', 'HHFF', 'HHHG']"
1,10,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHFG']"
1,62,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FHFF', 'FFFG']"
1,21,0,1.0,0.8709180316048211,"['SHHF', 'FFFF', 'HFFF', 'FFHG']"
1,98,0,1.0,0.9791880578299021,"['SHHF', 'FHHH', 'FFFF', 'HHFG']"
1,40,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,59,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFFF', 'FFFG']"
1,96,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,39,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FFFH', 'HFFG']"
1,76,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,76,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'HFFH', 'HHFG']"
1,43,0,1.0,0.8300415167526705,"['SFFH', 'FFFF', 'HFHH', 'FFFG']"
1,11,0,1.0,0.9083329444789534,"['SFFF', 'FHFH', 'FFFF', 'FHFG']"
1,34,0,1.0,0.9704017769489168,"['SFFH', 'FFHH', 'FFFH', 'FFFG']"
1,88,0,1.0,0.9304302024748964,"['SFFH', 'FHFH', 'FHHH', 'FFFG']"
1,67,0,1.0,0.9530650263643888,"['SFHH', 'HFFH', 'FFHF', 'FFFG']"
1,21,0,1.0,0.9416796087056153,"['SFFF', 'HHHF', 'HFFF', 'HHFG']"
1,54,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'HHFF', 'HFFG']"
1,52,0,1.0,0.9502058312852957,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,83,0,1.0,0.9821344612135428,"['SHFF', 'FHHH', 'FFFH', 'FFFG']"
1,99,0,1.0,0.8631032605924442,"['SFHF', 'HFFH', 'HHFF', 'HFHG']"
1,63,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,69,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFFF', 'FHHG']"
1,23,0,1.0,0.78398512608332,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,22,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'FFFF', 'FFFG']"
1,78,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,84,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'HFHF', 'HHHG']"
1,64,0,1.0,0.8006481694852418,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,47,0,1.0,0.8974819010978248,"['SFHH', 'HFFF', 'FFHF', 'FHHG']"
1,34,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HHHG']"
1,12,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FFHG']"
1,40,0,1.0,0.9248559951318693,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,39,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HHHF', 'FHHG']"
1,4,0,1.0,0.7584982177744161,"['SFFH', 'FHFF', 'HFFF', 'HFFG']"
1,81,0,1.0,0.9733217421754432,"['SHHF', 'FHHF', 'FFFF', 'HFFG']"
1,27,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,32,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFF', 'HFHF', 'FFHH', 'HFFG']"
1,48,0,0.0,0.0,"['SFHH', 'HFHF', 'FFHH', 'HFFG']"
1,51,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FFHF', 'HHHG']"
1,41,0,1.0,0.8426049842298329,"['SFHF', 'FFHH', 'FFHH', 'HFFG']"
1,63,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFFF', 'HFFG']"
1,32,0,1.0,0.9445131481500655,"['SFFF', 'HHFF', 'FFHF', 'FHFG']"
1,69,0,1.0,0.9220814271464737,"['SFHH', 'FFFH', 'FFHH', 'HFFG']"
1,27,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FFHG']"
1,65,0,1.0,0.860513950810667,"['SHFH', 'FFFF', 'HFFF', 'HHHG']"
1,54,0,1.0,0.9165572373164391,"['SFHF', 'HFHH', 'HFFH', 'HFFG']"
1,20,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFH', 'FFFG']"
1,44,0,1.0,0.9530650263643888,"['SHFH', 'FHFF', 'FFFH', 'FFFG']"
1,68,0,1.0,0.985089730404757,"['SFHF', 'FHFH', 'FFHF', 'FFFG']"
1,70,0,1.0,0.8553586117313603,"['SFHF', 'HFFF', 'FHFH', 'HFFG']"
1,46,0,1.0,0.8788035596734672,"['SFFH', 'HFHF', 'FFHF', 'HFFG']"
1,75,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'HHHF', 'HHFG']"
1,37,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'FHFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HHFG']"
1,47,0,1.0,0.9193151828650342,"['SFFH', 'FFFH', 'HFFF', 'HHHG']"
1,20,0,0.0,0.0,"['SHFH', 'FHFF', 'FFHF', 'HFFG']"
1,9,0,1.0,0.7494371162085136,"['SFFH', 'FFFH', 'HFFF', 'HHFG']"
1,96,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,46,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHFF', 'HHHG']"
1,78,0,1.0,0.9416796087056153,"['SHHH', 'FHHH', 'FFHF', 'HFFG']"
1,53,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHHG']"
1,74,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,52,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,93,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HHFF', 'HFHG']"
1,38,0,1.0,0.9220814271464737,"['SFFF', 'HFFH', 'FFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFH', 'FHFG']"
1,33,0,1.0,0.9704017769489168,"['SFHF', 'FFHF', 'FHFF', 'FFFG']"
1,93,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,95,0,1.0,0.9416796087056153,"['SFHH', 'FFHF', 'FHHF', 'FFFG']"
1,21,0,1.0,0.8152123778407558,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,23,0,1.0,0.9704017769489168,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,87,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FFHF', 'HHFG']"
1,98,0,1.0,0.9733217421754432,"['SFHH', 'HFHF', 'HFFH', 'HFFG']"
1,12,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,61,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'FFHF', 'HFFG']"
1,81,0,1.0,0.7653658663581259,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,29,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
1,85,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'FHHF', 'FFFG']"
1,67,0,1.0,0.9138075656044898,"['SFHF', 'HFHH', 'FFHH', 'HFFG']"
1,22,0,1.0,0.8867604854519608,"['SFHH', 'FFFF', 'FHFF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFF', 'FHHG']"
1,44,0,1.0,0.9220814271464737,"['SFHF', 'FFFF', 'HFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFFH', 'HFFF', 'HHHF', 'FHFG']"
1,46,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'FHHG']"
1,93,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'FHHG']"
1,33,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'FHFG']"
1,87,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFHF', 'HFFG']"
1,82,0,1.0,0.9704017769489168,"['SFHH', 'HFHF', 'FFFF', 'HFFG']"
1,66,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FHHH', 'FFFG']"
1,60,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'FHHF', 'HHFG']"
1,2,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'FHFG']"
1,60,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'FFFH', 'FFFG']"
1,95,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFFF', 'HFFG']"
1,84,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFFF', 'HHHG']"
1,36,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'HFHG']"
1,34,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FFHF', 'FFFG']"
1,38,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFF', 'FHFF', 'HHFF', 'HFHG']"
1,93,0,1.0,0.9416796087056153,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,7,0,1.0,0.9193151828650342,"['SFFF', 'FFFF', 'FHHF', 'FHFG']"
1,31,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFF', 'HFFG']"
1,50,0,1.0,0.8657003616774767,"['SFHH', 'HFFF', 'HFHF', 'FFHG']"
1,74,0,1.0,0.9791880578299021,"['SHHH', 'FFHH', 'FFFF', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFF', 'FHHG']"
1,71,0,1.0,0.9733217421754432,"['SFHF', 'FHFH', 'FHHF', 'FFFG']"
1,80,0,1.0,0.9733217421754432,"['SHHF', 'FHHH', 'FHFH', 'FFFG']"
1,85,0,1.0,0.9821344612135428,"['SFHH', 'HFFH', 'FHFF', 'FHHG']"
1,39,0,1.0,0.9733217421754432,"['SHFH', 'FHFH', 'FFHF', 'FFFG']"
1,99,0,1.0,0.9733217421754432,"['SFFF', 'FFHH', 'HFFH', 'FFFG']"
1,28,0,1.0,0.7722956964947572,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,45,0,1.0,0.9559328248389055,"['SHFH', 'FHHH', 'FHFH', 'FFFG']"
1,41,0,1.0,0.9704017769489168,"['SHHH', 'FHFH', 'FFFH', 'FFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,8,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'HHHG']"
1,86,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,14,0,0.0,0.0,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,53,0,1.0,0.9791880578299021,"['SFHF', 'FHFF', 'FFHF', 'FFFG']"
1,76,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'FFFF', 'HFFG']"
1,47,0,1.0,0.9332298921513504,"['SFHF', 'FFHF', 'HFHF', 'FFFG']"
1,30,0,1.0,0.9502058312852957,"['SFHF', 'FFFF', 'HHFF', 'FHHG']"
1,48,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,71,0,1.0,0.9056079456455165,"['SFHH', 'FHHH', 'FFHH', 'HFFG']"
1,11,0,0.0,0.0,"['SFHH', 'HFHH', 'HFHH', 'HFFG']"
1,77,0,1.0,0.9502058312852957,"['SFHH', 'HFFH', 'FFFH', 'HHFG']"
1,74,0,1.0,0.8275513922024125,"['SHHF', 'FHHH', 'FFHF', 'HFFG']"
1,46,0,1.0,0.9083329444789534,"['SFHH', 'HFFF', 'HFHF', 'HHFG']"
1,20,0,0.0,0.0,"['SFHF', 'FFHF', 'HFHH', 'FFFG']"
1,72,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'HFFF', 'FHHG']"
1,100,0,1.0,0.9733217421754432,"['SFHF', 'FHHH', 'FFFF', 'FHHG']"
1,85,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'HFFF', 'FFHG']"
1,35,0,1.0,0.8325391341551359,"['SFHH', 'FFFH', 'HHFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFH', 'HHFG']"
1,58,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FFFF', 'HFHG']"
1,15,0,1.0,0.9001824484431542,"['SFFH', 'HFFH', 'FFFF', 'FHHG']"
1,62,0,1.0,0.9304302024748964,"['SHFH', 'FHFF', 'FHHH', 'FFFG']"
1,64,0,1.0,0.9791880578299021,"['SFFF', 'HFHH', 'HFFH', 'FFFG']"
1,100,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FFHF', 'FFFG']"
1,42,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HHFG']"
1,19,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,32,0,1.0,0.8225935318117279,"['SFHH', 'HFHH', 'FFHH', 'HFFG']"
1,91,0,1.0,0.9616943356035061,"['SHFH', 'FFHF', 'FFFH', 'HFFG']"
1,22,0,1.0,0.8761671489944468,"['SHFH', 'FFHF', 'HFFH', 'FFFG']"
1,70,0,1.0,0.9674905716180701,"['SHFF', 'FHFF', 'FFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFH', 'FFHF', 'FFFG']"
1,71,0,1.0,0.985089730404757,"['SFFH', 'HHFH', 'FHFF', 'HFHG']"
1,83,0,1.0,0.9733217421754432,"['SFFF', 'FHHH', 'FFHF', 'FFFG']"
1,51,0,1.0,0.9276389118674717,"['SFHH', 'HFFH', 'HHFH', 'FHFG']"
1,51,0,1.0,0.9445131481500655,"['SFFH', 'FFHF', 'HFFF', 'FHHG']"
1,61,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'HFFG']"
1,21,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHFG']"
1,24,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FFFF', 'FHHG']"
1,85,0,1.0,0.9733217421754432,"['SHFH', 'FHFH', 'FFHH', 'FFFG']"
1,8,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,99,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FHFG']"
1,66,0,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'FHFF', 'FFFG']"
1,39,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HFHG']"
1,74,0,1.0,0.985089730404757,"['SFHF', 'FHFH', 'FHFF', 'FFFG']"
1,87,0,1.0,0.9791880578299021,"['SHFH', 'FHHF', 'FHFF', 'FFFG']"
1,73,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FFFH', 'FFFG']"
1,84,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,97,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'HHFF', 'HHHG']"
1,20,0,1.0,0.8657003616774767,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,7,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFH', 'HFFG']"
1,25,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHF', 'HFFG']"
1,91,0,1.0,0.9704017769489168,"['SFHF', 'HFHF', 'HFFF', 'HFHG']"
1,24,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HHFF', 'FHHG']"
1,7,0,0.0,0.0,"['SFHF', 'HFFH', 'FFHH', 'FFFG']"
1,94,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFF', 'FFHG']"
1,92,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,83,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,17,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HHFG']"
