Temperature,Simulations,Return,Discounted Return,Map
1,29,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'FFFF', 'FFHG']"
1,16,0,1.0,0.8974819010978248,"['SHFF', 'FFFH', 'FFFF', 'FHFG']"
1,49,0,1.0,0.9502058312852957,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,70,0,1.0,0.9791880578299021,"['SFHF', 'FHHF', 'FFFF', 'FFHG']"
1,62,0,1.0,0.9530650263643888,"['SFFH', 'FFFF', 'FHFF', 'FFHG']"
1,8,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'HFFG']"
1,88,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FFFH', 'FFFG']"
1,15,0,1.0,0.9220814271464737,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,9,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHH', 'FFFG']"
1,21,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHHF', 'FHHG']"
1,42,0,1.0,0.837556937769312,"['SHHH', 'FFHF', 'HFFH', 'FFFG']"
1,90,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,81,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FHFF', 'FFFG']"
1,62,0,1.0,0.9791880578299021,"['SHFF', 'FHHF', 'FFHH', 'HFFG']"
1,78,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HHFF', 'FHFG']"
1,53,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FHHF', 'HFFG']"
1,92,0,1.0,0.9138075656044898,"['SHHH', 'FHFF', 'FFFF', 'FHHG']"
1,75,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFHF', 'FFFG']"
1,49,0,1.0,0.8325391341551359,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,19,0,1.0,0.8201257512162927,"['SFFH', 'HHFF', 'HHFF', 'FFHG']"
1,44,0,1.0,0.9445131481500655,"['SFFH', 'HFFF', 'FHFH', 'FFFG']"
1,81,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFFF', 'HFFG']"
1,45,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'FFHG']"
1,3,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'HHHG']"
1,24,0,0.0,0.0,"['SFHF', 'FHFH', 'FFHF', 'HFFG']"
1,32,0,1.0,0.9821344612135428,"['SFHH', 'HFFH', 'HFFF', 'FFFG']"
1,62,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,43,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFHF', 'HHFG']"
1,97,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,86,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFH', 'FFFF', 'HFFG']"
1,32,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFH', 'HHFG']"
1,12,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HHHG']"
1,49,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'FHFG']"
1,27,0,1.0,0.8006481694852418,"['SFHH', 'FFFH', 'HFFF', 'HFHG']"
1,32,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFFF', 'FHFG']"
1,65,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFH', 'HHFG']"
1,62,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFFF', 'HFFG']"
1,58,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HHFG']"
1,32,0,1.0,0.8275513922024125,"['SHHH', 'FFFF', 'HFHF', 'FHFG']"
1,43,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'HFFF', 'FHHG']"
1,59,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,92,0,1.0,0.8006481694852418,"['SHFF', 'FFHH', 'HFFH', 'FHFG']"
1,43,0,0.0,0.0,"['SFHF', 'HFHH', 'HFHH', 'HFFG']"
1,35,0,1.0,0.9473552137914398,"['SFHF', 'FHFF', 'FFHH', 'FFFG']"
1,76,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'HFFH', 'HFFG']"
1,27,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FFHF', 'FHFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HFFG']"
1,75,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'FFFF', 'HHHG']"
1,97,0,1.0,0.9193151828650342,"['SFHH', 'HFFF', 'FHHF', 'HFFG']"
1,50,0,1.0,0.7958514863018556,"['SFFH', 'FFHF', 'HFFF', 'HFHG']"
1,19,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'HHHG']"
1,83,0,1.0,0.860513950810667,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,71,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'FFFH', 'HFFG']"
1,78,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FFFF', 'HHHG']"
1,62,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'FFFF', 'FHFG']"
1,60,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FHHG']"
1,49,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,63,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,53,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'FHHG']"
1,44,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFFF', 'FFFG']"
1,26,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHF', 'HFFG']"
1,36,0,1.0,0.7863441585589971,"['SFFH', 'HHFH', 'HHFH', 'FHFG']"
1,71,0,1.0,0.8788035596734672,"['SFFH', 'HFFF', 'HHHF', 'HFFG']"
1,76,0,1.0,0.9388545698794984,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,65,0,1.0,0.9821344612135428,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SFFH', 'FHFF', 'HFHF', 'FHHG']"
1,22,0,1.0,0.9165572373164391,"['SFHF', 'FHFH', 'FHHH', 'FFFG']"
1,87,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FHHF', 'FHFG']"
1,60,0,1.0,0.9001824484431542,"['SFHF', 'FHHH', 'FFHH', 'HFFG']"
1,93,0,1.0,0.9530650263643888,"['SFHF', 'FFHF', 'FFFH', 'FHFG']"
1,49,0,1.0,0.9304302024748964,"['SHHF', 'FFHF', 'HFHF', 'HFFG']"
1,67,0,1.0,0.7449472384453084,"['SFFH', 'FFHF', 'HFHF', 'FFFG']"
1,29,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FFHG']"
1,23,0,1.0,0.8275513922024125,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,8,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'FFFG']"
1,47,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HHHF', 'FHHG']"
1,4,0,1.0,0.8078974551636565,"['SFFF', 'HHHF', 'HFHF', 'HHHG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,22,0,1.0,0.8921050870283477,"['SFFH', 'HFFF', 'FHFH', 'FFFG']"
1,71,0,1.0,0.9388545698794984,"['SHHF', 'FFFF', 'FHHH', 'FFFG']"
1,82,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HFHG']"
1,56,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,78,0,1.0,0.9473552137914398,"['SFHH', 'HFHH', 'HFFH', 'HFFG']"
1,35,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,52,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'HHHG']"
1,40,0,1.0,0.8476834558136123,"['SFFF', 'FHFH', 'HFFF', 'HFHG']"
1,36,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'HHHF', 'HFHG']"
1,40,0,1.0,0.9193151828650342,"['SHFF', 'FFFF', 'FHHF', 'HFFG']"
1,61,0,1.0,0.8127667407072335,"['SHFF', 'FFFF', 'FFHF', 'FHFG']"
1,15,0,0.0,0.0,"['SFFH', 'HHFF', 'HHHF', 'FFFG']"
1,69,0,1.0,0.9704017769489168,"['SFHH', 'FHHF', 'FHHF', 'FFFG']"
1,60,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'HFFF', 'HFHG']"
1,52,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FFHG']"
1,21,0,1.0,0.860513950810667,"['SFFF', 'FHHF', 'FHFF', 'FFFG']"
1,79,0,1.0,0.8006481694852418,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,28,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,74,0,1.0,0.9530650263643888,"['SFHH', 'HFFH', 'FFFF', 'HFHG']"
1,33,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,70,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'HHHF', 'HHHG']"
1,38,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HFFG']"
1,49,0,1.0,0.9645880999032158,"['SFFF', 'FHFH', 'HFFF', 'HFFG']"
1,62,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHHF', 'HFFG']"
1,50,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HHFF', 'FHHG']"
1,7,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,82,0,1.0,0.8788035596734672,"['SFFH', 'FFFH', 'HFHF', 'HFFG']"
1,93,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FFFH', 'FHFG']"
1,27,0,1.0,0.9138075656044898,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,34,0,1.0,0.7746195551602378,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,18,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HHFF', 'FHFG']"
1,4,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'HFFG']"
1,27,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SFHH', 'FHFF', 'FFHH', 'HFFG']"
1,82,0,1.0,0.9733217421754432,"['SHFH', 'FHHH', 'FHFH', 'FFFG']"
1,77,0,1.0,0.8426049842298329,"['SFFH', 'HFHH', 'FFFH', 'HHFG']"
1,59,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'FFFF', 'HFFG']"
1,43,0,1.0,0.9220814271464737,"['SFFF', 'HHFH', 'FHFH', 'FFFG']"
1,70,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HHHF', 'HHFG']"
1,21,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HFHG']"
1,81,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'FFFH', 'FFFG']"
1,42,0,1.0,0.9502058312852957,"['SFFF', 'FHFH', 'FFFF', 'FHHG']"
1,39,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFH', 'FHFG']"
1,74,0,1.0,0.7607805594527743,"['SFHF', 'HFFF', 'HHFH', 'FHFG']"
1,23,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHH', 'FFFG']"
1,55,0,1.0,0.9110661429076764,"['SFFH', 'FFFF', 'FHFH', 'FFFG']"
1,15,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'FFFF', 'FHHG']"
1,68,0,1.0,0.9332298921513504,"['SFFF', 'FFFF', 'FHFH', 'FHFG']"
1,74,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFF', 'FHHG']"
1,62,0,1.0,0.9276389118674717,"['SFHF', 'HFFF', 'HFHH', 'FFFG']"
1,25,0,1.0,0.93603800616986,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,69,0,1.0,0.9388545698794984,"['SFFH', 'HFHH', 'HFHF', 'FFFG']"
1,44,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'FHFG']"
1,90,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,46,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'HFHG']"
1,70,0,1.0,0.9645880999032158,"['SFHH', 'HFFH', 'FFFF', 'HFHG']"
1,83,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FHFF', 'HHFG']"
1,76,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'FHFF', 'FFHG']"
1,16,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFHF', 'HFFG']"
1,50,0,0.0,0.0,"['SFHF', 'FHFF', 'FFHH', 'HFFG']"
1,59,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HHHF', 'HHHG']"
1,67,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHHF', 'FFHG']"
1,96,0,1.0,0.8814479033836181,"['SFFH', 'FHHF', 'FFFF', 'HFFG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HFFH', 'FHFG']"
1,13,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'FFHF', 'FHHG']"
1,61,0,1.0,0.9821344612135428,"['SFHH', 'FHFH', 'FFHH', 'FFFG']"
1,14,0,1.0,0.9165572373164391,"['SFHF', 'FFFF', 'FFHF', 'FFHG']"
1,77,0,1.0,0.9616943356035061,"['SFFH', 'FHHF', 'FFFF', 'FHHG']"
1,40,0,1.0,0.8921050870283477,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,85,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFF', 'HHFG']"
1,18,0,0.0,0.0,"['SFFF', 'FFFH', 'HFHH', 'HFFG']"
1,39,0,1.0,0.9165572373164391,"['SFHF', 'FFHF', 'HFFF', 'HFFG']"
1,51,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'FFHG']"
1,61,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHH', 'HFFG']"
1,73,0,1.0,0.9704017769489168,"['SHHH', 'FFHF', 'FFFH', 'HFFG']"
1,61,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HFHF', 'FHFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFFH', 'FFFG']"
1,50,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFF', 'FFHG']"
1,70,0,1.0,0.9704017769489168,"['SFHH', 'FFHF', 'FFHH', 'HFFG']"
1,62,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FFFF', 'HFHG']"
1,32,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHHF', 'HHHG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FFFG']"
1,22,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'FFHF', 'FHHG']"
1,43,0,1.0,0.9530650263643888,"['SHFH', 'FFFF', 'HHFF', 'FHFG']"
1,82,0,1.0,0.9138075656044898,"['SFFH', 'FHFH', 'HHFF', 'HHFG']"
1,36,0,1.0,0.9473552137914398,"['SFFF', 'FHHF', 'FHFF', 'HFHG']"
1,62,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'FFHF', 'FHHG']"
1,73,0,1.0,0.8761671489944468,"['SFFH', 'FHFH', 'HFFH', 'FHFG']"
1,17,0,1.0,0.9138075656044898,"['SFFF', 'HHHF', 'HFHF', 'FHHG']"
1,95,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FHHF', 'HHFG']"
1,44,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'FFHH', 'FFFG']"
1,17,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFFG']"
1,66,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFH', 'FHFG']"
1,37,0,1.0,0.9616943356035061,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,62,0,1.0,0.9616943356035061,"['SHFF', 'FFFH', 'FFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFF', 'HHHG']"
1,56,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHFH', 'FFFG']"
1,87,0,1.0,0.9645880999032158,"['SHHH', 'FHFF', 'FHHF', 'FFFG']"
1,71,0,1.0,0.9416796087056153,"['SFFH', 'HHFH', 'FFFF', 'HHFG']"
1,9,0,1.0,0.9193151828650342,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,58,0,1.0,0.9791880578299021,"['SHHH', 'FHFH', 'FFHH', 'FFFG']"
1,46,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFFF', 'HHFG']"
1,76,0,1.0,0.9502058312852957,"['SFHH', 'HFHF', 'FFHF', 'FFFG']"
1,52,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FFHH', 'FFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'FHHG']"
1,16,0,1.0,0.7722956964947572,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,2,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHHG']"
1,80,0,1.0,0.9762504936564125,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,24,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HFHG']"
1,44,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FFFF', 'FFFG']"
1,45,0,1.0,0.8788035596734672,"['SFHH', 'FFHH', 'HFHF', 'FFFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'HHFG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHHF', 'FHFG']"
1,88,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HHHF', 'FHFG']"
1,87,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HHHF', 'HHFG']"
1,75,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHH', 'HFFG']"
1,91,0,1.0,0.884100203995605,"['SFFH', 'HHFF', 'HFFH', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'HHFG']"
1,26,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFH', 'HHFG']"
1,95,0,1.0,0.9220814271464737,"['SFHF', 'HFHH', 'FFFF', 'FHHG']"
1,18,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'FFHG']"
1,15,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FHHF', 'FFHG']"
1,75,0,1.0,0.9502058312852957,"['SFFH', 'HHFH', 'FFFF', 'HHFG']"
1,13,0,1.0,0.93603800616986,"['SFFH', 'HFFF', 'FHFF', 'FHFG']"
1,69,0,1.0,0.8325391341551359,"['SFFH', 'HFHH', 'HFHH', 'HFFG']"
1,100,0,1.0,0.9530650263643888,"['SFFF', 'FFFH', 'FFFF', 'FFHG']"
1,52,0,1.0,0.9704017769489168,"['SFFH', 'FHHH', 'FFFH', 'FHFG']"
1,35,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,49,0,0.0,0.0,"['SFHH', 'FHFH', 'FFHF', 'HFFG']"
1,49,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FHFF', 'HFHG']"
1,28,0,1.0,0.9193151828650342,"['SFFF', 'FHFH', 'FFFF', 'FFHG']"
1,70,0,1.0,0.9304302024748964,"['SFHF', 'FFHF', 'HFFF', 'HHHG']"
1,71,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,80,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FHFH', 'FFFG']"
1,97,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'HFHH', 'HFFG']"
1,7,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,63,0,1.0,0.9821344612135428,"['SFHH', 'FHFF', 'FFFF', 'FFFG']"
1,12,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHFG']"
1,32,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HFFF', 'FHFG']"
1,97,0,1.0,0.8631032605924442,"['SFHH', 'FFFH', 'FHFF', 'HHFG']"
1,42,0,1.0,0.9674905716180701,"['SHFF', 'FFHH', 'FFFF', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FHFF', 'FFFG']"
1,27,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FHFH', 'FHFF', 'FFFG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHHG']"
1,32,0,1.0,0.8400771692771434,"['SHFF', 'FHHH', 'FFFF', 'FHFG']"
1,80,0,1.0,0.9674905716180701,"['SFHH', 'HFFH', 'HHFF', 'HFFG']"
1,66,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFHF', 'HFFG']"
1,77,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FFHF', 'HHHG']"
1,88,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'HFFF', 'HHHG']"
1,51,0,1.0,0.8894287717672626,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,16,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'FFHG']"
1,83,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'HHHF', 'FFFG']"
1,25,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'HHFG']"
1,27,0,1.0,0.79346393184295,"['SFFF', 'FFFH', 'FHFF', 'HHHG']"
1,17,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,63,0,1.0,0.9165572373164391,"['SFHH', 'FFHF', 'HFFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFFH', 'HHFH', 'FHFH', 'HHFG']"
1,49,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHHF', 'HHFG']"
1,61,0,1.0,0.9588092525966956,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,55,0,1.0,0.9674905716180701,"['SFHF', 'FFHH', 'HFFF', 'HHHG']"
1,4,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHF', 'HFFG']"
1,25,0,1.0,0.9165572373164391,"['SFFH', 'HHFF', 'HFFF', 'HHHG']"
1,24,0,0.0,0.0,"['SFFF', 'HHFH', 'FHFH', 'FHFG']"
1,29,0,1.0,0.8657003616774767,"['SFFH', 'FHFF', 'FHFH', 'HFFG']"
1,34,0,1.0,0.9304302024748964,"['SFHH', 'FFFH', 'HHFF', 'FFFG']"
1,74,0,1.0,0.9502058312852957,"['SFHH', 'HFFH', 'HHFF', 'FHFG']"
1,45,0,1.0,0.93603800616986,"['SFFH', 'FFFF', 'FFHF', 'HHHG']"
1,45,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,95,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,74,0,1.0,0.9733217421754432,"['SHHH', 'FFHH', 'FFHH', 'FFFG']"
1,35,0,1.0,0.8894287717672626,"['SFHF', 'FFFH', 'HFHF', 'FFFG']"
1,46,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFFF', 'FFFG']"
1,55,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,16,0,1.0,0.884100203995605,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,21,0,1.0,0.93603800616986,"['SFHH', 'HFFF', 'FFFF', 'FFHG']"
1,94,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HFHG']"
1,99,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,79,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'HFHG']"
1,51,0,1.0,0.9416796087056153,"['SFFF', 'FHHF', 'HFFF', 'HFHG']"
1,40,0,1.0,0.985089730404757,"['SHFF', 'FHHH', 'FFFH', 'FFFG']"
1,47,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FHFF', 'FFFG']"
1,3,0,1.0,0.8974819010978248,"['SFFF', 'HFHF', 'HFHF', 'HHHG']"
1,93,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'HFFF', 'FFFG']"
1,73,0,1.0,0.8814479033836181,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,93,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,36,0,1.0,0.8325391341551359,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,60,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFFF', 'HFHG']"
1,3,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFF', 'FFHG']"
1,69,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'HHFF', 'FFFG']"
1,81,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FFFF', 'FFFG']"
1,71,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHFF', 'HFFG']"
1,1,0,0.0,0.0,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,39,0,1.0,0.9304302024748964,"['SFFH', 'HFHH', 'HFFF', 'FFFG']"
1,15,0,1.0,0.9821344612135428,"['SFHH', 'FHFF', 'FFFF', 'FFFG']"
1,29,0,0.0,0.0,"['SFHF', 'FFHF', 'FHHH', 'FFFG']"
1,60,0,1.0,0.9304302024748964,"['SFFH', 'FFFH', 'HHFF', 'HFFG']"
1,27,0,1.0,0.9110661429076764,"['SFFF', 'FHFH', 'FHFF', 'HHHG']"
1,29,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHH', 'HFFG']"
1,86,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'HHFF', 'HFFG']"
1,24,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FHFG']"
1,42,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFH', 'FHFG']"
1,18,0,1.0,0.9110661429076764,"['SHFF', 'FFFF', 'HFFF', 'HFFG']"
1,42,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'FFHF', 'HFFG']"
1,99,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FFFH', 'FFFG']"
1,27,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FFFF', 'FHFG']"
1,73,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'FFFF', 'FHHG']"
1,17,0,1.0,0.9001824484431542,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,32,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HHFG']"
