Temperature,Simulations,Return,Discounted Return,Map
1,76,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,7,0,0.0,0.0,"['SFFF', 'FHHF', 'FHFF', 'HFFG']"
1,63,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'FFFF', 'FFFG']"
1,29,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'HFHF', 'FHFG']"
1,19,0,1.0,0.9165572373164391,"['SHHH', 'FFFF', 'FFHF', 'HFFG']"
1,84,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'FHFH', 'HFFG']"
1,80,0,1.0,0.9001824484431542,"['SFFH', 'FFHF', 'FFFH', 'HHFG']"
1,24,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'HFFF', 'HHHG']"
1,39,0,1.0,0.9110661429076764,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,94,0,1.0,0.9616943356035061,"['SFHF', 'HFFH', 'FHFF', 'HFFG']"
1,6,0,1.0,0.776950406379376,"['SFFF', 'FHFF', 'FFHF', 'HFHG']"
1,95,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FFHH', 'HFFG']"
1,92,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FHHF', 'FFFG']"
1,84,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'HHFH', 'HHFG']"
1,15,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,86,0,1.0,0.9276389118674717,"['SHHF', 'FHFH', 'FFFH', 'HHFG']"
1,13,0,0.0,0.0,"['SFHH', 'FFFH', 'FHHF', 'FFFG']"
1,19,0,1.0,0.8400771692771434,"['SFFF', 'HFFH', 'FHFF', 'FFHG']"
1,87,0,1.0,0.9559328248389055,"['SHFF', 'FFHF', 'FFHF', 'HFFG']"
1,18,0,1.0,0.9193151828650342,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,52,0,1.0,0.9473552137914398,"['SFFF', 'FHFF', 'HFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,1,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,67,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FHFH', 'FFFG']"
1,69,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'HFFF', 'HHFG']"
1,71,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FFFF', 'FHHG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHHG']"
1,39,0,1.0,0.9473552137914398,"['SFHF', 'FHFF', 'FFFH', 'FFFG']"
1,95,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,12,0,0.0,0.0,"['SHHF', 'FFHF', 'FFHF', 'HFFG']"
1,77,0,1.0,0.9056079456455165,"['SFHH', 'HFFH', 'FFHH', 'HFFG']"
1,66,0,1.0,0.8275513922024125,"['SFHF', 'FFHF', 'HFFF', 'HFHG']"
1,29,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFH', 'HFFG']"
1,80,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFHF', 'HFHG']"
1,50,0,1.0,0.985089730404757,"['SFHF', 'FHFH', 'FFFH', 'FFFG']"
1,69,0,1.0,0.9138075656044898,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,47,0,1.0,0.9473552137914398,"['SHFF', 'FFFF', 'HHFF', 'HFFG']"
1,47,0,1.0,0.857932408958235,"['SFFH', 'FHFH', 'HHFH', 'HFFG']"
1,81,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FFHF', 'FHFG']"
1,97,0,1.0,0.9791880578299021,"['SFFF', 'FFHH', 'FHFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'HHHG']"
1,39,0,1.0,0.8947894553945313,"['SFHH', 'FFFF', 'HHHF', 'HFHG']"
1,72,0,1.0,0.8894287717672626,"['SFFF', 'FFFH', 'FHHH', 'FFFG']"
1,53,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,67,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FHFF', 'HFFG']"
1,56,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,12,0,1.0,0.8527925358961662,"['SFHH', 'HFFH', 'FFFH', 'HFFG']"
1,87,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,88,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'FFHH', 'FFFG']"
1,88,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFHF', 'FFFG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFH', 'FFFG']"
1,37,0,1.0,0.8894287717672626,"['SFFH', 'HFHF', 'HFFF', 'HFFG']"
1,37,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'HFFF', 'FHHG']"
1,13,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,35,0,1.0,0.9416796087056153,"['SFHF', 'HFHF', 'FFFF', 'FHFG']"
1,76,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HHHF', 'HHHG']"
1,65,0,1.0,0.9588092525966956,"['SHHF', 'FHHH', 'FFFF', 'FFHG']"
1,94,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FHFH', 'HFFG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,89,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HHHG']"
1,89,0,1.0,0.9616943356035061,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,90,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'HFFH', 'HFFG']"
1,56,0,1.0,0.985089730404757,"['SHFF', 'FHFH', 'FFHH', 'FFFG']"
1,77,0,1.0,0.90289112180858,"['SFFH', 'HHFF', 'HFHF', 'HFHG']"
1,5,0,0.0,0.0,"['SFFF', 'HFFF', 'FHFH', 'HFFG']"
1,16,0,1.0,0.9220814271464737,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,15,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFH', 'HHFG']"
1,93,0,1.0,0.9530650263643888,"['SHHH', 'FFFF', 'FHHF', 'HHFG']"
1,62,0,1.0,0.985089730404757,"['SFFH', 'FFHH', 'FFFH', 'HFFG']"
1,37,0,1.0,0.9332298921513504,"['SFFH', 'HHFH', 'HFFH', 'HHFG']"
1,77,0,1.0,0.9821344612135428,"['SHHH', 'FHFH', 'FFFH', 'FFFG']"
1,10,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'FHFF', 'FFHG']"
1,75,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HFHG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHHG']"
1,65,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHHG']"
1,69,0,1.0,0.9248559951318693,"['SFHH', 'HFFF', 'HHFF', 'HHFG']"
1,79,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HFFF', 'FFHG']"
1,53,0,1.0,0.9645880999032158,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,92,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'HFFG']"
1,73,0,1.0,0.9674905716180701,"['SFFF', 'HHFH', 'FHFH', 'HHFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'FFFG']"
1,26,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FFHG']"
1,90,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FHHF', 'FHFG']"
1,70,0,1.0,0.9138075656044898,"['SFFF', 'HFFH', 'FFHH', 'FFFG']"
1,54,0,1.0,0.9733217421754432,"['SFHF', 'HFFH', 'HHFF', 'HHFG']"
1,79,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'FFHF', 'HHFG']"
1,61,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FFFF', 'HFFG']"
1,86,0,1.0,0.9248559951318693,"['SFHH', 'FFFF', 'HFHH', 'FFFG']"
1,39,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFF', 'FHHG']"
1,58,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHHF', 'FFHG']"
1,33,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,62,0,1.0,0.9276389118674717,"['SFHH', 'FFFF', 'HHHF', 'FFHG']"
1,28,0,1.0,0.8709180316048211,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,48,0,1.0,0.9445131481500655,"['SFFF', 'FHHF', 'HHHF', 'FFFG']"
1,83,0,1.0,0.7722956964947572,"['SHFH', 'FFHH', 'HFFH', 'FHFG']"
1,48,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHHG']"
1,19,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHFF', 'HHFG']"
1,10,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFH', 'HFFG']"
1,94,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHH', 'HFFG']"
1,35,0,1.0,0.9821344612135428,"['SHHH', 'FFHH', 'FFHH', 'FFFG']"
1,23,0,1.0,0.8054737627981655,"['SFHH', 'FHHF', 'FHFH', 'FFFG']"
1,22,0,1.0,0.90289112180858,"['SFFF', 'FHHF', 'FFFF', 'FHFG']"
1,17,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FHHG']"
1,15,0,1.0,0.8127667407072335,"['SHFH', 'FFFF', 'FFFF', 'FHFG']"
1,6,0,0.0,0.0,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,81,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'FFFF', 'HHFG']"
1,63,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHFH', 'FHFG']"
1,35,0,1.0,0.9083329444789534,"['SFFF', 'FHFF', 'FFHF', 'FFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHHG']"
1,75,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,37,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHHF', 'FHFG']"
1,18,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HFHG']"
1,18,0,1.0,0.803057341509771,"['SHHF', 'FFHF', 'FHFH', 'FFFG']"
1,2,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FHFG']"
1,42,0,1.0,0.9165572373164391,"['SFFH', 'HHFH', 'HHFF', 'FHHG']"
1,30,0,1.0,0.9473552137914398,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,24,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HHHG']"
1,94,0,1.0,0.9332298921513504,"['SHFH', 'FHHF', 'FFFF', 'HFHG']"
1,18,0,1.0,0.8078974551636565,"['SFFF', 'HFFH', 'HFFH', 'HFFG']"
1,83,0,1.0,0.9416796087056153,"['SFHH', 'FFFH', 'HHFF', 'HFFG']"
1,16,0,0.0,0.0,"['SFFF', 'HHFH', 'HHFF', 'HFHG']"
1,10,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,88,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FFHF', 'HFFG']"
1,93,0,1.0,0.9445131481500655,"['SFFH', 'FHHF', 'FFFF', 'FHFG']"
1,10,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,89,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFH', 'HFFG']"
1,83,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HFHG']"
1,51,0,1.0,0.9645880999032158,"['SFHH', 'HFHH', 'HFFF', 'FFFG']"
1,61,0,1.0,0.9704017769489168,"['SFHH', 'FHFF', 'FHFF', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HHFF', 'FFFG']"
1,35,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,50,0,1.0,0.9821344612135428,"['SHFF', 'FFHH', 'FFFF', 'FFFG']"
1,91,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHHG']"
1,96,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FHFG']"
1,53,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFF', 'HHHG']"
1,38,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'HFFH', 'FFFG']"
1,34,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'FHFF', 'FHFG']"
1,33,0,0.0,0.0,"['SFHH', 'HFHF', 'HFHF', 'HFFG']"
1,64,0,1.0,0.9445131481500655,"['SFFH', 'FHFH', 'HFFF', 'HFFG']"
1,65,0,1.0,0.9332298921513504,"['SFFF', 'HFHF', 'FHFF', 'FHFG']"
1,98,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFFF', 'FHFG']"
1,59,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'HFFF', 'HFFG']"
1,24,0,1.0,0.7958514863018556,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,80,0,1.0,0.9762504936564125,"['SHHF', 'FFFH', 'FFFF', 'HFFG']"
1,64,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FFFF', 'FFFG']"
1,90,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFF', 'FHFG']"
1,29,0,1.0,0.8527925358961662,"['SFFF', 'HFFH', 'HHFF', 'HFFG']"
1,62,0,1.0,0.9388545698794984,"['SHHH', 'FFFF', 'FHHF', 'FFFG']"
1,36,0,1.0,0.776950406379376,"['SFFH', 'FFFH', 'FHFF', 'FFHG']"
1,69,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HHHF', 'FHFG']"
1,81,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFF', 'FFFG']"
1,11,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HFFF', 'FHHG']"
1,50,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,2,0,0.0,0.0,"['SFFF', 'HHFH', 'HFFF', 'HHHG']"
1,41,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HFHG']"
1,65,0,1.0,0.9762504936564125,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,29,0,0.0,0.0,"['SFHF', 'FFFH', 'HFHH', 'FFFG']"
1,47,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FFFG']"
1,52,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HHFF', 'FFFG']"
1,43,0,1.0,0.9445131481500655,"['SFHH', 'FFFH', 'HFFH', 'HFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FHFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,18,0,1.0,0.7887102894272789,"['SFFH', 'FFHF', 'HFFH', 'HFFG']"
1,60,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'HFHG']"
1,4,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'FFFG']"
1,42,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'FFFG']"
1,47,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,68,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FHHG']"
1,7,0,1.0,0.798246224976786,"['SFFF', 'FFHF', 'FHFF', 'HFHG']"
1,31,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,39,0,1.0,0.8709180316048211,"['SFFF', 'FFFH', 'HHFF', 'FHHG']"
1,12,0,1.0,0.9193151828650342,"['SFFH', 'FHFF', 'FFFF', 'FHHG']"
1,2,0,0.0,0.0,"['SFFF', 'HFHF', 'FFHF', 'HHHG']"
1,56,0,1.0,0.9416796087056153,"['SFFH', 'HFHF', 'HFHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'FHFG']"
1,88,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'FFFF', 'HHFG']"
1,71,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFHF', 'HFFG']"
1,60,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'FFHH', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFH', 'FFFG']"
1,98,0,1.0,0.9138075656044898,"['SHHH', 'FFFH', 'HFFF', 'HFHG']"
1,80,0,1.0,0.9616943356035061,"['SHFH', 'FFFF', 'FHFF', 'FFFG']"
1,19,0,1.0,0.9388545698794984,"['SFHH', 'HFHF', 'FFFF', 'FHFG']"
1,11,0,0.0,0.0,"['SFFF', 'FFFH', 'FFFF', 'FHHG']"
1,61,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'FHFG']"
1,65,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'FHHF', 'FFHG']"
1,43,0,1.0,0.9332298921513504,"['SHHF', 'FFHF', 'FFFF', 'HFFG']"
1,42,0,1.0,0.9388545698794984,"['SFFH', 'HHFF', 'FHFH', 'HHFG']"
1,12,0,1.0,0.78398512608332,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFH', 'HHFG']"
1,42,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'FHHH', 'FFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHFF', 'HFHF', 'FHHG']"
1,78,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'FFHF', 'FFFG']"
1,2,0,1.0,0.93603800616986,"['SFFF', 'HFFF', 'HFHF', 'HFFG']"
1,22,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,25,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FHFF', 'FHHG']"
1,86,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HFFF', 'FHFG']"
1,100,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,89,0,1.0,0.9588092525966956,"['SFFH', 'HHFH', 'FFFF', 'FHFG']"
1,23,0,1.0,0.9248559951318693,"['SFFF', 'HFHF', 'FFFF', 'HHFG']"
1,39,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHF', 'HFHG']"
1,31,0,1.0,0.8894287717672626,"['SFHF', 'HFFH', 'HHFF', 'HFFG']"
1,30,0,1.0,0.9220814271464737,"['SFFH', 'HHFF', 'FFFF', 'HFFG']"
1,74,0,1.0,0.9416796087056153,"['SHFF', 'FHFF', 'FFHH', 'HFFG']"
1,55,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,15,0,1.0,0.9248559951318693,"['SFFF', 'HHFF', 'HHHF', 'HFHG']"
1,75,0,1.0,0.9588092525966956,"['SHFH', 'FHFF', 'FHFF', 'FFFG']"
1,82,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FHFG']"
1,65,0,1.0,0.9473552137914398,"['SFFH', 'HFHF', 'HFFF', 'FFFG']"
1,97,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,20,0,1.0,0.8735386475474635,"['SFFF', 'HHHF', 'FHHF', 'HHHG']"
1,75,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FHHF', 'FHFG']"
1,17,0,1.0,0.8683052775100066,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,33,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FFHH', 'FFFG']"
1,56,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FHFG']"
1,93,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFHH', 'FFFG']"
1,38,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFFG']"
1,35,0,1.0,0.7607805594527743,"['SFFF', 'FHFH', 'FHHF', 'FFFG']"
1,67,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,98,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'HHFF', 'FHFG']"
1,84,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FHHF', 'FFHG']"
1,88,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FFFH', 'FHFG']"
1,89,0,1.0,0.9473552137914398,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,88,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,15,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,100,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,34,0,1.0,0.7792882711929549,"['SFFF', 'FFFH', 'HFHH', 'HFFG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFFH', 'FFFG']"
1,32,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'HHHG']"
1,77,0,1.0,0.8947894553945313,"['SHHH', 'FHHH', 'FFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHH', 'HFFG']"
1,77,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FHFF', 'FHFG']"
1,13,0,1.0,0.9220814271464737,"['SFFH', 'FHFF', 'HHFF', 'HHHG']"
1,94,0,1.0,0.9530650263643888,"['SHHF', 'FHFF', 'FFFF', 'FHHG']"
1,58,0,1.0,0.9733217421754432,"['SFFH', 'FFHF', 'HFFH', 'FFFG']"
1,64,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFFH', 'FFFG']"
1,22,0,1.0,0.860513950810667,"['SFHH', 'HFFF', 'HFFF', 'FHHG']"
1,97,0,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,14,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHF', 'FFFG']"
1,97,0,1.0,0.8921050870283477,"['SHFF', 'FFFF', 'FHFH', 'HFFG']"
1,12,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FFFF', 'FFFG']"
1,20,0,1.0,0.9559328248389055,"['SFFF', 'HHFF', 'FHFF', 'HHFG']"
1,28,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFHG']"
1,78,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FFFF', 'HFHG']"
1,82,0,1.0,0.9704017769489168,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,83,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'FHHF', 'FFFG']"
1,75,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FHHF', 'FFHG']"
1,82,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FFFF', 'HHHG']"
1,89,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHF', 'HFFG']"
1,55,0,1.0,0.8225935318117279,"['SFHH', 'HFFF', 'FFHF', 'HFHG']"
1,36,0,1.0,0.7887102894272789,"['SFHH', 'HFFH', 'HHFF', 'HHFG']"
1,64,0,1.0,0.9791880578299021,"['SFHH', 'HFHH', 'HFFF', 'FHFG']"
1,58,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'FHFH', 'HFFG']"
1,50,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FHHF', 'FFFG']"
1,65,0,1.0,0.9530650263643888,"['SFFF', 'HFFH', 'HHFH', 'HHFG']"
1,92,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHHF', 'HFHG']"
1,96,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'FHFF', 'FHHG']"
1,100,0,1.0,0.9733217421754432,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,34,0,1.0,0.8250687380258053,"['SFFH', 'FHHH', 'FHHH', 'FFFG']"
1,76,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FFFH', 'HFFG']"
1,95,0,1.0,0.9674905716180701,"['SFFH', 'FHHH', 'FHHH', 'FFFG']"
1,92,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'HFFF', 'FFFG']"
1,69,0,1.0,0.9733217421754432,"['SFHH', 'FHFH', 'FHFH', 'FFFG']"
1,18,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'HFFG']"
1,60,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FFHF', 'HFFG']"
1,28,0,1.0,0.8127667407072335,"['SFFH', 'HHFF', 'FFHF', 'FHFG']"
1,85,0,1.0,0.9445131481500655,"['SFHH', 'FFFF', 'FFFF', 'FFHG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'HFFF', 'HFFG']"
1,67,0,1.0,0.9193151828650342,"['SFFH', 'HFHF', 'HFFF', 'HHFG']"
1,47,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FHFG']"
1,18,0,1.0,0.767668872977057,"['SFHH', 'FFFF', 'HHHF', 'HHHG']"
1,16,0,0.0,0.0,"['SFFF', 'FFHH', 'HFHF', 'FFFG']"
1,16,0,1.0,0.8867604854519608,"['SHHH', 'FHHF', 'FFHH', 'FFFG']"
1,63,0,1.0,0.9304302024748964,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,56,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFH', 'HFFG']"
1,76,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFHF', 'HFFG']"
1,23,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'HFHG']"
1,37,0,1.0,0.90289112180858,"['SFFH', 'FFFF', 'HFHF', 'FFHG']"
1,71,0,1.0,0.8176653739626438,"['SHFF', 'FFFH', 'HFFF', 'HFHG']"
1,94,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'HFFF', 'HHFG']"
1,15,0,1.0,0.7746195551602378,"['SHFF', 'FFHF', 'FHFF', 'FFFG']"
1,88,0,1.0,0.8103284404851119,"['SHHF', 'FFFF', 'HHHF', 'HHFG']"
1,43,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHFF', 'HHFG']"
1,17,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FHFG']"
1,53,0,1.0,0.9791880578299021,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,66,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHHF', 'HFHG']"
