Temperature,Simulations,Return,Discounted Return,Map
1,80,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'HHHF', 'HFHG']"
1,24,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,67,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'HFFH', 'HFFG']"
1,74,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,93,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'FFHF', 'FFFG']"
1,44,0,1.0,0.9733217421754432,"['SFHF', 'FHHF', 'FHFF', 'FFFG']"
1,58,0,1.0,0.8974819010978248,"['SFFF', 'FHFH', 'FHHF', 'FFFG']"
1,93,0,1.0,0.9056079456455165,"['SHHF', 'FHFF', 'FFFF', 'HHFG']"
1,42,0,1.0,0.9001824484431542,"['SFFH', 'HFHF', 'FFFH', 'HFFG']"
1,61,0,1.0,0.9791880578299021,"['SHFH', 'FHHH', 'FFFH', 'HFFG']"
1,58,0,1.0,0.9220814271464737,"['SFHF', 'FFFF', 'HFFF', 'HFFG']"
1,14,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HFHF', 'HHHG']"
1,31,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'HFFG']"
1,71,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFH', 'HHFG']"
1,27,0,1.0,0.9083329444789534,"['SFFF', 'FFFH', 'FHFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,48,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,69,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FHHH', 'FFFG']"
1,30,0,1.0,0.798246224976786,"['SFHF', 'HFHH', 'HFFH', 'FHFG']"
1,40,0,1.0,0.8657003616774767,"['SFFF', 'HFFF', 'HFFH', 'HFFG']"
1,58,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HFFH', 'FHFG']"
1,45,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HHFF', 'HFFG']"
1,99,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'HFHF', 'FHHG']"
1,5,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFH', 'HFFG']"
1,70,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,61,0,1.0,0.9616943356035061,"['SFHF', 'FFHF', 'HFFF', 'HHHG']"
1,44,0,1.0,0.9674905716180701,"['SFHF', 'HFHH', 'HFHF', 'HFFG']"
1,31,0,1.0,0.8631032605924442,"['SFHF', 'FFHF', 'HFFH', 'HFFG']"
1,24,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FHHG']"
1,58,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,36,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'HHHF', 'FFHG']"
1,51,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFH', 'FFFG']"
1,94,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FFFH', 'FFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HHFG']"
1,46,0,1.0,0.8426049842298329,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,85,0,1.0,0.9588092525966956,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,39,0,1.0,0.9821344612135428,"['SFHF', 'HFHH', 'FFFF', 'FFFG']"
1,50,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FFFF', 'HFFG']"
1,87,0,1.0,0.9165572373164391,"['SFFF', 'HHFH', 'HFFF', 'FFFG']"
1,84,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'FFHF', 'FHFG']"
1,6,0,1.0,0.9138075656044898,"['SFFF', 'HFFF', 'HFHF', 'HHFG']"
1,95,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,68,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'HHFH', 'FHFG']"
1,53,0,1.0,0.90289112180858,"['SFHF', 'HFFF', 'FFHH', 'FFFG']"
1,26,0,1.0,0.8400771692771434,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,33,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HHHG']"
1,98,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'HFFF', 'HFHG']"
1,11,0,1.0,0.8921050870283477,"['SFFF', 'HHFF', 'HFHF', 'FHHG']"
1,30,0,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SHHF', 'FHHF', 'FFHH', 'HFFG']"
1,15,0,1.0,0.9001824484431542,"['SFHF', 'HFHF', 'HFHF', 'FFFG']"
1,18,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'HFFG']"
1,97,0,1.0,0.9704017769489168,"['SFFH', 'HFHF', 'FFFF', 'HHFG']"
1,12,0,1.0,0.93603800616986,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,87,0,1.0,0.985089730404757,"['SFHF', 'HFHH', 'FFFF', 'HFFG']"
1,79,0,1.0,0.8400771692771434,"['SFFH', 'FHHF', 'FFHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'FHFG']"
1,6,0,1.0,0.9248559951318693,"['SFHH', 'HFFH', 'FFFF', 'FFFG']"
1,28,0,1.0,0.7653658663581259,"['SFHH', 'HFFF', 'FFFH', 'HHFG']"
1,52,0,1.0,0.8426049842298329,"['SHFH', 'FHHF', 'FFFF', 'HHHG']"
1,22,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'HHFG']"
1,53,0,1.0,0.8451404054461714,"['SFHH', 'FFFF', 'FHFF', 'HHHG']"
1,50,0,1.0,0.8325391341551359,"['SHHH', 'FFFH', 'HFHF', 'FFFG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,30,0,1.0,0.9193151828650342,"['SHFF', 'FHFH', 'FHFF', 'FFFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHHG']"
1,98,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HHFF', 'HFHG']"
1,22,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'HHFG']"
1,68,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'FHHG']"
1,21,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FHFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HFFG']"
1,59,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HHHG']"
1,39,0,1.0,0.7516921927868743,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,91,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,88,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FHHG']"
1,80,0,1.0,0.8426049842298329,"['SHHF', 'FFFF', 'HFHF', 'HFHG']"
1,41,0,1.0,0.8400771692771434,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,96,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'FFHF', 'FFHG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'FFFG']"
1,80,0,1.0,0.9733217421754432,"['SFHH', 'FHFH', 'FFFH', 'FFFG']"
1,64,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HFFF', 'HHHG']"
1,32,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFH', 'FFFH', 'FFFF', 'HFHG']"
1,12,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHHF', 'HHFG']"
1,42,0,1.0,0.9733217421754432,"['SFFH', 'HFHH', 'FFFH', 'HFFG']"
1,87,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FHFF', 'FFFG']"
1,81,0,1.0,0.9276389118674717,"['SHFH', 'FFFF', 'HFHF', 'FHHG']"
1,66,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFHF', 'HFFG']"
1,29,0,1.0,0.8152123778407558,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HFHG']"
1,96,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'HFHG']"
1,17,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HHFF', 'HFHG']"
1,56,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,26,0,1.0,0.9616943356035061,"['SFHF', 'FFHF', 'FFFH', 'HFFG']"
1,21,0,1.0,0.9588092525966956,"['SHFF', 'FFHH', 'FFHH', 'FFFG']"
1,26,0,1.0,0.8814479033836181,"['SHFH', 'FHHH', 'FFHH', 'FFFG']"
1,77,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,89,0,1.0,0.9588092525966956,"['SFHF', 'FFHF', 'FHHH', 'FFFG']"
1,62,0,1.0,0.9733217421754432,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFF', 'FFHG']"
1,75,0,1.0,0.9388545698794984,"['SFFH', 'FHFH', 'HFFF', 'HFFG']"
1,30,0,1.0,0.93603800616986,"['SHHF', 'FFHH', 'FFHH', 'FFFG']"
1,84,0,1.0,0.9645880999032158,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
1,42,0,1.0,0.9001824484431542,"['SHHH', 'FFFF', 'FHFF', 'HFHG']"
1,40,0,1.0,0.9248559951318693,"['SFFH', 'HHFH', 'HHFH', 'FFFG']"
1,98,0,1.0,0.9791880578299021,"['SHHF', 'FFHH', 'FFFF', 'HHFG']"
1,70,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,29,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FFFF', 'HFFG']"
1,75,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
1,72,0,1.0,0.9165572373164391,"['SFFH', 'FHHH', 'FFFF', 'HFHG']"
1,97,0,1.0,0.9821344612135428,"['SFHH', 'FHFH', 'FFHF', 'FFFG']"
1,29,0,1.0,0.9473552137914398,"['SFHH', 'FFHH', 'FFHH', 'HFFG']"
1,78,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HFHG']"
1,66,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'HFHH', 'FFFG']"
1,33,0,1.0,0.8814479033836181,"['SHHF', 'FFFF', 'FFFH', 'FHFG']"
1,12,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HHFG']"
1,83,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,98,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FFFF', 'FFHG']"
1,64,0,1.0,0.8709180316048211,"['SFHH', 'HFFH', 'FFHH', 'HFFG']"
1,63,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FFFF', 'HHFG']"
1,100,0,1.0,0.7887102894272789,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,100,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'FHHF', 'FFFG']"
1,54,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHHF', 'FHHG']"
1,50,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFFF', 'FHFG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HHFG']"
1,65,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HFFF', 'FHHG']"
1,72,0,1.0,0.9220814271464737,"['SFHH', 'FFFF', 'FHFH', 'HHFG']"
1,59,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'HFHG']"
1,68,0,1.0,0.9388545698794984,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,93,0,1.0,0.7584982177744161,"['SHHH', 'FHFH', 'FFFF', 'FHHG']"
1,95,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'HFFF', 'HHFG']"
1,40,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,84,0,1.0,0.9704017769489168,"['SFFF', 'FFHH', 'FFHH', 'FFFG']"
1,27,0,1.0,0.9473552137914398,"['SFFF', 'FFFF', 'HFFH', 'FHFG']"
1,97,0,1.0,0.9791880578299021,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,59,0,1.0,0.7449472384453084,"['SFHH', 'FFHH', 'FFFF', 'HFHG']"
1,54,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,40,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHFF', 'HHHG']"
1,36,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,61,0,1.0,0.9791880578299021,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,31,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FHFH', 'FFFG']"
1,77,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,79,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HHFF', 'HFHG']"
1,30,0,0.0,0.0,"['SFHH', 'FFHH', 'HFHF', 'FFFG']"
1,89,0,1.0,0.9445131481500655,"['SFFF', 'HFFH', 'HFFH', 'FHFG']"
1,17,0,1.0,0.8300415167526705,"['SFHF', 'FFFF', 'FFFF', 'HFHG']"
1,26,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'HFHG']"
1,60,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,28,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'FHFG']"
1,10,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,87,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFHF', 'HHHG']"
1,40,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'FFFF', 'HHFG']"
1,96,0,1.0,0.9416796087056153,"['SFHF', 'FFFF', 'FHFH', 'HFFG']"
1,82,0,1.0,0.9674905716180701,"['SHHH', 'FFHF', 'FFFH', 'FHFG']"
1,36,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FHHF', 'HFFG']"
1,84,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHHF', 'FHHG']"
1,15,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFH', 'HHFF', 'HFFF', 'FFFG']"
1,89,0,1.0,0.9645880999032158,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SFFH', 'FFFF', 'HHHF', 'FFHG']"
1,60,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'HFHF', 'HHFG']"
1,67,0,1.0,0.9332298921513504,"['SHFF', 'FFHF', 'FFFF', 'FHFG']"
1,30,0,1.0,0.93603800616986,"['SFHF', 'HFFF', 'FFFF', 'HHHG']"
1,97,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,14,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFH', 'FHFG']"
1,47,0,1.0,0.9388545698794984,"['SFHH', 'FFHF', 'HFFF', 'HHFG']"
1,65,0,1.0,0.9332298921513504,"['SFFF', 'HHHF', 'HHHF', 'FHHG']"
1,38,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'FHHG']"
1,96,0,1.0,0.9388545698794984,"['SFFH', 'HHFF', 'FHFF', 'FHHG']"
1,26,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'FHFG']"
1,54,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'FHFH', 'FFFG']"
1,44,0,1.0,0.8201257512162927,"['SHFF', 'FFHH', 'HFFF', 'HHFG']"
1,63,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFF', 'FHFG']"
1,90,0,1.0,0.9276389118674717,"['SHFH', 'FFHF', 'FHFH', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'HHFG']"
1,31,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'HFHG']"
1,15,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'FFFG']"
1,86,0,1.0,0.9445131481500655,"['SFFF', 'HHHF', 'FFFF', 'FHFG']"
1,78,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'FHFF', 'HFHG']"
1,33,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HHFF', 'HFFG']"
1,15,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'FHHG']"
1,17,0,1.0,0.9473552137914398,"['SFHF', 'FFFH', 'FFFH', 'HHFG']"
1,60,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'FFFF', 'HFFG']"
1,37,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFH', 'FHFG']"
1,19,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'HFFF', 'HFFG']"
1,61,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'HFHG']"
1,90,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HFFF', 'FHHG']"
1,36,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HHHG']"
1,89,0,1.0,0.9473552137914398,"['SHFF', 'FHFF', 'FFHF', 'HFFG']"
1,46,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HHFF', 'HHFG']"
1,21,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFF', 'HHHG']"
1,26,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'HFFH', 'FFFG']"
1,19,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'FHHF', 'HHFG']"
1,86,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HFHF', 'FFHG']"
1,17,0,1.0,0.8078974551636565,"['SFFH', 'HFFH', 'HFFF', 'HFHG']"
1,18,0,1.0,0.7653658663581259,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,10,0,1.0,0.9220814271464737,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,73,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'FHFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'HHHF', 'FHHF', 'HFFG']"
1,28,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FFFF', 'HFFG']"
1,77,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'FFHG']"
1,70,0,1.0,0.9276389118674717,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,29,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FFHG']"
1,11,0,1.0,0.79346393184295,"['SFHH', 'HFFF', 'HFFF', 'FHHG']"
1,63,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'FFFF', 'FFFG']"
1,83,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FHFH', 'FHFG']"
1,42,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'HHFF', 'FFFG']"
1,60,0,1.0,0.9502058312852957,"['SFFH', 'FFFH', 'FHFH', 'FHFG']"
1,57,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFHG']"
1,93,0,1.0,0.9762504936564125,"['SFHF', 'HFHF', 'FFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFFH', 'FFHF', 'FFFG']"
1,92,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFFF', 'HFHG']"
1,56,0,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'FFFF', 'HFFG']"
1,23,0,1.0,0.9791880578299021,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,28,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,73,0,1.0,0.9248559951318693,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,30,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHH', 'HFFG']"
1,90,0,1.0,0.9165572373164391,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,57,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'HFHH', 'HFHH', 'FFFG']"
1,48,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'HFHF', 'HFHG']"
1,92,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'FFFF', 'HHHG']"
1,87,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,45,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'FFFH', 'FFFG']"
1,75,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,65,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HFHF', 'FFHG']"
1,78,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHFF', 'HHHG']"
1,94,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FFFF', 'HHFG']"
1,20,0,1.0,0.8275513922024125,"['SFHH', 'HFFH', 'HFHH', 'HFFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FHFG']"
1,44,0,1.0,0.7863441585589971,"['SHHF', 'FFHH', 'FFHF', 'HFFG']"
1,18,0,0.0,0.0,"['SFFH', 'HHFF', 'HFHF', 'HFFG']"
1,27,0,1.0,0.8127667407072335,"['SFFH', 'HFHF', 'FFFH', 'HFFG']"
1,28,0,1.0,0.9138075656044898,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,5,0,0.0,0.0,"['SFFH', 'FFHF', 'HFHF', 'FFFG']"
1,76,0,1.0,0.9276389118674717,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,100,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,97,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'FFFF', 'HFFG']"
1,95,0,1.0,0.9445131481500655,"['SFFF', 'FHFH', 'HHFH', 'FFFG']"
1,27,0,1.0,0.837556937769312,"['SFHH', 'HFFH', 'HFFH', 'FHFG']"
1,6,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'HFFF', 'HHHG']"
1,38,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FHFH', 'HHFG']"
1,44,0,1.0,0.9473552137914398,"['SHFF', 'FFHH', 'FFFF', 'FFHG']"
1,53,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHH', 'HFFG']"
1,8,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'FHFG']"
1,31,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'FFFG']"
1,50,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFHF', 'FHFG']"
1,86,0,1.0,0.8631032605924442,"['SFHF', 'HFHF', 'FFFH', 'HHFG']"
1,87,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,60,0,1.0,0.8300415167526705,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,22,0,1.0,0.9588092525966956,"['SFFF', 'FFFH', 'HFFF', 'HHFG']"
1,32,0,1.0,0.90289112180858,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,20,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'FHHG']"
1,76,0,1.0,0.79346393184295,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,97,0,1.0,0.8814479033836181,"['SHFF', 'FHHF', 'FFFF', 'FFHG']"
1,59,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'HFFF', 'FFFG']"
1,43,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HHFG']"
1,90,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'FHFF', 'HFFG']"
1,6,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FHFG']"
1,22,0,1.0,0.837556937769312,"['SFFH', 'HHFF', 'FFFH', 'HHFG']"
1,42,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HHFG']"
1,100,0,1.0,0.8761671489944468,"['SHFH', 'FFFH', 'HHFH', 'HHFG']"
1,15,0,0.0,0.0,"['SFFF', 'HHFF', 'FHFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFHF', 'FFHF', 'HFHG']"
1,49,0,1.0,0.9674905716180701,"['SFFH', 'HFHH', 'HFFH', 'FFFG']"
1,58,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'FHFH', 'HHFG']"
1,87,0,1.0,0.8788035596734672,"['SHFF', 'FHFH', 'FFFH', 'HHFG']"
1,13,0,0.0,0.0,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,39,0,1.0,0.9304302024748964,"['SHFF', 'FFHF', 'FHFH', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFHF', 'HHFG']"
1,11,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'HFHG']"
1,64,0,1.0,0.8103284404851119,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,77,0,1.0,0.9388545698794984,"['SHHF', 'FHHF', 'FFFH', 'HFFG']"
1,17,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHH', 'FFFG']"
1,12,0,1.0,0.9332298921513504,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,35,0,1.0,0.9445131481500655,"['SFHF', 'FFFF', 'FHFF', 'FHFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHH', 'FFFG']"
1,97,0,1.0,0.8921050870283477,"['SFHF', 'FFFH', 'HHFF', 'FFHG']"
1,3,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFH', 'FFFG']"
1,41,0,1.0,0.8709180316048211,"['SFFH', 'HFFF', 'FFHF', 'HHFG']"
1,87,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'HFFF', 'FHHG']"
1,27,0,1.0,0.9559328248389055,"['SHFH', 'FFFF', 'FFFF', 'FFHG']"
1,99,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'FFFH', 'HFFG']"
1,69,0,1.0,0.8974819010978248,"['SFFH', 'HHFF', 'FFFH', 'HFFG']"
1,8,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FHFG']"
1,11,0,1.0,0.8921050870283477,"['SFFH', 'HFFF', 'HFFF', 'FFHG']"
1,34,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HHHF', 'FFHG']"
1,64,0,1.0,0.9821344612135428,"['SFHH', 'FHFF', 'FFFF', 'HFFG']"
1,27,0,1.0,0.9165572373164391,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,84,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,79,0,1.0,0.9276389118674717,"['SFFH', 'FHFH', 'FHFH', 'HFFG']"
1,35,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
