Temperature,Simulations,Return,Discounted Return,Map
1,87,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FFHH', 'HFFG']"
1,65,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'HFFG']"
1,43,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHFG']"
1,91,0,1.0,0.9165572373164391,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHF', 'HFFG']"
1,60,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFF', 'HFFG']"
1,74,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,22,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HFFG']"
1,97,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'FHHF', 'FFFG']"
1,62,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'FFFH', 'FFFG']"
1,21,0,1.0,0.8657003616774767,"['SFFF', 'HHFF', 'HFFH', 'HFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FFHG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFHF', 'HHFG']"
1,84,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHHF', 'HFHG']"
1,69,0,1.0,0.9304302024748964,"['SFFH', 'HFHF', 'FFHF', 'FFFG']"
1,75,0,1.0,0.9616943356035061,"['SHHH', 'FHFH', 'FHFH', 'FFFG']"
1,64,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'HFHF', 'FFFG']"
1,67,0,1.0,0.985089730404757,"['SHFH', 'FHFF', 'FFFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,45,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FFHG']"
1,30,0,1.0,0.7539540549517295,"['SHFH', 'FFFF', 'HHFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HFFG']"
1,73,0,1.0,0.7816331707050701,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,75,0,1.0,0.9388545698794984,"['SFHF', 'HFFH', 'FHFH', 'HFFG']"
1,28,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FHFG']"
1,13,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,62,0,1.0,0.9473552137914398,"['SFHH', 'FFHH', 'FHHF', 'FFFG']"
1,23,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FHHG']"
1,30,0,1.0,0.8325391341551359,"['SFFH', 'FHFH', 'FHFF', 'FHHG']"
1,60,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'HFFH', 'HFFG']"
1,96,0,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'HFFF', 'HFFG']"
1,50,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFHF', 'FFFG']"
1,69,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHFH', 'HHFG']"
1,20,0,1.0,0.7887102894272789,"['SHFF', 'FHFH', 'FHFH', 'FFFG']"
1,55,0,1.0,0.8657003616774767,"['SFHH', 'HFFH', 'FHFH', 'FHFG']"
1,95,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHFG']"
1,95,0,1.0,0.9762504936564125,"['SHFF', 'FFHF', 'FFFF', 'FHHG']"
1,66,0,1.0,0.9645880999032158,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,35,0,1.0,0.8894287717672626,"['SFHH', 'FHHH', 'FFFF', 'FHFG']"
1,92,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,52,0,1.0,0.9416796087056153,"['SFFF', 'HHHF', 'HFHF', 'HFHG']"
1,22,0,1.0,0.9473552137914398,"['SFFF', 'FHFF', 'FFFF', 'HFHG']"
1,40,0,1.0,0.93603800616986,"['SFFH', 'HFHH', 'HFFH', 'FFFG']"
1,38,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFH', 'FHFG']"
1,80,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HHHG']"
1,8,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FFHG']"
1,63,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,61,0,1.0,0.9304302024748964,"['SFHF', 'FFFF', 'FHHF', 'FFHG']"
1,91,0,1.0,0.8553586117313603,"['SFHF', 'FFHF', 'HFHF', 'HFFG']"
1,19,0,1.0,0.8325391341551359,"['SFHF', 'FFFH', 'FHFH', 'FFFG']"
1,56,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'FFFH', 'HFFG']"
1,29,0,1.0,0.8152123778407558,"['SFFH', 'FHHH', 'FFHF', 'FFFG']"
1,63,0,1.0,0.9821344612135428,"['SFFF', 'HFHH', 'HFFF', 'FFFG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HFHG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHH', 'HFFG']"
1,47,0,1.0,0.9110661429076764,"['SFFH', 'HFFH', 'HHFF', 'HHHG']"
1,13,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FHFG']"
1,43,0,1.0,0.8201257512162927,"['SFHH', 'HFHH', 'FFFF', 'FHHG']"
1,98,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FFHF', 'FHFG']"
1,47,0,1.0,0.8974819010978248,"['SFHH', 'HFFF', 'FFFH', 'FHFG']"
1,22,0,1.0,0.7653658663581259,"['SHFH', 'FHFH', 'FFFF', 'HFFG']"
1,57,0,1.0,0.9733217421754432,"['SHFF', 'FHHH', 'FFHH', 'FFFG']"
1,51,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,52,0,1.0,0.7607805594527743,"['SFFF', 'HHFF', 'FFFH', 'FHFG']"
1,52,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FHHF', 'HFHG']"
1,83,0,1.0,0.9762504936564125,"['SFHH', 'HFHH', 'HFFH', 'FFFG']"
1,99,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFFF', 'FFFG']"
1,35,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'HFFF', 'HHHG']"
1,83,0,1.0,0.860513950810667,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,67,0,1.0,0.9445131481500655,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,69,0,1.0,0.9791880578299021,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,62,0,1.0,0.9276389118674717,"['SFHH', 'FFFH', 'HHFF', 'HFHG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'HHFG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FHFG']"
1,68,0,1.0,0.9645880999032158,"['SFFF', 'FHFH', 'FFFF', 'FHHG']"
1,37,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,88,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'HHFH', 'HHFG']"
1,44,0,1.0,0.9674905716180701,"['SFHH', 'HFFH', 'HFFF', 'FFHG']"
1,62,0,1.0,0.9502058312852957,"['SHHF', 'FFHH', 'FHHF', 'FFFG']"
1,55,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'FFFG']"
1,62,0,1.0,0.8788035596734672,"['SFHH', 'HFHF', 'HFHF', 'HFFG']"
1,95,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,85,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'HHFF', 'FFHG']"
1,29,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'FHFG']"
1,34,0,1.0,0.9304302024748964,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,95,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'HHFF', 'HHFG']"
1,48,0,1.0,0.8814479033836181,"['SFFF', 'FHFH', 'FFFF', 'FHHG']"
1,61,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'FFFG']"
1,97,0,1.0,0.837556937769312,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,10,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'HFFG']"
1,45,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHFF', 'HHHG']"
1,19,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,53,0,1.0,0.7607805594527743,"['SFFF', 'HFHH', 'HFFF', 'FHHG']"
1,69,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'FFFF', 'HHHG']"
1,67,0,1.0,0.9674905716180701,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,51,0,1.0,0.8709180316048211,"['SFHH', 'HFHH', 'HFHF', 'FFFG']"
1,80,0,1.0,0.9248559951318693,"['SFFF', 'HFFH', 'HFHF', 'HFFG']"
1,15,0,0.0,0.0,"['SFFH', 'HHFF', 'FHFF', 'HFFG']"
1,21,0,1.0,0.9416796087056153,"['SFHH', 'HFHH', 'HFFH', 'HFFG']"
1,68,0,1.0,0.9588092525966956,"['SHFH', 'FHFH', 'FHFF', 'FFFG']"
1,25,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'FFHG']"
1,72,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FFHF', 'HFHG']"
1,47,0,1.0,0.9165572373164391,"['SFFF', 'HHHF', 'HHFF', 'FFFG']"
1,51,0,1.0,0.9674905716180701,"['SFHF', 'HFHF', 'FFFH', 'HFFG']"
1,61,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHFF', 'FFFG']"
1,46,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FHFG']"
1,88,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HHHF', 'FHFG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'HHHG']"
1,11,0,1.0,0.9530650263643888,"['SFFF', 'FFHH', 'FFFH', 'FFFG']"
1,39,0,1.0,0.9110661429076764,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,32,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HFHG']"
1,100,0,1.0,0.8657003616774767,"['SHFH', 'FHFF', 'FFHF', 'HFFG']"
1,23,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'HFHF', 'FHFG']"
1,96,0,1.0,0.9588092525966956,"['SHFH', 'FFFF', 'FHFF', 'FHFG']"
1,63,0,1.0,0.9616943356035061,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,38,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HFFH', 'FFFG']"
1,96,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFFF', 'FHHG']"
1,84,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FFFF', 'FHFG']"
1,100,0,1.0,0.9588092525966956,"['SFFF', 'FHHH', 'FFHF', 'FFFG']"
1,46,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFFF', 'FHFG']"
1,28,0,1.0,0.8300415167526705,"['SHFH', 'FFFF', 'FHFF', 'HHHG']"
1,39,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFFH', 'FFFG']"
1,28,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'HFHG']"
1,33,0,1.0,0.9473552137914398,"['SFFH', 'HFHF', 'FFFF', 'FFHG']"
1,13,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,54,0,1.0,0.9388545698794984,"['SHFH', 'FHFF', 'FFFF', 'FHFG']"
1,15,0,1.0,0.9304302024748964,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,27,0,1.0,0.9388545698794984,"['SFHH', 'HFFH', 'HFFH', 'FFFG']"
1,80,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,6,0,0.0,0.0,"['SHFF', 'FHFF', 'FFHF', 'HFFG']"
1,21,0,1.0,0.9304302024748964,"['SHFH', 'FFHH', 'FHHH', 'FFFG']"
1,65,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFH', 'FHFG']"
1,35,0,1.0,0.9530650263643888,"['SHFH', 'FFFH', 'FFFH', 'HHFG']"
1,28,0,1.0,0.9304302024748964,"['SFHF', 'FFFF', 'FHFF', 'FFHG']"
1,78,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FHFG']"
1,99,0,1.0,0.9559328248389055,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'FFHG']"
1,84,0,1.0,0.9332298921513504,"['SHFH', 'FFFH', 'FHFH', 'HFFG']"
1,97,0,1.0,0.9138075656044898,"['SFFF', 'FHFH', 'FHFF', 'HFHG']"
1,46,0,1.0,0.8451404054461714,"['SFFH', 'FHHH', 'FHHH', 'FFFG']"
1,90,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FFHG']"
1,80,0,1.0,0.9704017769489168,"['SFHF', 'HFHF', 'HFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HHHF', 'FHFG']"
1,17,0,1.0,0.8788035596734672,"['SFFF', 'FFFH', 'HHFF', 'FHHG']"
1,37,0,1.0,0.93603800616986,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,9,0,1.0,0.8974819010978248,"['SFFF', 'HHHF', 'HHHF', 'HHFG']"
1,75,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FHFH', 'FFFG']"
1,26,0,0.0,0.0,"['SFFH', 'FHHF', 'FHHF', 'FFFG']"
1,43,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,65,0,1.0,0.9645880999032158,"['SFHH', 'HFHF', 'HFFF', 'HFFG']"
1,42,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'HHHG']"
1,88,0,1.0,0.9616943356035061,"['SHFH', 'FHHF', 'FFFF', 'FHHG']"
1,23,0,1.0,0.9473552137914398,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,69,0,1.0,0.9530650263643888,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,78,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HHFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'HFFG']"
1,36,0,1.0,0.93603800616986,"['SFHF', 'FFHF', 'FFFF', 'HFFG']"
1,21,0,1.0,0.9083329444789534,"['SFFF', 'HFFH', 'HHFF', 'HHFG']"
1,64,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FFFH', 'FFFG']"
1,19,0,1.0,0.8683052775100066,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,26,0,1.0,0.8300415167526705,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,76,0,1.0,0.9083329444789534,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,72,0,1.0,0.9674905716180701,"['SFFH', 'HHFH', 'FHFH', 'FFFG']"
1,100,0,1.0,0.9110661429076764,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,61,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'FHHG']"
1,90,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFFF', 'HFFG']"
1,52,0,1.0,0.9502058312852957,"['SFHF', 'FFHF', 'FFFF', 'FFHG']"
1,90,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'FFFF', 'FFFG']"
1,51,0,1.0,0.9276389118674717,"['SFFF', 'FHFH', 'HHFF', 'FFHG']"
1,20,0,1.0,0.9388545698794984,"['SHFH', 'FFFF', 'FFFF', 'FFHG']"
1,19,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFH', 'FFFG']"
1,99,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,63,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'HFHF', 'HHFG']"
1,47,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'FHHF', 'HHHG']"
1,15,0,0.0,0.0,"['SFFF', 'FFHH', 'HFHF', 'HFFG']"
1,34,0,1.0,0.7792882711929549,"['SFFH', 'HFHF', 'FFFH', 'FHFG']"
1,53,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FHFG']"
1,99,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'FFHH', 'FFFG']"
1,98,0,1.0,0.9704017769489168,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,74,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,97,0,1.0,0.9704017769489168,"['SFHF', 'FFHH', 'HFFF', 'HHFG']"
1,28,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FFFG']"
1,26,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HHFF', 'FFFG']"
1,29,0,1.0,0.9588092525966956,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,89,0,1.0,0.985089730404757,"['SFFH', 'FFHH', 'FFHF', 'FFFG']"
1,33,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHHF', 'HHHG']"
1,55,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,56,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,86,0,1.0,0.8947894553945313,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,87,0,1.0,0.8006481694852418,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,74,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FHHF', 'HFFG']"
1,52,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'HFFG']"
1,30,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'FFHF', 'HFFG']"
1,99,0,1.0,0.9791880578299021,"['SFHF', 'FFHF', 'FFHF', 'FFFG']"
1,6,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'FFFG']"
1,20,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,18,0,1.0,0.8400771692771434,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,81,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'HFFF', 'FHHG']"
1,85,0,1.0,0.9304302024748964,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,62,0,1.0,0.8761671489944468,"['SHFF', 'FFFF', 'HHHF', 'FFHG']"
1,21,0,1.0,0.9165572373164391,"['SFFF', 'FHFH', 'HHFF', 'HHHG']"
1,91,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFF', 'FHFG']"
1,22,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,89,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'FHFH', 'FFFG']"
1,58,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'HFFF', 'FFHG']"
1,25,0,1.0,0.8631032605924442,"['SFFH', 'FFHF', 'FFHH', 'FFFG']"
1,47,0,1.0,0.9388545698794984,"['SHFF', 'FFFF', 'FHHF', 'HHHG']"
1,74,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'HFFH', 'FHFG']"
1,51,0,0.0,0.0,"['SFFF', 'HFFH', 'HFHH', 'HFFG']"
1,43,0,1.0,0.9502058312852957,"['SFHH', 'FFFH', 'HFHH', 'FFFG']"
1,69,0,1.0,0.9332298921513504,"['SFHH', 'FFHF', 'HFHF', 'FFFG']"
1,41,0,1.0,0.8426049842298329,"['SFHF', 'FFHH', 'FFHH', 'HFFG']"
1,41,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'HHHF', 'HFHG']"
1,78,0,1.0,0.9616943356035061,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,93,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FHFG']"
1,36,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'FFHG']"
1,83,0,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'HFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFF', 'HHHG']"
1,15,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'HHHG']"
1,90,0,1.0,0.8451404054461714,"['SHFF', 'FFFH', 'FHFF', 'FHHG']"
1,31,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'FFFG']"
1,27,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'FHFG']"
1,40,0,1.0,0.8974819010978248,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,68,0,1.0,0.9248559951318693,"['SFFF', 'FFFH', 'HHFH', 'HFFG']"
1,41,0,1.0,0.9138075656044898,"['SFFF', 'HHHF', 'HHHF', 'FFHG']"
1,26,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFF', 'HHHG']"
1,57,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFHF', 'FFFG']"
1,18,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FFFH', 'FFFG']"
1,46,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHFG']"
1,20,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'HHHG']"
1,50,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,28,0,1.0,0.8078974551636565,"['SFFH', 'FFHF', 'FFHF', 'HFFG']"
1,27,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFFF', 'HHFG']"
1,60,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FFHF', 'FHFG']"
1,40,0,1.0,0.93603800616986,"['SFHF', 'HFFF', 'HHFH', 'FHFG']"
1,28,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FHFF', 'HHFG']"
1,74,0,1.0,0.8921050870283477,"['SFHF', 'HFFH', 'HHFF', 'HHFG']"
1,80,0,1.0,0.8974819010978248,"['SFHF', 'FFFF', 'HFHF', 'FFHG']"
1,35,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'HHHG']"
1,53,0,1.0,0.9704017769489168,"['SFFF', 'HHFH', 'HHFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHF', 'HHFF', 'HFHG']"
1,11,0,1.0,0.9110661429076764,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,13,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FHFG']"
1,26,0,1.0,0.8921050870283477,"['SFFH', 'HFFH', 'HFFH', 'HFFG']"
1,35,0,1.0,0.8683052775100066,"['SFFH', 'HFHH', 'FFFH', 'HHFG']"
1,81,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,49,0,1.0,0.9193151828650342,"['SFHF', 'FFFF', 'FHFF', 'HFFG']"
1,91,0,1.0,0.7449472384453084,"['SFFH', 'FHHH', 'FFFF', 'HFHG']"
1,92,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,8,0,1.0,0.8867604854519608,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,65,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'FFFG']"
1,9,0,1.0,0.8974819010978248,"['SHFH', 'FFFF', 'FFFF', 'HFFG']"
1,79,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFHF', 'FHFF', 'FFFG']"
1,71,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FFHG']"
1,21,0,1.0,0.9416796087056153,"['SFFF', 'FHFF', 'HFHF', 'HFHG']"
1,33,0,0.0,0.0,"['SFFH', 'FFFH', 'HHFH', 'FHFG']"
1,18,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FFHF', 'FFHG']"
1,16,0,1.0,0.7449472384453084,"['SHFF', 'FFFH', 'FHHH', 'FFFG']"
1,53,0,1.0,0.8250687380258053,"['SFFF', 'HFHH', 'FFFF', 'HHHG']"
1,97,0,1.0,0.9616943356035061,"['SFHH', 'HFHH', 'FFFF', 'HFFG']"
1,17,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,70,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,31,0,1.0,0.8814479033836181,"['SFHH', 'FFFH', 'HFHF', 'FFFG']"
1,99,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFHH', 'FFFG']"
1,70,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,27,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFH', 'HHFG']"
1,15,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'FFFG']"
1,96,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFFF', 'HFHG']"
1,51,0,1.0,0.7539540549517295,"['SHHH', 'FHHH', 'FFFF', 'HHFG']"
1,38,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'HHFG']"
1,57,0,1.0,0.9645880999032158,"['SHHH', 'FFHF', 'FFFF', 'FFHG']"
1,80,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFHF', 'HFHG']"
1,68,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HHHF', 'HHHG']"
1,14,0,1.0,0.9645880999032158,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,93,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HHFG']"
1,69,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'FFFH', 'FHFG']"
1,51,0,1.0,0.8683052775100066,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,66,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FFHG']"
1,37,0,1.0,0.9083329444789534,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
