Temperature,Simulations,Return,Discounted Return,Map
1,77,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFFF', 'FFHG']"
1,57,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'HHFF', 'HHFG']"
1,93,0,1.0,0.8657003616774767,"['SFFH', 'HFHH', 'HFHF', 'FFFG']"
1,86,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'HFFF', 'HHFG']"
1,72,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFHF', 'FFHG']"
1,44,0,1.0,0.776950406379376,"['SHFF', 'FHFH', 'FFFF', 'FHFG']"
1,74,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'FHFF', 'FHFG']"
1,53,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFFH', 'HFFG']"
1,56,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HFFF', 'FHHG']"
1,55,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFFF', 'FHHG']"
1,75,0,1.0,0.8152123778407558,"['SFHH', 'HFHH', 'HFFF', 'HFHG']"
1,84,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FFFF', 'FHFG']"
1,10,0,1.0,0.9388545698794984,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,23,0,1.0,0.9165572373164391,"['SFFH', 'FHFF', 'FHHF', 'FHFG']"
1,14,0,1.0,0.7887102894272789,"['SHHF', 'FFFF', 'FHFF', 'FHFG']"
1,28,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,75,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'HHFF', 'HHFG']"
1,40,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'FFHG']"
1,18,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,85,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HFFH', 'HHFG']"
1,71,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHF', 'FFFG']"
1,21,0,0.0,0.0,"['SHHF', 'FFHH', 'FFHF', 'FFFG']"
1,75,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FHFF', 'HFFG']"
1,28,0,1.0,0.9276389118674717,"['SFFF', 'FFHH', 'HFFF', 'FHFG']"
1,25,0,1.0,0.9276389118674717,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,90,0,1.0,0.9733217421754432,"['SHFH', 'FHHH', 'FFFF', 'HHFG']"
1,24,0,1.0,0.9083329444789534,"['SFFH', 'FHFH', 'FFHH', 'FFFG']"
1,45,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,44,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FHHG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFF', 'HFFF', 'FFHG']"
1,98,0,1.0,0.93603800616986,"['SFHF', 'HFFF', 'HHFH', 'HFFG']"
1,99,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HHFF', 'FFHG']"
1,32,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'FHFH', 'HFFG']"
1,96,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,35,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FFHF', 'HFFG']"
1,21,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,31,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFHG']"
1,83,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'HFFH', 'HHFG']"
1,20,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,31,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,4,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFF', 'HHHG']"
1,65,0,1.0,0.9645880999032158,"['SFFH', 'HFHH', 'HFHH', 'HFFG']"
1,72,0,1.0,0.9473552137914398,"['SHHH', 'FFFH', 'HFFF', 'FHHG']"
1,89,0,1.0,0.9220814271464737,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,43,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FFFH', 'FFFG']"
1,84,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HHFF', 'FHFG']"
1,58,0,1.0,0.7539540549517295,"['SHFF', 'FFHH', 'FFFH', 'HHFG']"
1,61,0,1.0,0.9416796087056153,"['SFHH', 'FFHH', 'FHHH', 'FFFG']"
1,40,0,1.0,0.8103284404851119,"['SFHH', 'FHHF', 'FFFF', 'HFFG']"
1,26,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HFFF', 'HFHG']"
1,42,0,1.0,0.9220814271464737,"['SHHH', 'FFFF', 'HHFF', 'HHFG']"
1,84,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FHFF', 'FHFG']"
1,29,0,0.0,0.0,"['SHFF', 'FHHF', 'FHHH', 'FFFG']"
1,36,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'FHFF', 'FHFG']"
1,83,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFF', 'FFHF', 'FFHG']"
1,32,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHFF', 'HFHG']"
1,67,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHHF', 'FFHG']"
1,72,0,1.0,0.7722956964947572,"['SHHF', 'FHHH', 'FFFF', 'FHHG']"
1,59,0,1.0,0.837556937769312,"['SFHF', 'HFHH', 'FFFH', 'HHFG']"
1,36,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHHF', 'HFFG']"
1,100,0,1.0,0.8127667407072335,"['SHHH', 'FFFF', 'FHHF', 'HFHG']"
1,58,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFFF', 'FFHG']"
1,90,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFF', 'FHFG']"
1,28,0,1.0,0.8974819010978248,"['SFFF', 'FHHF', 'FHHF', 'FHHG']"
1,23,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFH', 'HFFG']"
1,99,0,1.0,0.9445131481500655,"['SFHH', 'HFFH', 'HHFF', 'HFFG']"
1,96,0,1.0,0.9616943356035061,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,53,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FFFF', 'FFHG']"
1,32,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'HFFH', 'FFFG']"
1,60,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FFHG']"
1,12,0,0.0,0.0,"['SFFF', 'FHFF', 'HFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFH', 'HHFG']"
1,79,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FHHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFF', 'HHFG']"
1,98,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'FFFG']"
1,65,0,1.0,0.9616943356035061,"['SFFF', 'FHHH', 'FFFF', 'FHFG']"
1,82,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,13,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,19,0,1.0,0.7722956964947572,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,40,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FHFF', 'HHHG']"
1,90,0,1.0,0.9502058312852957,"['SFFH', 'FHFF', 'FHFH', 'HHFG']"
1,78,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HHFH', 'HFFG']"
1,22,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,65,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FFHF', 'HFFG']"
1,66,0,1.0,0.860513950810667,"['SFHH', 'FHHF', 'FFHH', 'HFFG']"
1,99,0,1.0,0.7584982177744161,"['SHFF', 'FHHH', 'FFHF', 'HFFG']"
1,26,0,1.0,0.767668872977057,"['SFHH', 'HFFH', 'FFFF', 'HFHG']"
1,73,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FHFF', 'HHHG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,23,0,1.0,0.9388545698794984,"['SFHF', 'HFFF', 'FFHF', 'HFFG']"
1,35,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'FHFF', 'FFFG']"
1,91,0,1.0,0.9388545698794984,"['SFHH', 'HFFH', 'FFHH', 'HFFG']"
1,56,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FFFH', 'FFFG']"
1,75,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FHHG']"
1,35,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,74,0,1.0,0.9083329444789534,"['SFFF', 'HHFH', 'FHFF', 'FHHG']"
1,5,0,1.0,0.8325391341551359,"['SFFH', 'HHFF', 'FFFF', 'FFFG']"
1,72,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HHHG']"
1,95,0,1.0,0.9762504936564125,"['SFFH', 'HFHH', 'FFFF', 'HFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HFHG']"
1,96,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'HFFF', 'HFHG']"
1,89,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HHFF', 'HFFG']"
1,79,0,1.0,0.9388545698794984,"['SFHH', 'HFHH', 'FFFH', 'HFFG']"
1,25,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'FHFG']"
1,36,0,1.0,0.7722956964947572,"['SFFH', 'FHHH', 'FFFH', 'HFFG']"
1,73,0,1.0,0.8006481694852418,"['SFHF', 'HFFF', 'HHHF', 'HHFG']"
1,30,0,1.0,0.8867604854519608,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,87,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'HHFG']"
1,49,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'FHHG']"
1,14,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'FFHG']"
1,18,0,0.0,0.0,"['SHFH', 'FHFH', 'FHHF', 'FFFG']"
1,60,0,1.0,0.9530650263643888,"['SHFF', 'FHFF', 'FHHH', 'FFFG']"
1,15,0,0.0,0.0,"['SHFF', 'FHFH', 'FHFF', 'FFFG']"
1,3,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHH', 'HFFG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HHFF', 'HHFG']"
1,74,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,63,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HHHG']"
1,47,0,1.0,0.9588092525966956,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,98,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HFHF', 'FHHG']"
1,70,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'HHHG']"
1,73,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'FFFF', 'FFFG']"
1,75,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FHFF', 'FHFG']"
1,70,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HHFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FFFG']"
1,59,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFFH', 'HFFG']"
1,20,0,1.0,0.9276389118674717,"['SFFF', 'HFHF', 'FHFF', 'FHFG']"
1,62,0,1.0,0.9645880999032158,"['SFHH', 'FFHF', 'FFFF', 'HFHG']"
1,22,0,1.0,0.9193151828650342,"['SHFH', 'FFFF', 'HHFF', 'FHHG']"
1,73,0,1.0,0.8527925358961662,"['SFFH', 'HHFF', 'FFFH', 'FFFG']"
1,11,0,1.0,0.9165572373164391,"['SFFF', 'HFFH', 'HFFF', 'FFFG']"
1,52,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FFFF', 'HHFG']"
1,18,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,36,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,13,0,1.0,0.9821344612135428,"['SHHH', 'FFHF', 'FFFF', 'HFFG']"
1,8,0,1.0,0.9276389118674717,"['SFHH', 'FHHH', 'FFHF', 'FFFG']"
1,92,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFFH', 'FHFG']"
1,99,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'HHHF', 'FFFG']"
1,31,0,1.0,0.9791880578299021,"['SHFF', 'FFHF', 'FFFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFFF', 'FFHH', 'FHFF', 'FFFG']"
1,74,0,1.0,0.9616943356035061,"['SFHH', 'FHHH', 'FFFF', 'FFFG']"
1,70,0,1.0,0.9530650263643888,"['SHFH', 'FFHF', 'FFHF', 'HFFG']"
1,86,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,19,0,1.0,0.9248559951318693,"['SFFF', 'HHHF', 'HHFF', 'HHHG']"
1,35,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'HHFF', 'HFHG']"
1,60,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFF', 'HFHG']"
1,85,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'HFFH', 'HHFG']"
1,16,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'FFFF', 'FFFG']"
1,92,0,1.0,0.9193151828650342,"['SFHH', 'HFFH', 'FHFH', 'FFFG']"
1,20,0,1.0,0.9165572373164391,"['SHHF', 'FFHH', 'FFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,18,0,1.0,0.9445131481500655,"['SFFF', 'FHFH', 'FFFF', 'FFFG']"
1,66,0,1.0,0.9001824484431542,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,77,0,1.0,0.8078974551636565,"['SHFF', 'FFHH', 'HFFF', 'HHFG']"
1,56,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FFFH', 'HHFG']"
1,27,0,1.0,0.8553586117313603,"['SFHH', 'FFFH', 'FFFF', 'FFHG']"
1,19,0,0.0,0.0,"['SFHH', 'FHHH', 'FHHF', 'FFFG']"
1,70,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FHFF', 'HFHG']"
1,12,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,83,0,1.0,0.7516921927868743,"['SHFH', 'FFFF', 'FHHF', 'FHHG']"
1,12,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HFHG']"
1,43,0,1.0,0.9588092525966956,"['SFFH', 'FHHH', 'FFHF', 'FFFG']"
1,94,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FFFF', 'FHFG']"
1,39,0,1.0,0.8631032605924442,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,98,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'FFHH', 'FFFG']"
1,45,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,34,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,53,0,1.0,0.9001824484431542,"['SFFF', 'FHFH', 'HFFF', 'FFHG']"
1,61,0,1.0,0.9674905716180701,"['SHFF', 'FFFH', 'FFFF', 'FFHG']"
1,24,0,1.0,0.8788035596734672,"['SFFF', 'HHFH', 'FFFF', 'HFHG']"
1,23,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'FHFG']"
1,77,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FFFH', 'HHFG']"
1,35,0,1.0,0.8974819010978248,"['SFHF', 'HFFH', 'HHFF', 'FFFG']"
1,16,0,1.0,0.8735386475474635,"['SFFF', 'HHFH', 'HFFF', 'HHHG']"
1,61,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FFFG']"
1,65,0,1.0,0.9821344612135428,"['SHHF', 'FHHF', 'FFFF', 'FFFG']"
1,14,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FHHF', 'HFHG']"
1,42,0,1.0,0.8502341582884777,"['SHFH', 'FHFH', 'FHHH', 'FFFG']"
1,99,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,52,0,1.0,0.9416796087056153,"['SFFH', 'HFFF', 'FHHF', 'FFFG']"
1,66,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FHHF', 'HHHG']"
1,89,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HHHF', 'FHFG']"
1,59,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HFHF', 'FFFG']"
1,13,0,1.0,0.9388545698794984,"['SHHF', 'FFFF', 'FFHH', 'FFFG']"
1,85,0,1.0,0.9332298921513504,"['SFHF', 'FHHF', 'FFFF', 'FHHG']"
1,49,0,1.0,0.7863441585589971,"['SFHF', 'FFFH', 'FHFF', 'HHFG']"
1,52,0,1.0,0.860513950810667,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,87,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,2,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'HHHG']"
1,45,0,1.0,0.7792882711929549,"['SFHF', 'HFFF', 'FHHF', 'HFHG']"
1,100,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'FHHG']"
1,2,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FFFG']"
1,88,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,23,0,1.0,0.9276389118674717,"['SFFF', 'HHFF', 'HHHF', 'HHHG']"
1,66,0,1.0,0.8921050870283477,"['SFHH', 'HFHH', 'HFHH', 'HFFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,10,0,1.0,0.8127667407072335,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,14,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,70,0,1.0,0.9674905716180701,"['SHFF', 'FFFH', 'FFHH', 'FFFG']"
1,57,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FHHG']"
1,10,0,1.0,0.8631032605924442,"['SFHH', 'HFFF', 'FFFH', 'HFFG']"
1,55,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'HFFG']"
1,83,0,1.0,0.9276389118674717,"['SHHH', 'FFFH', 'HFHH', 'FFFG']"
1,44,0,1.0,0.8867604854519608,"['SHFH', 'FHFH', 'FFFF', 'FHFG']"
1,7,0,1.0,0.857932408958235,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,24,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFH', 'HFFG']"
1,15,0,0.0,0.0,"['SFFF', 'FFHH', 'FHHH', 'FFFG']"
1,44,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFFF', 'FHHG']"
1,36,0,1.0,0.9733217421754432,"['SFHH', 'HFFH', 'FFFH', 'HFFG']"
1,80,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FFFH', 'HFFG']"
1,87,0,1.0,0.9733217421754432,"['SFHF', 'HFHF', 'FFHF', 'HFFG']"
1,40,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'FFFF', 'HFFG']"
1,1,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,71,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FHFF', 'HFHG']"
1,97,0,1.0,0.985089730404757,"['SHFF', 'FHHF', 'FFFF', 'HFFG']"
1,89,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'HHHF', 'HHHG']"
1,7,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'HHFG']"
1,10,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHF', 'HFFG']"
1,65,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HHHG']"
1,23,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'FFFG']"
1,94,0,1.0,0.9762504936564125,"['SHFF', 'FHHF', 'FFFF', 'FFFG']"
1,62,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,17,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,68,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFHF', 'FFFG']"
1,72,0,1.0,0.8921050870283477,"['SFFH', 'HFHF', 'FFFH', 'HHFG']"
1,63,0,1.0,0.9445131481500655,"['SFHF', 'HFHH', 'HFFF', 'HHFG']"
1,7,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,7,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HHHG']"
1,97,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FHHF', 'HHHG']"
1,87,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FFFH', 'FFFG']"
1,88,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FFFH', 'HHFG']"
1,20,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FFHG']"
1,71,0,1.0,0.9445131481500655,"['SFFF', 'HFHH', 'HFFF', 'HHHG']"
1,87,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'HFFG']"
1,88,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FHFF', 'HHFG']"
1,24,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'HFFG']"
1,20,0,1.0,0.9304302024748964,"['SFFF', 'FFFF', 'HHHF', 'HFHG']"
1,16,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FHFG']"
1,47,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FHHF', 'FHHG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,57,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FFHF', 'FFHG']"
1,44,0,1.0,0.9193151828650342,"['SHFH', 'FFFF', 'FHFF', 'HFHG']"
1,39,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'HFFG']"
1,92,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HHFF', 'HHFG']"
1,33,0,1.0,0.9791880578299021,"['SHFH', 'FFHH', 'FFFF', 'HFFG']"
1,98,0,1.0,0.9473552137914398,"['SFFH', 'FFHF', 'HFFF', 'HHFG']"
1,59,0,1.0,0.9083329444789534,"['SHFF', 'FFFF', 'FFHF', 'HHFG']"
1,28,0,0.0,0.0,"['SHHH', 'FFFH', 'FFHF', 'HFFG']"
1,28,0,1.0,0.798246224976786,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,46,0,1.0,0.90289112180858,"['SHFF', 'FHFF', 'FFFF', 'FHFG']"
1,91,0,1.0,0.9762504936564125,"['SFHH', 'FHFF', 'FFFF', 'HFFG']"
1,41,0,1.0,0.798246224976786,"['SHHF', 'FFFH', 'HFFH', 'HHFG']"
1,64,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'HFFG']"
1,35,0,1.0,0.8974819010978248,"['SFHH', 'FFHF', 'FFHH', 'HFFG']"
1,11,0,0.0,0.0,"['SFHH', 'HFHF', 'HFHH', 'HFFG']"
1,37,0,1.0,0.9083329444789534,"['SFFH', 'HFHH', 'HFFH', 'HHFG']"
1,59,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FHFF', 'HFHG']"
1,82,0,1.0,0.7607805594527743,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,61,0,1.0,0.9821344612135428,"['SHHH', 'FHFF', 'FFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFF', 'FFFF', 'FFHG']"
1,83,0,1.0,0.9559328248389055,"['SHHH', 'FFHH', 'HFFH', 'FFFG']"
1,72,0,1.0,0.9674905716180701,"['SHHF', 'FHHH', 'FFFH', 'HFFG']"
1,82,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'HFHF', 'FFHG']"
1,98,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'FFHF', 'FHHG']"
1,55,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHFG']"
1,73,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFHF', 'HFFG']"
1,75,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'FFHH', 'FFFG']"
1,91,0,0.0,0.0,"['SHHF', 'FFHF', 'FFHH', 'HFFG']"
1,17,0,1.0,0.9083329444789534,"['SFFF', 'HFHF', 'HFHF', 'HFHG']"
1,82,0,1.0,0.985089730404757,"['SFHH', 'FHFH', 'FFFF', 'FFFG']"
1,36,0,1.0,0.8974819010978248,"['SFHH', 'FHHF', 'FFFF', 'FHFG']"
1,35,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'FHHF', 'FFHG']"
1,68,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FHFF', 'HFHG']"
1,78,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'HHFF', 'FHHG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'HHHG']"
1,27,0,1.0,0.8657003616774767,"['SFHH', 'FFFH', 'FHFH', 'FHFG']"
1,52,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,42,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HFHF', 'FFHG']"
1,81,0,1.0,0.9193151828650342,"['SFHF', 'HFHF', 'HFFH', 'FHFG']"
1,54,0,1.0,0.9559328248389055,"['SHHF', 'FFFF', 'FHFF', 'HFHG']"
1,74,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'FFFF', 'HHFG']"
1,45,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHF', 'HFFG']"
1,14,0,1.0,0.9416796087056153,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,19,0,1.0,0.9445131481500655,"['SFFF', 'HHFF', 'FHHF', 'HHHG']"
1,57,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFFF', 'FHFG']"
1,17,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'FHHG']"
1,17,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHHG']"
