Temperature,Simulations,Return,Discounted Return,Map
1,96,0,1.0,0.9821344612135428,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,28,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HHFG']"
1,27,0,1.0,0.9388545698794984,"['SHHF', 'FFHH', 'FFHF', 'FFFG']"
1,10,0,1.0,0.8451404054461714,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,34,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'FFHF', 'FHHG']"
1,17,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'HHFG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHFF', 'HFFG']"
1,14,0,0.0,0.0,"['SFHH', 'HFHH', 'FFHH', 'HFFG']"
1,10,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHF', 'HFFG']"
1,45,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HFHF', 'FHFG']"
1,72,0,1.0,0.90289112180858,"['SFHF', 'FFFF', 'FHFH', 'FHFG']"
1,14,0,1.0,0.8225935318117279,"['SFFF', 'FFHH', 'HFFF', 'HHFG']"
1,28,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'HFHG']"
1,60,0,1.0,0.9704017769489168,"['SFFF', 'HHFH', 'FFFF', 'FFFG']"
1,43,0,1.0,0.9645880999032158,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,26,0,1.0,0.8974819010978248,"['SFHH', 'HFHF', 'FFFH', 'FFFG']"
1,64,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FHFF', 'FFFG']"
1,49,0,1.0,0.8325391341551359,"['SHFF', 'FHFF', 'FHHF', 'FFFG']"
1,50,0,1.0,0.8974819010978248,"['SFHH', 'FFFF', 'FHFH', 'HFFG']"
1,47,0,1.0,0.9304302024748964,"['SFFF', 'FFFF', 'HHFH', 'HHFG']"
1,89,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'HFFF', 'HFHG']"
1,68,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FFFH', 'HFFG']"
1,45,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFFF', 'FFFG']"
1,20,0,1.0,0.9165572373164391,"['SFFF', 'HFHF', 'HFHF', 'FFHG']"
1,14,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFFG']"
1,26,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'FHFG']"
1,91,0,1.0,0.8921050870283477,"['SFHF', 'HFFH', 'HFFF', 'FFHG']"
1,81,0,1.0,0.9704017769489168,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,29,0,1.0,0.8974819010978248,"['SHHF', 'FFFF', 'FFFF', 'HFHG']"
1,20,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FFFG']"
1,79,0,1.0,0.9733217421754432,"['SHHF', 'FHFH', 'FFFH', 'FHFG']"
1,66,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFF', 'HFHG']"
1,78,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,29,0,1.0,0.9332298921513504,"['SFFH', 'HFFF', 'HFFH', 'FHFG']"
1,24,0,1.0,0.9445131481500655,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,92,0,1.0,0.9733217421754432,"['SFFH', 'FHHH', 'FFFF', 'FFFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'HFHG']"
1,92,0,1.0,0.8867604854519608,"['SFFF', 'FFHF', 'FFFH', 'HFFG']"
1,23,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FHFG']"
1,86,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'FHHF', 'HHHG']"
1,31,0,1.0,0.9588092525966956,"['SFHH', 'HFFH', 'FFFF', 'FFFG']"
1,15,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FHFG']"
1,45,0,1.0,0.8502341582884777,"['SFHH', 'FFHF', 'FFHF', 'HFFG']"
1,25,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHF', 'HFFG']"
1,24,0,1.0,0.9416796087056153,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,43,0,1.0,0.9559328248389055,"['SFHF', 'HFHF', 'FFFF', 'HHFG']"
1,82,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'FFFF', 'FHFG']"
1,81,0,1.0,0.985089730404757,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,51,0,1.0,0.8947894553945313,"['SFFH', 'HHFF', 'HFHF', 'HFFG']"
1,25,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FFHG']"
1,20,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFHG']"
1,61,0,1.0,0.7653658663581259,"['SFHF', 'HFFH', 'HHFH', 'FHFG']"
1,76,0,1.0,0.776950406379376,"['SFHH', 'HFFF', 'FHFH', 'HHFG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,70,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFHF', 'FFFG']"
1,78,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'FFFF', 'FFFG']"
1,78,0,1.0,0.9733217421754432,"['SFHH', 'FFHH', 'FHHH', 'FFFG']"
1,34,0,1.0,0.9220814271464737,"['SHHH', 'FHHH', 'FFHH', 'FFFG']"
1,89,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,92,0,1.0,0.9193151828650342,"['SFHH', 'FHHF', 'FFFF', 'FHFG']"
1,77,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'FHFF', 'HFFG']"
1,52,0,1.0,0.9445131481500655,"['SHHH', 'FFHH', 'FFFH', 'FHFG']"
1,14,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HHHG']"
1,62,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HHFF', 'FFFG']"
1,7,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,45,0,1.0,0.8325391341551359,"['SHHH', 'FFHF', 'HFFF', 'HFFG']"
1,17,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHF', 'HFFG']"
1,94,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HFHH', 'FFFG']"
1,44,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HHFG']"
1,21,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'HHFG']"
1,68,0,1.0,0.9559328248389055,"['SHHH', 'FFFH', 'FFHF', 'HFFG']"
1,73,0,1.0,0.9388545698794984,"['SFHF', 'HFFF', 'HFHF', 'FFHG']"
1,86,0,1.0,0.9001824484431542,"['SHHH', 'FFHF', 'HFFF', 'HFHG']"
1,59,0,1.0,0.9762504936564125,"['SFHH', 'FHFH', 'FFFF', 'HHFG']"
1,45,0,1.0,0.837556937769312,"['SFHH', 'FFFF', 'HHHF', 'HFHG']"
1,31,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'FFHF', 'HHHG']"
1,67,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'FHFF', 'HFHG']"
1,57,0,1.0,0.9138075656044898,"['SFHF', 'FHHF', 'FFFF', 'FHFG']"
1,16,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,75,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,9,0,1.0,0.7792882711929549,"['SFFH', 'HHFH', 'HHFH', 'FFFG']"
1,44,0,1.0,0.8683052775100066,"['SFFH', 'FHHH', 'FFHF', 'HFFG']"
1,28,0,1.0,0.7653658663581259,"['SFFH', 'FHHH', 'FFHF', 'FFFG']"
1,57,0,1.0,0.9388545698794984,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,42,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,28,0,1.0,0.798246224976786,"['SHFH', 'FHHH', 'FHHF', 'FFFG']"
1,57,0,1.0,0.9473552137914398,"['SHHF', 'FFHF', 'FHFH', 'FFFG']"
1,13,0,1.0,0.884100203995605,"['SFFF', 'HHHF', 'HHHF', 'HFHG']"
1,47,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'FFHF', 'FHFG']"
1,78,0,1.0,0.9762504936564125,"['SHHH', 'FFHF', 'FHHH', 'FFFG']"
1,63,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'HFHH', 'FFFG']"
1,95,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FHFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFFF', 'HHFF', 'FFHF', 'FFHG']"
1,98,0,1.0,0.7816331707050701,"['SFHF', 'FHFF', 'FFFF', 'HHHG']"
1,67,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFF', 'FHFG']"
1,85,0,1.0,0.9388545698794984,"['SFHH', 'FFFF', 'HHFH', 'FHFG']"
1,66,0,1.0,0.985089730404757,"['SFHH', 'FHHF', 'FFFH', 'HHFG']"
1,39,0,1.0,0.9473552137914398,"['SFHH', 'HFFH', 'FFFF', 'HHHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FFFG']"
1,68,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'HHFG']"
1,72,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SFFH', 'HHFF', 'HFFH', 'FHFG']"
1,58,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HHFG']"
1,81,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FHHF', 'HHHG']"
1,12,0,0.0,0.0,"['SFFH', 'FHFF', 'FHHF', 'FFFG']"
1,86,0,1.0,0.8947894553945313,"['SFHF', 'HFFH', 'HHFF', 'HFFG']"
1,69,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FFFG']"
1,93,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFH', 'HFFG']"
1,26,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'HFFG']"
1,49,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'FHHG']"
1,43,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FHFG']"
1,69,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'FFHF', 'FFFG']"
1,61,0,1.0,0.8921050870283477,"['SFFF', 'FHHH', 'FHHF', 'FFFG']"
1,2,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HFHG']"
1,43,0,1.0,0.9674905716180701,"['SHFF', 'FHHF', 'FHHH', 'FFFG']"
1,38,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'FFHF', 'FFHG']"
1,33,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'HHHG']"
1,95,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FFFH', 'HFFG']"
1,61,0,1.0,0.9704017769489168,"['SFFF', 'FFHH', 'FFFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFHH', 'HFFH', 'HFHH', 'FFFG']"
1,76,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHFH', 'HFFG']"
1,82,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'HFFF', 'FHFG']"
1,12,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,82,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FFHF', 'FHHG']"
1,99,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FHFF', 'HHFG']"
1,55,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FHHF', 'FFFG']"
1,24,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'FHFG']"
1,60,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'HHFG']"
1,96,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'FHFF', 'FFFG']"
1,38,0,1.0,0.7958514863018556,"['SFHF', 'HFHF', 'HFHF', 'HFFG']"
1,31,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHH', 'HFFG']"
1,4,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FFFF', 'FFFG']"
1,92,0,1.0,0.8788035596734672,"['SFHH', 'HFHH', 'HFFF', 'HHHG']"
1,49,0,1.0,0.9056079456455165,"['SFHH', 'FFHF', 'FFHF', 'HFFG']"
1,22,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFFF', 'HFFG']"
1,65,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HFFH', 'FFFG']"
1,64,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HHFF', 'HFHG']"
1,42,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FFFH', 'FHFG']"
1,37,0,1.0,0.9304302024748964,"['SFFH', 'HHFF', 'HHFF', 'HFFG']"
1,60,0,1.0,0.9674905716180701,"['SHFF', 'FHFH', 'FFHH', 'FFFG']"
1,76,0,1.0,0.9821344612135428,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,100,0,1.0,0.9559328248389055,"['SFFH', 'FHHF', 'FFFF', 'FHFG']"
1,82,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'FHFF', 'FHHG']"
1,20,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'HFFH', 'FFFG']"
1,73,0,1.0,0.9388545698794984,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,69,0,1.0,0.9704017769489168,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,19,0,1.0,0.8451404054461714,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,38,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FHHG']"
1,89,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FFHH', 'FFFG']"
1,88,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'HHFF', 'HFFG']"
1,76,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'HFFF', 'HHFG']"
1,21,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FFHG']"
1,41,0,1.0,0.9388545698794984,"['SFHF', 'HFFH', 'HFFF', 'FFFG']"
1,77,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHHF', 'HFFG']"
1,65,0,1.0,0.8451404054461714,"['SFFH', 'FHHH', 'FFFF', 'FHFG']"
1,48,0,1.0,0.90289112180858,"['SFHH', 'HFFF', 'FHFF', 'HHHG']"
1,93,0,1.0,0.9530650263643888,"['SFFH', 'FFHF', 'HFHH', 'FFFG']"
1,75,0,1.0,0.9530650263643888,"['SHFF', 'FFFH', 'FHFF', 'FFFG']"
1,17,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'FHFG']"
1,27,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHH', 'HFFG']"
1,59,0,1.0,0.8921050870283477,"['SFFF', 'FFHH', 'FFFF', 'FFHG']"
1,47,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'HFFG']"
1,32,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFF', 'FHFG']"
1,20,0,0.0,0.0,"['SFFH', 'HFFF', 'FHFH', 'HHFG']"
1,17,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HHFG']"
1,46,0,1.0,0.8451404054461714,"['SFFH', 'HHFF', 'FFHF', 'FHFG']"
1,93,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'HFHF', 'FFFG']"
1,53,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'HHFF', 'FFFG']"
1,42,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HFFF', 'FHHG']"
1,5,0,0.0,0.0,"['SFFH', 'FFHF', 'FFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHF', 'HFFG']"
1,31,0,1.0,0.9530650263643888,"['SHFF', 'FFFF', 'FFFF', 'FHHG']"
1,59,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FHHF', 'HHHG']"
1,56,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,45,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HFFF', 'HHFG']"
1,50,0,1.0,0.9248559951318693,"['SFFF', 'HHFF', 'HHFF', 'HFHG']"
1,39,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FFFH', 'FFFG']"
1,65,0,1.0,0.857932408958235,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,19,0,1.0,0.9138075656044898,"['SFFF', 'FHFF', 'FFFF', 'FHHG']"
1,31,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HHHG']"
1,67,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,78,0,1.0,0.9416796087056153,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,64,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,64,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FFHF', 'HFFG']"
1,14,0,1.0,0.8631032605924442,"['SFHF', 'HFFF', 'FHFF', 'FHHG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,7,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFF', 'HFHG']"
1,85,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'HHFF', 'HFHG']"
1,99,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FHFF', 'HHFG']"
1,40,0,1.0,0.9165572373164391,"['SFHH', 'HFFH', 'HHFF', 'FFFG']"
1,6,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HFFG']"
1,74,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FFHF', 'HFHG']"
1,5,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHF', 'HFHG']"
1,55,0,1.0,0.857932408958235,"['SHHF', 'FHHF', 'FFFH', 'HFFG']"
1,46,0,1.0,0.9502058312852957,"['SFHF', 'FHFH', 'FFHH', 'FFFG']"
1,66,0,1.0,0.9445131481500655,"['SHFH', 'FHFF', 'FFFH', 'HFFG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'HFHG']"
1,4,0,0.0,0.0,"['SFFF', 'FFHF', 'HHHF', 'FHHG']"
1,81,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFHF', 'HFHG']"
1,71,0,1.0,0.9791880578299021,"['SFHF', 'FHHH', 'FHFH', 'FFFG']"
1,96,0,1.0,0.9704017769489168,"['SFFH', 'HFHH', 'FFHH', 'FFFG']"
1,37,0,1.0,0.9001824484431542,"['SFFF', 'FHFF', 'FHFH', 'HHFG']"
1,20,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFH', 'FFFG']"
1,51,0,1.0,0.9110661429076764,"['SHFF', 'FFFH', 'HHFF', 'HFFG']"
1,57,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,90,0,1.0,0.9502058312852957,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,46,0,1.0,0.9332298921513504,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,73,0,1.0,0.9674905716180701,"['SFHF', 'FFHF', 'FFHF', 'FFFG']"
1,35,0,1.0,0.93603800616986,"['SFFF', 'HHHF', 'HHFF', 'FFHG']"
1,56,0,1.0,0.9001824484431542,"['SHFH', 'FFFH', 'FHFF', 'HFFG']"
1,53,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHFF', 'HFHG']"
1,60,0,1.0,0.803057341509771,"['SFFH', 'FFFF', 'HFHH', 'HFFG']"
1,40,0,1.0,0.857932408958235,"['SFHF', 'HFFF', 'HHHF', 'FFHG']"
1,77,0,1.0,0.9445131481500655,"['SFFF', 'FHFH', 'FFFF', 'HFFG']"
1,27,0,1.0,0.93603800616986,"['SFHF', 'FFHH', 'FFFF', 'FHFG']"
1,47,0,1.0,0.767668872977057,"['SFHF', 'FHFH', 'FFFF', 'FHFG']"
1,65,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FFFF', 'FFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFH', 'HFFG']"
1,95,0,1.0,0.8788035596734672,"['SHFH', 'FFFF', 'HHHF', 'FHFG']"
1,18,0,1.0,0.8225935318117279,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,100,0,1.0,0.9733217421754432,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,93,0,1.0,0.985089730404757,"['SHHH', 'FHHH', 'FFHH', 'FFFG']"
1,93,0,1.0,0.9445131481500655,"['SFHF', 'HFFF', 'FHHF', 'HFHG']"
1,90,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'FFHF', 'HFFG']"
1,71,0,1.0,0.9001824484431542,"['SFFF', 'FFFH', 'FHFF', 'HHHG']"
1,55,0,1.0,0.9559328248389055,"['SHHH', 'FHFH', 'FFHH', 'FFFG']"
1,51,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFH', 'HHFG']"
1,15,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHFG']"
1,48,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'FHFG']"
1,27,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFHF', 'HFHG']"
1,58,0,1.0,0.93603800616986,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,46,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'HHFF', 'FHFG']"
1,17,0,1.0,0.8761671489944468,"['SFFF', 'FHFF', 'FFFH', 'HHFG']"
1,57,0,1.0,0.9733217421754432,"['SHFF', 'FHFH', 'FFHH', 'FFFG']"
1,26,0,1.0,0.857932408958235,"['SHHF', 'FFFF', 'HHFF', 'FHFG']"
1,25,0,1.0,0.9110661429076764,"['SFFF', 'FHHF', 'FHFF', 'FFFG']"
1,9,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHF', 'FFFG']"
1,54,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,43,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHF', 'HFFG']"
1,40,0,1.0,0.8947894553945313,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,31,0,1.0,0.884100203995605,"['SHHH', 'FFHH', 'FFFF', 'HFHG']"
1,39,0,1.0,0.9220814271464737,"['SHFF', 'FFHF', 'FFFF', 'FFHG']"
1,93,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,23,0,0.0,0.0,"['SFHH', 'HFHH', 'HFHF', 'HFFG']"
1,14,0,1.0,0.8657003616774767,"['SHHH', 'FFFF', 'HFFF', 'FFFG']"
1,61,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FFHG']"
1,49,0,1.0,0.9416796087056153,"['SFHF', 'HFFF', 'FFHF', 'HHFG']"
1,78,0,1.0,0.93603800616986,"['SHHH', 'FFFH', 'HFFH', 'FHFG']"
1,89,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,57,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HFFF', 'HFHG']"
1,56,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'HHFF', 'HHFG']"
1,71,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'HHFG']"
1,54,0,1.0,0.9588092525966956,"['SHHF', 'FHHH', 'FHHH', 'FFFG']"
1,7,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'HFHG']"
1,28,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'FHHF', 'FHFG']"
1,26,0,1.0,0.7722956964947572,"['SHHH', 'FFHF', 'HFFF', 'HHFG']"
1,36,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FFFF', 'FHHG']"
1,15,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HHHF', 'FFHG']"
1,65,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'FFHF', 'FHFG']"
1,74,0,1.0,0.985089730404757,"['SFFH', 'FHHH', 'FFFF', 'FFFG']"
1,89,0,1.0,0.9704017769489168,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,35,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FFHG']"
1,68,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HFFF', 'FFHG']"
1,76,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFHF', 'HFHG']"
1,62,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'HFFF', 'FFFG']"
1,20,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHH', 'HFFG']"
1,13,0,1.0,0.8921050870283477,"['SFFH', 'HFFH', 'FHFH', 'FHFG']"
1,37,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFF', 'HFHG']"
1,29,0,1.0,0.8788035596734672,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,42,0,1.0,0.8657003616774767,"['SHFF', 'FFFF', 'HHFH', 'HHFG']"
1,91,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'FFHF', 'FFFG']"
1,69,0,1.0,0.9588092525966956,"['SFFF', 'FFHH', 'FHFF', 'FFFG']"
1,85,0,1.0,0.9588092525966956,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,83,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FFFG']"
1,67,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HHFF', 'FHHG']"
1,55,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'HHHF', 'HFHG']"
1,17,0,1.0,0.9110661429076764,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,89,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFFG']"
1,31,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HFHG']"
1,56,0,1.0,0.9332298921513504,"['SFHF', 'FFHH', 'FFFF', 'HHHG']"
1,91,0,1.0,0.9559328248389055,"['SHHH', 'FFHH', 'FFFF', 'FHHG']"
1,58,0,1.0,0.9193151828650342,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,78,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'HFFF', 'FFHG']"
1,81,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'FFFG']"
1,17,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'FHHG']"
1,9,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHF', 'FHFG']"
1,80,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'HFFF', 'HFHG']"
1,100,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FFHG']"
1,48,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HFHG']"
1,12,0,1.0,0.9616943356035061,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,52,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HHHF', 'HFFG']"
